customer_id,Recency,Frequency,Monetary,Price_Tier_Index,Discount_Sensitivity,Category_Breadth,Brand_Loyalty_Score
C00654,0.27071823204419887,0.10526315789473684,0.04513850402934043,0.9931075984481933,0.061265754532587445,1.0,0.0
C01090,0.0,0.2807017543859649,0.10107273098694142,0.9811003597621613,0.20496057154411268,1.0,0.0
C00086,0.6740331491712707,0.0,0.0,0.0,0.08937116667789984,1.0,0.0
C00176,0.055248618784530384,0.19298245614035084,0.06800474148179458,0.9761818590080434,0.24236705533463637,1.0,0.0
C01859,0.0,0.2982456140350877,0.16671102619369435,1.0,0.045494372177663944,1.0,0.0
C02115,0.5359116022099447,0.05263157894736842,0.07561902466229224,1.0,0.1800903147536564,1.0,0.0
C00730,0.5082872928176796,0.0,0.0,0.0,0.20698254364089774,1.0,0.0
C00010,0.42541436464088395,0.05263157894736842,0.048960909308848125,1.0,0.094223899710184,1.0,0.0
C03007,0.46408839779005523,0.14035087719298245,0.07896275736412829,1.0,0.054188852193839725,1.0,0.0
C04399,0.0,0.3508771929824561,0.1963932941744024,1.0,0.029318595403383427,1.0,0.0
C00622,0.712707182320442,0.0,0.0,0.0,0.1891891891891892,1.0,0.0
C02926,0.1602209944751381,0.10526315789473684,0.048613455221095364,0.9989881463014496,0.199096852463436,1.0,0.0
C04498,0.48066298342541436,0.0,0.0,0.0,0.054593246613196734,1.0,0.0
C01146,0.16574585635359115,0.19298245614035084,0.22343986768405633,1.0,0.20799352968929027,1.0,0.0
C03071,0.26519337016574585,0.08771929824561403,0.05765601487285128,1.0,0.055402035451910754,1.0,0.0
C02430,0.18232044198895025,0.05263157894736842,0.05859607212208063,1.0,0.06854485408101368,1.0,0.0
C00785,0.5469613259668508,0.0,0.0,0.0,0.2336725753184606,1.0,0.0
C02407,0.3149171270718232,0.08771929824561403,0.04032209885684268,1.0,0.05338006335512569,1.0,0.0
C00166,0.7016574585635359,0.0,0.0,0.0,0.21527262923771653,1.0,0.0
C02137,0.049723756906077346,0.19298245614035084,0.10057526601765535,1.0,0.22619127856035587,1.0,0.0
C02132,0.5027624309392265,0.0,0.0,0.0,0.21001550178607534,1.0,0.0
C01033,0.56353591160221,0.05263157894736842,0.03333474846151313,1.0,0.21325065714093147,1.0,0.0
C04047,0.46408839779005523,0.0,0.0,0.0,0.07056682617779875,1.0,0.0
C01976,0.5469613259668508,0.0,0.0,0.0,0.04003504751634426,1.0,0.0
C04190,0.569060773480663,0.0,0.0,0.0,0.21183527667318192,1.0,0.0
C00430,0.2541436464088398,0.10526315789473684,0.08231912774416787,1.0,0.1285974253555301,1.0,0.0
C02899,0.4861878453038674,0.05263157894736842,0.06501986960323271,1.0,0.05196468288737615,1.0,0.0
C02659,0.23204419889502761,0.19298245614035084,0.09357442996138561,1.0,0.07097122059715576,1.0,0.0
C02128,0.0,0.2807017543859649,0.15169637031657768,1.0,0.2051627687537912,1.0,0.0
C03840,0.430939226519337,0.05263157894736842,0.05634713984176314,1.0,0.2666307204960571,1.0,0.0
C00334,0.03867403314917127,0.22807017543859645,0.10001622655997915,0.9933683779844737,0.063085529419694,1.0,0.0
C03762,0.0,0.21052631578947367,0.23084278432888516,1.0,0.22780885623778388,1.0,0.0
C00747,0.39226519337016574,0.14035087719298245,0.06795339749480735,0.9972847986686663,0.06692727640358563,1.0,0.0
C00373,0.6408839779005524,0.05263157894736842,0.02845176296705111,1.0,0.20192761339893509,1.0,0.0
C03610,0.7679558011049723,0.0,0.0,0.0,0.10251398530700276,1.0,0.0
C02450,1.0,0.0,0.0,0.0,0.20961110736671834,1.0,0.0
C01064,0.2983425414364641,0.05263157894736842,0.017369257748127684,0.9723420542753252,0.05823279638740985,1.0,0.0
C02208,0.0,0.4912280701754385,0.33139581131541607,1.0,0.4486756082766058,1.0,0.0
C03283,0.7790055248618785,0.0,0.0,0.0,0.0535822605648042,1.0,0.0
C02676,0.0,0.719298245614035,0.8674546632868446,1.0,0.7514322302352225,1.0,0.0
C03949,0.12154696132596685,0.2631578947368421,0.1463670997141259,1.0,0.04205701961312933,1.0,0.0
C01199,0.3314917127071823,0.08771929824561403,0.04401662286881423,1.0,0.19525510547954436,1.0,0.0
C00062,0.569060773480663,0.0,0.0,0.0,0.04448338612927141,1.0,0.0
C01819,0.430939226519337,0.0,0.0,0.0,0.08654040574240075,1.0,0.0
C04314,0.4475138121546961,0.0,0.0,0.0,0.20071443014086407,1.0,0.0
C04462,0.6132596685082873,0.0,0.0,0.0,0.04003504751634426,1.0,0.0
C03846,0.20994475138121546,0.14035087719298245,0.0786302660685343,1.0,0.06065916290355192,1.0,0.0
C03993,0.42541436464088395,0.0,0.0,0.0,0.08492282806497269,1.0,0.0
C01012,0.24861878453038672,0.08771929824561403,0.035943881924914246,0.9996245892812757,0.054188852193839725,1.0,0.0
C02136,0.1270718232044199,0.22807017543859645,0.1724623460104382,1.0,0.04933611916155556,1.0,0.0
C03162,0.46408839779005523,0.0,0.0,0.0,0.04913392195187705,1.0,0.0
C02329,0.15469613259668508,0.10526315789473684,0.056091596140945464,1.0,0.3330862034103929,1.0,0.0
C02703,0.5966850828729282,0.0,0.0,0.0,0.07016243175844174,1.0,0.0
C01650,0.4861878453038674,0.0,0.0,0.0,0.25449888791534675,1.0,0.0
C00308,0.04419889502762431,0.15789473684210523,0.06891161798716909,0.9945050472537369,0.19869245804407898,1.0,0.0
C01054,0.5193370165745856,0.0,0.0,0.0,0.06086136011323042,1.0,0.0
C01908,0.35359116022099446,0.08771929824561403,0.05452799803749442,1.0,0.19383972501179486,1.0,0.0
C03245,0.3867403314917127,0.0,0.0,0.0,0.06814045966165666,1.0,0.0
C02459,0.5027624309392265,0.0,0.0,0.0,0.07825032014558199,1.0,0.0
C02819,0.287292817679558,0.0,0.0,0.0,0.20091662735054255,1.0,0.0
C00249,0.0,0.4561403508771929,0.15733110618417945,0.9856742123320233,0.4452382557120712,1.0,0.0
C01942,0.1878453038674033,0.10526315789473684,0.03766323530908205,0.9787516621410385,0.17887713149558535,1.0,0.0
C03325,0.48066298342541436,0.0,0.0,0.0,0.13668531374267034,1.0,0.0
C01026,0.23204419889502761,0.22807017543859645,0.09937939152479006,1.0,0.17260901799555164,1.0,0.0
C01089,0.56353591160221,0.0,0.0,0.0,0.04893172474219855,1.0,0.0
C02284,0.4419889502762431,0.0,0.0,0.0,0.05075149962930511,1.0,0.0
C02350,0.0,0.3684210526315789,0.15213187783752807,0.9894865814463225,0.335108175507178,1.0,0.0
C03180,0.3867403314917127,0.05263157894736842,0.02755177974069673,1.0,0.06328772662937251,1.0,0.0
C01645,0.4419889502762431,0.0,0.0,0.0,0.03316034238727505,1.0,0.0
C03601,0.0,0.3508771929824561,0.5870414068329027,1.0,0.3128664824425423,1.0,0.0
C01712,0.2430939226519337,0.05263157894736842,0.021853499876413357,0.9905522212617902,0.20536496596346968,1.0,0.0
C01501,0.4917127071823204,0.08771929824561403,0.07236569786189087,1.0,0.03659769495180966,1.0,0.0
C04172,0.08287292817679558,0.22807017543859645,0.12140325386841519,1.0,0.16593651007616092,1.0,0.0
C02369,0.03867403314917127,0.3333333333333333,0.12471446232916021,0.9849876107155306,0.18110130080204892,1.0,0.0
C02795,0.6022099447513812,0.08771929824561403,0.02695701559095589,0.9742332718461733,0.06510750151647907,1.0,0.0
C02460,0.8950276243093922,0.0,0.0,0.0,0.07400417874233335,1.0,0.0
C04226,0.6519337016574586,0.0,0.0,0.0,0.03538451169373862,1.0,0.0
C00962,0.47513812154696133,0.0,0.0,0.0,0.04145042798409381,1.0,0.0
C02313,0.6022099447513812,0.05263157894736842,0.020300378462901635,0.9847066811365423,0.02446586237109928,1.0,0.0
C04151,0.0,0.3333333333333333,0.3512454732766721,1.0,0.59520118622363,1.0,0.0
C03941,0.430939226519337,0.0,0.0,0.0,0.03578890611309563,1.0,0.0
C02919,0.11049723756906077,0.14035087719298245,0.081663090003137,1.0,0.16654310170519646,1.0,0.0
C01639,0.6850828729281768,0.0,0.0,0.0,0.08856237783918582,1.0,0.0
C03198,0.0,0.3508771929824561,0.3565743882734601,1.0,0.4715238929702771,1.0,0.0
C00161,0.4419889502762431,0.0,0.0,0.0,0.21911437622160815,1.0,0.0
C03508,0.0,0.2631578947368421,0.0820493324625189,0.9776364243087496,0.20273640223764913,1.0,0.0
C01715,0.8232044198895028,0.0,0.0,0.0,0.07764372851654645,1.0,0.0
C01671,0.4530386740331491,0.0,0.0,0.0,0.031138370290489978,1.0,0.0
C04338,0.569060773480663,0.0,0.0,0.0,0.06510750151647907,1.0,0.0
C04222,0.2762430939226519,0.05263157894736842,0.028582489079897157,1.0,0.18069690638269192,1.0,0.0
C01122,0.6850828729281768,0.0,0.0,0.0,0.034575722855024596,1.0,0.0
C00880,0.14917127071823205,0.08771929824561403,0.04494283885143967,1.0,0.0505493024196266,1.0,0.0
C03228,0.03314917127071823,0.10526315789473684,0.11026136250364771,1.0,0.05439104940351822,1.0,0.0
C01243,0.5303867403314917,0.0,0.0,0.0,0.06490530430680057,1.0,0.0
C03762,0.16574585635359115,0.14035087719298245,0.1689290481355486,1.0,0.3698860955718811,1.0,0.0
C00935,0.6077348066298343,0.0,0.0,0.0,0.038619667048594715,1.0,0.0
C02480,0.016574585635359115,0.22807017543859645,0.26415627851341955,1.0,0.19727707757632942,1.0,0.0
C01916,0.19337016574585636,0.14035087719298245,0.13212468256723656,1.0,0.19464851385050885,1.0,0.0
C02745,0.43646408839779005,0.05263157894736842,0.03356591949722393,1.0,0.05621082429062479,1.0,0.0
C04351,0.56353591160221,0.0,0.0,0.0,0.0380130754195592,1.0,0.0
C00281,0.26519337016574585,0.05263157894736842,0.027333246383189503,1.0,0.20738693806025474,1.0,0.0
C01160,0.0,0.2631578947368421,0.2641400027157331,1.0,0.33753454202332006,1.0,0.0
C01708,0.292817679558011,0.05263157894736842,0.06070516931370405,1.0,0.04852733032284154,1.0,0.0
C02053,0.03314917127071823,0.17543859649122806,0.07596768233844535,0.9985058904168841,0.06854485408101368,1.0,0.0
C01632,0.5966850828729282,0.05263157894736842,0.031852939660721565,1.0,0.10150299925861023,1.0,0.0
C01417,0.12154696132596685,0.05263157894736842,0.02908610876259405,1.0,0.24155826649592232,1.0,0.0
C03463,0.5248618784530387,0.0,0.0,0.0,0.07299319269394082,1.0,0.0
C03116,0.3756906077348066,0.10526315789473684,0.07193694684855148,1.0,0.20111882456022107,1.0,0.0
C03929,0.5414364640883977,0.05263157894736842,0.031152943588796434,1.0,0.21810339017321562,1.0,0.0
C01670,0.5580110497237569,0.0,0.0,0.0,0.07622834804879693,1.0,0.0
C01416,0.43646408839779005,0.05263157894736842,0.018547926397724478,0.97754806757048,0.1004920132102177,1.0,0.0
C03600,0.23204419889502761,0.14035087719298245,0.0761448560218318,1.0,0.16937386264069554,1.0,0.0
C02674,0.7403314917127072,0.0,0.0,0.0,0.22012536227000068,1.0,0.0
C00152,0.4033149171270718,0.08771929824561403,0.03921687645394847,1.0,0.06328772662937251,1.0,0.0
C02416,0.6850828729281768,0.0,0.0,0.0,0.056817415919660295,1.0,0.0
C03908,0.4143646408839779,0.05263157894736842,0.017545282551677435,0.9731415773727911,0.05236907730673315,1.0,0.0
C03265,0.5414364640883977,0.0,0.0,0.0,0.061670148951944455,1.0,0.0
C00234,0.6077348066298343,0.0,0.0,0.0,0.26703511491541415,1.0,0.0
C03368,0.6353591160220994,0.0,0.0,0.0,0.20698254364089774,1.0,0.0
C03433,0.2044198895027624,0.05263157894736842,0.020995122512716187,0.9873749106639442,0.10999528206510749,1.0,0.0
C04470,0.718232044198895,0.0,0.0,0.0,0.09725685785536159,1.0,0.0
C01210,0.03314917127071823,0.5614035087719298,0.20221015485040109,0.9902646668313417,0.32095437082968253,1.0,0.0
C03212,0.0,0.4912280701754385,0.5057620974037833,1.0,0.06187234616162295,1.0,0.0
C00896,0.46961325966850825,0.05263157894736842,0.022140555709894497,0.9915869791775389,0.18777380872143964,1.0,0.0
C01012,0.5469613259668508,0.08771929824561403,0.03652811467615211,1.0,0.06065916290355192,1.0,0.0
C01591,0.14917127071823205,0.14035087719298245,0.14187533515833808,1.0,0.20556716317314822,1.0,0.0
C00042,0.0,0.631578947368421,0.3926012357351524,1.0,0.8611579160207589,1.0,0.0
C04089,0.5193370165745856,0.0,0.0,0.0,0.0693536429197277,1.0,0.0
C00948,0.7348066298342542,0.08771929824561403,0.03481302855994915,0.9909265049711837,0.05722181033901732,1.0,0.0
C02083,0.14917127071823205,0.14035087719298245,0.09649077936397357,1.0,0.21992316506032214,1.0,0.0
C01866,0.0,0.3157894736842105,0.1441876199553644,1.0,0.20576936038282673,1.0,0.0
C01854,0.7403314917127072,0.0,0.0,0.0,0.07582395362943992,1.0,0.0
C02255,0.6243093922651933,0.0,0.0,0.0,0.215070432028038,1.0,0.0
C03280,0.4861878453038674,0.05263157894736842,0.026337577879008076,1.0,0.07461077037136886,1.0,0.0
C00714,0.580110497237569,0.0,0.0,0.0,0.2417604637056009,1.0,0.0
C03729,0.049723756906077346,0.05263157894736842,0.02411564427485276,0.9983624746544726,0.04792073869380602,1.0,0.0
C03709,0.43646408839779005,0.0,0.0,0.0,0.20698254364089774,1.0,0.0
C03594,0.0,0.21052631578947367,0.11952765282645778,1.0,0.21102648783446787,1.0,0.0
C01240,0.0,0.22807017543859645,0.11416640506855148,0.9949936019004195,0.0022241693064635713,1.0,0.0
C03845,0.49723756906077343,0.08771929824561403,0.03212172283394299,0.9863759507032633,0.2397384916088158,1.0,0.0
C02691,0.0718232044198895,0.10526315789473684,0.06079880302039416,1.0,0.05479544382287523,1.0,0.0
C02037,0.0,0.15789473684210523,0.05964623035565928,0.9830555320827176,0.32479611781357415,1.0,0.0
C00267,0.7624309392265193,0.0,0.0,0.0,0.1069623239199299,1.0,0.0
C03470,0.5414364640883977,0.0,0.0,0.0,0.07663274246815392,1.0,0.0
C02817,0.016574585635359115,0.22807017543859645,0.11128479560388245,1.0,0.05964817685515939,1.0,0.0
C00456,0.0,0.24561403508771926,0.14848267987054203,1.0,0.18615623104401158,1.0,0.0
C02906,0.3867403314917127,0.08771929824561403,0.03735388573591279,0.9968052478074678,0.06793826245197816,1.0,0.0
C02337,0.3259668508287293,0.08771929824561403,0.029048660750774377,0.9856865605425619,0.06328772662937251,1.0,0.0
C04301,0.0,0.3508771929824561,0.24019316171402808,1.0,0.48810406416391455,1.0,0.0
C00219,0.585635359116022,0.0,0.0,0.0,0.18453865336658354,1.0,0.0
C02290,0.43646408839779005,0.05263157894736842,0.022345056320825025,0.9923159973148943,0.054997641032553744,1.0,0.0
C01370,0.04419889502762431,0.19298245614035084,0.08657482484779806,0.9993393949542034,0.29264676147469165,1.0,0.0
C00313,0.292817679558011,0.05263157894736842,0.07419991187544568,1.0,0.07926130619397452,1.0,0.0
C03364,0.18232044198895025,0.14035087719298245,0.04753785750541862,0.9811821667798741,0.1968726831569724,1.0,0.0
C01081,0.574585635359116,0.05263157894736842,0.025810734411040977,1.0,0.05297566893576868,1.0,0.0
C01022,0.09944751381215469,0.10526315789473684,0.163422658558274,1.0,0.17382220125362272,1.0,0.0
C02420,0.30939226519337015,0.05263157894736842,0.025342730003281425,1.0,0.07056682617779875,1.0,0.0
C02278,0.4475138121546961,0.10526315789473684,0.05392505495748762,1.0,0.03639549774213116,1.0,0.0
C04081,0.3701657458563536,0.0,0.0,0.0,0.06996023454876323,1.0,0.0
C01847,0.4033149171270718,0.05263157894736842,0.03523261588887684,1.0,0.08472063085529419,1.0,0.0
C01640,0.3204419889502762,0.17543859649122806,0.047190157229129434,0.9734831491385664,0.20394958549572015,1.0,0.0
C02773,0.4419889502762431,0.08771929824561403,0.03911927637639361,0.9939224854155752,0.22376491204421375,1.0,0.0
C03896,0.4861878453038674,0.0,0.0,0.0,0.09179753319404192,1.0,0.0
C00611,0.8011049723756906,0.0,0.0,0.0,0.08310305317786615,1.0,0.0
C00425,0.42541436464088395,0.08771929824561403,0.03215774842310772,0.9934258298316776,0.07137561501651278,1.0,0.0
C02832,0.0,0.2807017543859649,0.14106704348466417,1.0,0.047718541484127505,1.0,0.0
C03124,0.22099447513812154,0.14035087719298245,0.031812756220719295,0.9509241898036676,0.04205701961312933,1.0,0.0
C03879,0.0,0.5263157894736842,0.20374010718720628,0.9907467128372435,0.6045022578688414,1.0,0.0
C01295,0.6740331491712707,0.0,0.0,0.0,0.08128327829075958,1.0,0.0
C00432,0.43646408839779005,0.08771929824561403,0.02674034232461283,0.9931946202906416,0.20657814922154075,1.0,0.0
C02527,0.1878453038674033,0.10526315789473684,0.03219202333823559,0.9663053214504738,0.06288333221001549,1.0,0.0
C04470,0.3259668508287293,0.08771929824561403,0.029273567655947037,0.985796027207244,0.07683493967783245,1.0,0.0
C02201,0.48066298342541436,0.0,0.0,0.0,0.055604232661589266,1.0,0.0
C01500,0.5469613259668508,0.0,0.0,0.0,0.23852530835074476,1.0,0.0
C01984,0.1270718232044199,0.17543859649122806,0.08247105342542901,1.0,0.3646289681202399,1.0,0.0
C00380,0.6519337016574586,0.0,0.0,0.0,0.19869245804407898,1.0,0.0
C00553,0.5193370165745856,0.05263157894736842,0.030480848884333736,1.0,0.18716721709240414,1.0,0.0
C04160,0.7016574585635359,0.0,0.0,0.0,0.07198220664554829,1.0,0.0
C02036,0.6574585635359116,0.0,0.0,0.0,0.06814045966165666,1.0,0.0
C01832,0.0,0.19298245614035084,0.12483952610566829,1.0,0.04792073869380602,1.0,0.0
C00516,0.6132596685082873,0.0,0.0,0.0,0.04832513311316302,1.0,0.0
C02100,0.011049723756906077,0.14035087719298245,0.07819117513666474,1.0,0.047516344274449,1.0,0.0
C03586,0.7071823204419889,0.0,0.0,0.0,0.09624587180696906,1.0,0.0
C01348,0.6574585635359116,0.0,0.0,0.0,0.05479544382287523,1.0,0.0
C00436,0.292817679558011,0.14035087719298245,0.0692398146605164,1.0,0.23508795578621014,1.0,0.0
C01831,0.0,0.22807017543859645,0.10895585204922414,1.0,0.04508997775830693,1.0,0.0
C01983,0.48066298342541436,0.08771929824561403,0.04641296737389157,1.0,0.19970344409247154,1.0,0.0
C03092,0.5469613259668508,0.0,0.0,0.0,0.183932061737548,1.0,0.0
C01497,0.4861878453038674,0.05263157894736842,0.03086572362962434,1.0,0.18312327289883398,1.0,0.0
C02781,0.10497237569060773,0.19298245614035084,0.2849197102590702,1.0,0.18797600593111813,1.0,0.0
C01098,0.2044198895027624,0.10526315789473684,0.14067664317444473,1.0,0.21689020691514455,1.0,0.0
C01124,0.580110497237569,0.0,0.0,0.0,0.05762620475837433,1.0,0.0
C03410,0.585635359116022,0.0,0.0,0.0,0.07683493967783245,1.0,0.0
C03014,0.6574585635359116,0.0,0.0,0.0,0.07541955921008289,1.0,0.0
C03565,0.2430939226519337,0.14035087719298245,0.06344147283331385,1.0,0.20637595201186226,1.0,0.0
C00534,0.574585635359116,0.0,0.0,0.0,0.0535822605648042,1.0,0.0
C00627,0.0,0.22807017543859645,0.16389520377681663,1.0,0.1697782570600526,1.0,0.0
C02849,0.08287292817679558,0.14035087719298245,0.19269267015758365,1.0,0.06409651546808653,1.0,0.0
C02332,0.34806629834254144,0.05263157894736842,0.03128916791228948,1.0,0.08937116667789984,1.0,0.0
C00733,0.0,0.2631578947368421,0.27653822153620117,1.0,0.18575183662465458,1.0,0.0
C00308,0.5193370165745856,0.0,0.0,0.0,0.09604367459729056,1.0,0.0
C01619,0.5580110497237569,0.0,0.0,0.0,0.054593246613196734,1.0,0.0
C02331,0.8342541436464088,0.0,0.0,0.0,0.23953629439913723,1.0,0.0
C03676,0.0,0.22807017543859645,0.10111083550152491,0.9894868832271156,0.05236907730673315,1.0,0.0
C00003,0.2596685082872928,0.08771929824561403,0.02435310679538352,0.9611714893553748,0.05803059917773135,1.0,0.0
C03189,0.23756906077348067,0.08771929824561403,0.05575308690334978,1.0,0.1742265956729797,1.0,0.0
C03067,0.8176795580110496,0.0,0.0,0.0,0.20698254364089774,1.0,0.0
C00456,0.0,0.22807017543859645,0.11772300879155677,1.0,0.04872952753252004,1.0,0.0
C00474,0.2541436464088398,0.10526315789473684,0.053395257227083326,1.0,0.04286580845184336,1.0,0.0
C02326,0.729281767955801,0.0,0.0,0.0,0.19808586641504347,1.0,0.0
C03943,0.6740331491712707,0.0,0.0,0.0,0.10372716856507377,1.0,0.0
C01326,0.5082872928176796,0.0,0.0,0.0,0.10797330996832243,1.0,0.0
C03522,0.5911602209944751,0.0,0.0,0.0,0.21102648783446787,1.0,0.0
C03012,0.17679558011049723,0.05263157894736842,0.02880972109902502,1.0,0.04185482240345083,1.0,0.0
C01685,0.5966850828729282,0.0,0.0,0.0,0.0693536429197277,1.0,0.0
C02635,0.4088397790055248,0.0,0.0,0.0,0.01819774887106558,1.0,0.0
C04283,0.292817679558011,0.0,0.0,0.0,0.06793826245197816,1.0,0.0
C03521,0.9502762430939227,0.0,0.0,0.0,0.09847004111343263,1.0,0.0
C04444,0.5580110497237569,0.0,0.0,0.0,0.08654040574240075,1.0,0.0
C01732,0.6353591160220994,0.0,0.0,0.0,0.182718878479477,1.0,0.0
C02767,0.13812154696132595,0.05263157894736842,0.021399774403766926,0.9888886159759221,0.20051223293118553,1.0,0.0
C01727,0.6961325966850829,0.0,0.0,0.0,0.246613196737885,1.0,0.0
C01011,0.6850828729281768,0.0,0.0,0.0,0.22801105344746242,1.0,0.0
C02773,0.17679558011049723,0.14035087719298245,0.05434888220009832,0.9876218468680225,0.08937116667789984,1.0,0.0
C00422,0.0,0.2807017543859649,0.14818873075804076,1.0,0.19828806362472198,1.0,0.0
C03356,0.48066298342541436,0.08771929824561403,0.038264044755106426,1.0,0.21284626272157442,1.0,0.0
C02321,0.23204419889502761,0.14035087719298245,0.05621036843263358,0.9921874728281547,0.04367459729055738,1.0,0.0
C04088,0.0055248618784530384,0.22807017543859645,0.08763146604616943,0.995163465947719,0.05398665498416121,1.0,0.0
C02528,0.580110497237569,0.0,0.0,0.0,0.21527262923771653,1.0,0.0
C00516,0.4585635359116022,0.0,0.0,0.0,0.19242434454404528,1.0,0.0
C04072,0.4585635359116022,0.05263157894736842,0.024886788833807096,1.0,0.054188852193839725,1.0,0.0
C01390,0.3756906077348066,0.05263157894736842,0.017229176470897178,0.971699979220591,0.21304845993125293,1.0,0.0
C01835,0.46961325966850825,0.08771929824561403,0.031192744068853136,0.9977791366221848,0.06874705129069218,1.0,0.0
C03828,0.0,0.24561403508771926,0.13000229119464574,1.0,0.4597964548089236,1.0,0.0
C00058,0.46961325966850825,0.0,0.0,0.0,0.1766529621891218,1.0,0.0
C01305,0.585635359116022,0.0,0.0,0.0,0.15885960773741323,1.0,0.0
