order_id,customer_id,order_date,total_amount,currency,payment_method,status,channel,ai_suggested_crosssell,notes,created_at,updated_at
O0000018,10,2025-06-03 18:13:08,2814919.1,VND,E-Wallet,Completed,Facebook,"[{""product_id"": ""Bàn Chải Điện P/S Sonic Expert Sạch Mảng Bám 8X Màu Hồng"", ""title"": ""P/S""}, {""product_id"": ""Kem Đánh Răng Perioe Total7 Vị Nguyên Bản 120g"", ""title"": ""Perioe""}, {""product_id"": ""Son Tint Black Rouge DL06 Woody Layer Đỏ Nâu Pha Cam 4.1g"", ""title"": ""Black Rouge""}]",Khuyến mãi livestream,2025-06-03 18:07:08,2025-06-03 21:19:08
O0000019,10,2025-06-27 08:03:01,4312271.5,VND,COD,Returned,Website,"[{""product_id"": ""Kem Đánh Răng Median IQ 93% Trắng Răng Màu Đỏ 120g"", ""title"": ""Median""}]",,2025-06-27 06:57:01,2025-06-27 09:04:01
O0000020,11,2025-09-15 17:38:28,1086625.86,VND,COD,Completed,Website,"[{""product_id"": ""Sữa Tắm Nước Hoa Tesori d'Oriente Hy Lạp Cổ Đại 500ml"", ""title"": ""Tesori d'Oriente""}]",Khuyến mãi livestream,2025-09-15 16:02:28,2025-09-16 04:31:28
O0000021,12,2025-10-04 14:31:20,2875000.0,VND,E-Wallet,Completed,Website,"[{""product_id"": ""Phấn Phủ Hexze Dạng Bột Mỏng Nhẹ - Màu T01 Trắng Sáng 7g"", ""title"": ""Hexze""}]",,2025-10-04 12:58:20,2025-10-05 03:19:20
O0000022,13,2025-08-29 17:49:53,4152815.81,VND,E-Wallet,Completed,Website,"[{""product_id"": ""Kem Xả Serum Dove Biotin Giảm Gãy Rụng 300g (Mới)"", ""title"": ""Dove""}, {""product_id"": ""Gel Rửa Mặt Cetaphil Sạch Sâu, Tẩy Tế Bào Chết Dịu Nhẹ 473ml"", ""title"": ""Cetaphil""}]",,2025-08-29 16:49:53,2025-08-30 09:56:53
O0000023,14,2025-05-11 07:46:22,521000.0,VND,E-Wallet,Completed,Facebook,"[{""product_id"": ""Kem Lót Australis Kiềm Dầu, Che Lỗ Chân Lông 30ml"", ""title"": ""australis""}]",,2025-05-11 06:39:22,2025-05-12 02:45:22
O0000024,15,2025-10-04 18:37:23,524658.75,VND,Credit Card,Completed,TikTok Shop,"[{""product_id"": ""[HSD 06/2026] Kem Nền L’Oreal Che Phủ Cao, Kiềm Dầu #105 Tông Trắng 30ml"", ""title"": ""L'Oreal""}]",,2025-10-04 17:35:23,2025-10-05 04:39:23
O0000025,15,2025-04-05 03:58:07,723000.0,VND,E-Wallet,Completed,TikTok Shop,"[{""product_id"": ""Mặt Nạ Acnes Giảm Mụn, Dịu Da 65g (3 Miếng)"", ""title"": ""Acnes""}]",,2025-04-05 02:17:07,2025-04-06 01:36:07
O0000026,16,2025-08-05 04:09:54,781358.28,VND,Credit Card,Completed,Website,"[{""product_id"": ""Sữa Rửa Mặt Cetaphil Dịu Lành Cho Da Dầu Nhạy Cảm 500ml"", ""title"": ""Cetaphil""}]",,2025-08-05 02:09:54,2025-08-05 09:19:54
O0000027,17,2025-09-13 00:07:29,1854533.41,VND,E-Wallet,Completed,Website,"[{""product_id"": ""Mặt Nạ Foodaholic Vitamin K Se Lỗ Chân Lông, Làm Dịu Da 23g"", ""title"": ""Foodaholic""}, {""product_id"": ""Mặt Nạ Mediheal Chiết Xuất Rau Má Cho Da Nhạy Cảm 24ml"", ""title"": ""Mediheal""}]",,2025-09-12 23:51:29,2025-09-13 10:54:29
O0000028,17,2025-09-28 23:40:58,1997521.12,VND,E-Wallet,Completed,Website,"[{""product_id"": ""Son Kem Lì 2In1 Silkygirl 04 Pepper Love Màu Đỏ Cherry 3.8ml"", ""title"": ""Silkygirl""}]",Yêu cầu gói quà,2025-09-28 23:20:58,2025-09-29 19:05:58
O0000029,18,2025-10-01 13:51:15,1218000.0,VND,E-Wallet,Completed,Zalo,"[{""product_id"": ""Kem Đánh Răng Closeup Trắng Bật Tông 3X Khoáng Trắng 100g"", ""title"": ""Closeup""}]",,2025-10-01 11:56:15,2025-10-02 12:14:15
O0000030,19,2025-10-07 06:24:32,2020636.47,VND,COD,Completed,TikTok Shop,"[{""product_id"": ""Essence Chống Nắng Bioré Màng Nước Dưỡng Ẩm Da 85g"", ""title"": ""Bioré""}]",,2025-10-07 04:45:32,2025-10-07 17:27:32
O0000031,20,2025-03-31 03:22:47,3864000.0,VND,E-Wallet,Completed,Website,"[{""product_id"": ""Combo Cocoon Nước Tẩy Trang Bí Đao Giảm Dầu 500ml + Mặt Nạ Nghệ Hưng Yên Giúp Da Rạng Rỡ 100ml"", ""title"": ""Cocoon""}, {""product_id"": ""Gel Dưỡng Toàn Thân Curél Cấp Ẩm Chuyên Sâu 220ml"", ""title"": ""Curél""}]",Dùng ví điện tử,2025-03-31 01:31:47,2025-03-31 14:04:47
O0000032,21,2025-04-16 13:42:32,3228703.8,VND,Credit Card,Completed,TikTok Shop,"[{""product_id"": ""Son Kem Lì 2In1 Silkygirl 04 Pepper Love Màu Đỏ Cherry 3.8ml"", ""title"": ""Silkygirl""}, {""product_id"": ""[HSD 07/2026] Nước Tắm Thảo Dược Sachi An Toàn Cho Bé 10 Góix10ml"", ""title"": ""Sachi""}]",Khuyến mãi livestream,2025-04-16 12:30:32,2025-04-16 20:59:32
O0000033,22,2024-08-11 15:50:38,412900.64,VND,COD,Completed,Website,"[{""product_id"": ""Sữa Dưỡng Thể St.Ives Collagen & Elastin Trẻ Hóa Da 621ml"", ""title"": ""St.Ives""}, {""product_id"": ""Dầu Xả Rejoice Siêu Mềm Mượt 3 Trong 1 300ml (Mới)"", ""title"": ""Rejoice""}]",,2024-08-11 14:51:38,2024-08-11 22:15:38
O0000034,23,2025-10-06 01:59:58,99914.2,VND,E-Wallet,Completed,Website,"[{""product_id"": ""Bút Kẻ Mày 3CE Dạng Chì 2 Đầu Màu Soft Ash Brown 0.13g"", ""title"": ""3CE""}]",,2025-10-06 00:13:58,2025-10-06 08:15:58
O0000035,23,2024-12-12 14:45:47,1947685.02,VND,COD,Completed,Facebook,"[{""product_id"": ""Dầu Gội Clear Men Cool Sport Bạc Hà 900g"", ""title"": ""Clear""}, {""product_id"": ""Mặt Nạ Foodaholic Hyaluronic Acid Cấp Ẩm Đa Tầng 23ml"", ""title"": ""Foodaholic""}]",,2024-12-12 12:51:47,2024-12-12 19:14:47
O0000036,24,2025-01-23 04:37:12,377015.51,VND,E-Wallet,Pending,Instagram,"[{""product_id"": ""[HSD 08/2026] Chì Kẻ Mắt Silkygirl Màu Đen 01 Blackest Black 0.28g"", ""title"": ""Silkygirl""}, {""product_id"": ""Mặt Nạ Banobagi Dưỡng Sáng, Làm Săn Chắc Da 30g (Tím)"", ""title"": ""Banobagi""}]",,2025-01-23 04:03:12,2025-01-23 06:39:12
O0000037,24,2025-06-30 18:20:08,1114000.0,VND,E-Wallet,Completed,TikTok Shop,"[{""product_id"": ""Nước Tẩy Trang Caryophy Cho Da Dầu Mụn, Nhạy Cảm 500ml"", ""title"": ""Caryophy""}]",Ưu tiên giao nhanh,2025-06-30 17:24:08,2025-07-01 02:49:08
O0000038,24,2024-03-04 15:11:54,301012.37,VND,E-Wallet,Completed,Instagram,"[{""product_id"": ""Nước Hoa Nữ YSL Libre Le Parfum EDP 90ml"", ""title"": ""Yves Saint Laurent""}]",,2024-03-04 14:54:54,2024-03-04 16:21:54
O0000039,25,2025-07-30 15:23:08,797000.31,VND,COD,Completed,Website,"[{""product_id"": ""[HSD 07/2026] Son Tint Judydoll Căng Bóng Mát Lạnh - 11 Hồng Vỏ Đỗ 2.4g"", ""title"": ""Judydoll""}, {""product_id"": ""Combo 3 Gel Rửa Mặt La Roche-Posay Cho Da Dầu Nhạy Cảm 50ml"", ""title"": ""La Roche-Posay""}]",,2025-07-30 14:16:08,2025-07-30 20:51:08
O0000040,25,2024-11-10 12:53:28,733299.35,VND,COD,Completed,Zalo,"[{""product_id"": ""Kem Rửa Mặt Hada Labo Sạch Sâu Dưỡng Ẩm 80g"", ""title"": ""Hada Labo""}]",,2024-11-10 12:07:28,2024-11-11 04:28:28
O0000041,25,2025-01-28 05:41:37,561000.0,VND,E-Wallet,Completed,TikTok Shop,"[{""product_id"": ""Kem Đánh Răng Median IQ 93% Trắng Răng Màu Xanh Ngọc 120g"", ""title"": ""Median""}, {""product_id"": ""Sữa Tắm Lifebuoy Mát Lạnh Sảng Khoái Với Bạc Hà 800g (Mới)"", ""title"": ""Lifebuoy""}]",,2025-01-28 04:11:37,2025-01-28 16:52:37
O0000042,26,2025-08-03 00:47:30,180817.11,VND,Credit Card,Completed,TikTok Shop,"[{""product_id"": ""Kem Lót Australis Che Mụn, Kháng Viêm, Giảm Sưng Đỏ 30ml"", ""title"": ""australis""}]",,2025-08-03 00:17:30,2025-08-03 18:41:30
O0000043,26,2025-08-24 15:09:29,4359660.18,VND,E-Wallet,Completed,Walk-in,"[{""product_id"": ""Bộ Gội Xả Tsubaki Phục Hồi Hư Tổn, Bồng Bềnh Tóc 450mlx2 (Mới)"", ""title"": ""Tsubaki""}]",,2025-08-24 14:27:29,2025-08-25 07:15:29
O0000044,27,2025-05-26 05:34:11,1797000.0,VND,E-Wallet,Completed,Zalo,"[{""product_id"": ""Dầu Gội Pantene Suôn Mượt Óng Ả 900ml"", ""title"": ""Pantene""}, {""product_id"": ""Nước Tẩy Trang Senka Ngừa Mụn, Kiểm Soát Nhờn 230ml"", ""title"": ""Senka""}]",,2025-05-26 05:23:11,2025-05-26 19:11:11
O0000045,27,2024-11-15 22:49:09,1143828.52,VND,E-Wallet,Completed,TikTok Shop,"[{""product_id"": ""Bảng Phấn Má & Mắt BYS Đa Năng 8 Màu Coral Crush 12g"", ""title"": ""BYS""}]",,2024-11-15 22:19:09,2024-11-16 11:55:09
O0000046,28,2024-07-09 08:07:51,1649904.24,VND,COD,Completed,Website,"[{""product_id"": ""Sữa Rửa Mặt Cetaphil Dịu Lành Cho Da Dầu Nhạy Cảm 500ml"", ""title"": ""Cetaphil""}]",,2024-07-09 06:48:51,2024-07-09 21:15:51
O0000047,29,2024-03-18 12:47:02,1931026.74,VND,E-Wallet,Completed,Website,"[{""product_id"": ""Combo 10 Mặt Nạ Wonjin Phục Hồi Cấp Tốc 30ml"", ""title"": ""WonJin""}, {""product_id"": ""Combo 4 Bột Làm Trắng Răng Eucryl Hương Bạc Hà 50g"", ""title"": ""Eucryl""}]",,2024-03-18 11:18:02,2024-03-19 06:19:02
O0000048,30,2025-06-23 03:41:00,2180655.54,VND,COD,Completed,Instagram,"[{""product_id"": ""Sáp Tẩy Trang Banila Co Original Cho Mọi Loại Da 100ml"", ""title"": ""Banila Co""}]",,2025-06-23 02:15:00,2025-06-24 01:16:00
O0000049,31,2025-03-05 19:18:22,2028566.68,VND,COD,Completed,TikTok Shop,"[{""product_id"": ""Combo 2 Kem Chống Nắng Cocoon Bí Đao Quang Phổ Rộng 50ml"", ""title"": ""Cocoon""}]",,2025-03-05 18:33:22,2025-03-05 21:49:22
O0000050,31,2025-08-15 11:31:21,891000.0,VND,Bank Transfer,Pending,Zalo,"[{""product_id"": ""Mặt Nạ Avander Chiết Xuất Collagen Dưỡng Sáng Da 25g"", ""title"": ""Avander""}]",,2025-08-15 10:38:21,2025-08-16 08:19:21
O0000051,32,2025-10-05 17:17:27,1012000.0,VND,COD,Completed,Website,"[{""product_id"": ""Combo 10 Mặt Nạ BNBG Dưỡng Ẩm Cho Mọi Loại Da 30ml (Mới)"", ""title"": ""BNBG""}]",,2025-10-05 17:17:27,2025-10-06 12:19:27
O0000052,33,2024-10-04 22:35:33,870457.74,VND,E-Wallet,Completed,TikTok Shop,"[{""product_id"": ""Bảng Phấn Mắt Lilybyred 10 Ô Màu M04 Cool Membership 10.5g"", ""title"": ""Lilybyred""}]",,2024-10-04 21:33:33,2024-10-05 10:37:33
O0000053,33,2024-06-28 08:05:11,1844000.0,VND,E-Wallet,Returned,TikTok Shop,"[{""product_id"": ""[Mini] Nước Tẩy Trang Senka Cấp Ẩm, Dưỡng Sáng Da 70ml"", ""title"": ""Senka""}, {""product_id"": ""Sữa Dưỡng Thể Hatomugi Làm Sáng Da Chiết Xuất Ý Dĩ 250ml"", ""title"": ""Hatomugi""}]",,2024-06-28 07:49:11,2024-06-29 04:48:11
O0000054,33,2025-07-06 07:09:01,654401.59,VND,COD,Completed,Facebook,"[{""product_id"": ""Combo Cetaphil Sữa Tắm Gội & Sữa Dưỡng Ẩm Dịu Lành Cho Bé Tinh Chất Hoa Cúc 400mlx2"", ""title"": ""Cetaphil""}]",,2025-07-06 06:35:01,2025-07-06 21:37:01
O0000055,33,2025-05-19 04:27:53,2824895.7,VND,E-Wallet,Completed,TikTok Shop,"[{""product_id"": ""Phấn Phủ Hexze Dạng Bột Mỏng Nhẹ - Màu T02 Tự Nhiên 7g"", ""title"": ""Hexze""}, {""product_id"": ""Tinh Chất Baresoul Dưỡng Tóc Bóng Mượt & Da Đầu Khoẻ 30ml"", ""title"": ""BareSoul""}]",,2025-05-19 03:33:53,2025-05-19 10:15:53
O0000056,33,2024-10-17 20:42:06,2231256.54,VND,E-Wallet,Completed,Walk-in,"[{""product_id"": ""Son Dưỡng LipIce Không Màu Chuyển Kem Mịn Hương Lựu 4.3g"", ""title"": ""LipIce""}]",,2024-10-17 20:19:06,2024-10-18 07:01:06
O0000057,34,2025-09-21 08:08:00,1270000.0,VND,Credit Card,Completed,Website,"[{""product_id"": ""Mặt Nạ Ngủ Kiêm Son Dưỡng Môi BareSoul Không Màu 10g"", ""title"": ""BareSoul""}]",,2025-09-21 07:13:00,2025-09-22 00:49:00
O0000058,34,2025-10-08 04:39:37,221000.0,VND,E-Wallet,Cancelled,TikTok Shop,"[{""product_id"": ""Tinh Dầu Dưỡng Tóc Raip Bóng Mượt Hương Ocean Blue 100ml"", ""title"": ""Raip""}]",Ưu tiên giao nhanh,2025-10-08 02:53:37,2025-10-08 05:57:37
O0000059,35,2025-09-27 08:45:38,3605460.55,VND,E-Wallet,Completed,Instagram,"[{""product_id"": ""Son Kem Lì 3CE Mịn Màng Như Nhung Private - Đỏ Lạnh 4g"", ""title"": ""3CE""}, {""product_id"": ""Combo Simple Nước Tẩy Trang 200ml + Gel Rửa Mặt 150ml + Serum Cấp Ẩm 30ml"", ""title"": ""Simple""}]",,2025-09-27 07:44:38,2025-09-27 10:10:38
O0000060,36,2025-03-09 09:51:04,2135000.0,VND,E-Wallet,Completed,Website,"[{""product_id"": ""Kem Chống Nắng Embryolisse Chống UV Phổ Rộng 100ml"", ""title"": ""Embryolisse""}]",,2025-03-09 09:46:04,2025-03-09 18:34:04
O0000061,37,2025-07-28 13:42:41,2085157.89,VND,COD,Completed,Website,"[{""product_id"": ""Tinh Chất Chống Nắng Sunplay Hiệu Chỉnh Sắc Da 50g (Tím)"", ""title"": ""Sunplay""}, {""product_id"": ""Nước Hoa Nữ Dolce & Gabbana The One EDP 30ml"", ""title"": ""Dolce & Gabbana""}, {""product_id"": ""Dầu Xả Curél Cấp Ẩm Chuyên Sâu 420ml"", ""title"": ""Curél""}]",,2025-07-28 13:19:41,2025-07-28 19:48:41
O0000062,37,2024-04-04 00:17:05,1548112.3,VND,E-Wallet,Completed,TikTok Shop,"[{""product_id"": ""Combo Cocoon Dầu Gội 310ml + Nước Dưỡng Tóc 140ml Tinh Dầu Bưởi"", ""title"": ""Cocoon""}, {""product_id"": ""Sữa Rửa Mặt Lanbena Kiểm Soát Dầu, Sạch Sâu Lỗ Chân Lông 236ml"", ""title"": ""Lanbena""}]",,2024-04-03 22:24:05,2024-04-04 23:01:05
O0000063,37,2024-10-31 11:38:19,722324.19,VND,E-Wallet,Completed,Website,"[{""product_id"": ""Son Môi Colorkey Nhung Mờ O128 Trà Sữa Nâu 2g"", ""title"": ""Colorkey""}]",,2024-10-31 10:38:19,2024-11-01 03:27:19
O0000064,38,2025-09-13 13:41:08,681084.46,VND,COD,Cancelled,TikTok Shop,"[{""product_id"": ""Sữa Chống Nắng Banana Boat Cho Da Nhạy Cảm 50ml"", ""title"": ""Banana Boat""}]",Đổi địa chỉ nhận hàng,2025-09-13 11:49:08,2025-09-13 16:32:08
O0000065,39,2024-06-07 09:31:23,485103.62,VND,E-Wallet,Completed,TikTok Shop,"[{""product_id"": ""Nước Hoa Nữ Coach Love EDP 50ml"", ""title"": ""Coach""}, {""product_id"": ""Dầu Gội Spes Muối Biển Sạch Sâu, Kiểm Soát Dầu 600ml"", ""title"": ""Spes""}]",,2024-06-07 08:00:23,2024-06-08 07:01:23
O0000066,40,2025-06-11 00:39:43,290000.0,VND,E-Wallet,Cancelled,TikTok Shop,"[{""product_id"": ""Kem Đánh Răng P/S Chuyên Gia Chăm Sóc Nướu - Trắng Răng 100g"", ""title"": ""P/S""}]",,2025-06-11 00:19:43,2025-06-11 01:16:43
O0000067,41,2025-09-08 19:45:52,1558806.14,VND,E-Wallet,Completed,Website,"[{""product_id"": ""Mặt Nạ Gội L'Oréal Professionnel 2in1 Ngừa Bết Tóc 75ml"", ""title"": ""L'Oreal Professionnel""}]",,2025-09-08 18:17:52,2025-09-09 15:11:52
O0000068,42,2025-07-09 02:38:31,557189.29,VND,E-Wallet,Completed,Facebook,"[{""product_id"": ""Mặt Nạ Dừa Emmié Cấp Ẩm Dịu Da - Đà Nẵng 25g"", ""title"": ""Emmié by Happy Skin""}]",,2025-07-09 02:22:31,2025-07-09 20:16:31
O0000069,42,2024-10-01 07:15:10,1096147.88,VND,E-Wallet,Completed,TikTok Shop,"[{""product_id"": ""Chống Nắng Serum Senka 3 In 1 Dưỡng Sáng Da Nâng Tông 40g"", ""title"": ""Senka""}]",Dùng ví điện tử,2024-10-01 06:42:10,2024-10-01 23:57:10
O0000070,43,2025-09-04 23:33:52,1195399.04,VND,Bank Transfer,Completed,Zalo,"[{""product_id"": ""Dầu Xả Dr.ForHair Dưỡng Tóc Suôn Mượt 50ml"", ""title"": ""Dr.ForHair""}, {""product_id"": ""Son Dưỡng Cocoon Dầu Dừa Bến Tre 5g"", ""title"": ""Cocoon""}]",Dùng ví điện tử,2025-09-04 21:37:52,2025-09-05 20:19:52
O0000071,43,2025-07-29 23:34:03,938320.57,VND,Bank Transfer,Completed,Website,"[{""product_id"": ""Bảng Phấn Mắt Maybelline 6 Ô Màu Brooklyn Orange 6.1g"", ""title"": ""Maybelline""}]",,2025-07-29 22:52:03,2025-07-30 10:58:03
O0000072,44,2025-09-06 02:12:48,2075000.0,VND,COD,Cancelled,Website,"[{""product_id"": ""Sữa Rửa Mặt CeraVe Cho Da Thường Đến Khô 473ml"", ""title"": ""CeraVe""}, {""product_id"": ""[HSD 07/2026] Dầu Dừa Milaganics Ép Lạnh Tinh Khiết 100ml"", ""title"": ""Milaganics""}]",,2025-09-06 01:26:48,2025-09-07 00:35:48
O0000073,44,2025-10-04 12:43:12,1580000.0,VND,E-Wallet,Completed,Website,"[{""product_id"": ""Son Tint Lì Into You Mịn Mờ Mỏng Nhẹ - W02 2.6g"", ""title"": ""Into You""}, {""product_id"": ""Bộ Chăm Sóc Tóc 50 Megumi Sạch Thoáng, Tươi Mát, Ngăn Rụng Tóc 3 Món"", ""title"": ""50 Megumi""}]",,2025-10-04 12:29:12,2025-10-05 11:13:12
O0000074,45,2025-10-06 10:43:09,522979.71,VND,E-Wallet,Cancelled,Website,"[{""product_id"": ""Dưỡng Môi Đa Năng Pure Paw Paw Từ Đu Đủ Hương Dưa Hấu 25g"", ""title"": ""Pure Paw Paw""}]",,2025-10-06 10:40:09,2025-10-07 03:33:09
O0000075,46,2025-06-01 18:33:35,690000.0,VND,Credit Card,Completed,Zalo,"[{""product_id"": ""Kem Xả Serum Dove Ceramide Phục Hồi Hư Tổn 610g (Mới)"", ""title"": ""Dove""}]",,2025-06-01 18:29:35,2025-06-01 20:01:35
O0000076,46,2024-04-29 03:14:28,2400602.5,VND,COD,Completed,Website,"[{""product_id"": ""Nước Tẩy Trang JMsolution Rau Má Cho Da Dầu Mụn 500ml"", ""title"": ""JMsolution""}]",,2024-04-29 02:21:28,2024-04-30 01:22:28
O0000077,47,2025-10-05 10:48:51,2018000.0,VND,COD,Cancelled,Zalo,"[{""product_id"": ""Mặt Nạ Lebelage Dưa Leo Cấp Ẩm, Làm Mịn Da 25g"", ""title"": ""Lebelage""}]",,2025-10-05 10:40:51,2025-10-05 17:29:51
O0000078,48,2025-07-06 06:09:07,899000.0,VND,Credit Card,Completed,TikTok Shop,"[{""product_id"": ""Kem Đánh Răng Perioe Total7 Trắng Răng, Bảo Vệ Nướu 120g"", ""title"": ""Perioe""}]",Yêu cầu gói quà,2025-07-06 05:12:07,2025-07-07 01:48:07
O0000079,48,2025-10-01 17:23:09,1784000.0,VND,E-Wallet,Completed,Website,"[{""product_id"": ""Kẻ Mắt Nước Silkygirl Không Trôi 2.5ml"", ""title"": ""Silkygirl""}]",,2025-10-01 17:02:09,2025-10-02 02:50:09
