order_detail_id,order_id,product_id,quantity,price_unit,discount,created_at
OD000000056,O0000030,Son Dưỡng Có Màu Glamrr Q Thuần Chay 05 Đỏ Vang 4.5g,2,908000.0,0.0,2025-10-07 04:45:32
OD000000057,O0000030,Essence Chống Nắng Bioré Màng Nước Dưỡng Ẩm Da 85g,1,252000.0,47363.53,2025-10-07 04:45:32
OD000000058,O0000031,Gel Dưỡng Toàn Thân Curél Cấp Ẩm Chuyên Sâu 220ml,1,1167000.0,0.0,2025-03-31 01:31:47
OD000000059,O0000031,Combo Cocoon Nước Tẩy Trang Bí Đao Giảm Dầu 500ml + Mặt Nạ Nghệ Hưng Yên Giúp Da Rạng Rỡ 100ml,3,899000.0,0.0,2025-03-31 01:31:47
OD000000060,O0000032,[HSD 07/2026] Nước Tắm Thảo Dược Sachi An Toàn Cho Bé 10 Góix10ml,2,1043000.0,131657.01,2025-04-16 12:30:32
OD000000061,O0000032,Son Kem Lì 2In1 Silkygirl 04 Pepper Love Màu Đỏ Cherry 3.8ml,2,805000.0,101991.09,2025-04-16 12:30:32
OD000000062,O0000033,Sữa Dưỡng Thể St.Ives Collagen & Elastin Trẻ Hóa Da 621ml,1,243000.0,13099.36,2024-08-11 14:51:38
OD000000063,O0000033,Dầu Xả Rejoice Siêu Mềm Mượt 3 Trong 1 300ml (Mới),1,183000.0,0.0,2024-08-11 14:51:38
OD000000064,O0000034,Bút Kẻ Mày 3CE Dạng Chì 2 Đầu Màu Soft Ash Brown 0.13g,1,114000.0,14085.8,2025-10-06 00:13:58
OD000000065,O0000035,Mặt Nạ Foodaholic Hyaluronic Acid Cấp Ẩm Đa Tầng 23ml,1,130000.0,24379.15,2024-12-12 12:51:47
OD000000066,O0000035,Dầu Gội Clear Men Cool Sport Bạc Hà 900g,3,758000.0,143978.61,2024-12-12 12:51:47
OD000000067,O0000036,[HSD 08/2026] Chì Kẻ Mắt Silkygirl Màu Đen 01 Blackest Black 0.28g,1,243000.0,0.0,2025-01-23 04:03:12
OD000000068,O0000036,"Mặt Nạ Banobagi Dưỡng Sáng, Làm Săn Chắc Da 30g (Tím)",1,145000.0,10984.49,2025-01-23 04:03:12
OD000000069,O0000037,[Mini] Gel Chống Nắng Cetaphil Dịu Lành Cho Da Nhạy Cảm 10ml,1,361000.0,0.0,2025-06-30 17:24:08
OD000000070,O0000037,"Nước Tẩy Trang Caryophy Cho Da Dầu Mụn, Nhạy Cảm 500ml",1,753000.0,0.0,2025-06-30 17:24:08
OD000000071,O0000038,Nước Hoa Nữ YSL Libre Le Parfum EDP 90ml,1,357000.0,55987.63,2024-03-04 14:54:54
OD000000072,O0000039,Combo 3 Gel Rửa Mặt La Roche-Posay Cho Da Dầu Nhạy Cảm 50ml,1,720000.0,0.0,2025-07-30 14:16:08
OD000000073,O0000039,[HSD 07/2026] Son Tint Judydoll Căng Bóng Mát Lạnh - 11 Hồng Vỏ Đỗ 2.4g,1,89000.0,11999.69,2025-07-30 14:16:08
OD000000074,O0000040,Kem Rửa Mặt Hada Labo Sạch Sâu Dưỡng Ẩm 80g,1,872000.0,138700.65,2024-11-10 12:07:28
OD000000075,O0000041,Sữa Tắm Lifebuoy Mát Lạnh Sảng Khoái Với Bạc Hà 800g (Mới),1,354000.0,0.0,2025-01-28 04:11:37
OD000000076,O0000041,Kem Đánh Răng Median IQ 93% Trắng Răng Màu Xanh Ngọc 120g,1,207000.0,0.0,2025-01-28 04:11:37
OD000000077,O0000042,"Kem Lót Australis Che Mụn, Kháng Viêm, Giảm Sưng Đỏ 30ml",3,69000.0,8727.63,2025-08-03 00:17:30
OD000000078,O0000043,Combo Bioderma Nước Tẩy Trang Cho Da Dầu & Hỗn Hợp 500ml + Kem Dưỡng Giảm Thâm Mụn 5ml,1,214000.0,41481.5,2025-08-24 14:27:29
OD000000079,O0000043,"Bộ Gội Xả Tsubaki Phục Hồi Hư Tổn, Bồng Bềnh Tóc 450mlx2 (Mới)",2,1134000.0,0.0,2025-08-24 14:27:29
OD000000080,O0000043,Gel Dưỡng Toàn Thân Curél Cấp Ẩm Chuyên Sâu 220ml,1,1167000.0,0.0,2025-08-24 14:27:29
OD000000081,O0000043,"Mặt Nạ Cathy Doll Dưỡng Ẩm Mịn, Mờ Nếp Nhăn 20g",1,324000.0,0.0,2025-08-24 14:27:29
OD000000082,O0000043,Má Hồng Kem Maybelline Căng Mọng - 08 Nâu Mocha 4.7ml,1,458000.0,29858.32,2025-08-24 14:27:29
OD000000083,O0000044,"Nước Tẩy Trang Senka Ngừa Mụn, Kiểm Soát Nhờn 230ml",2,356000.0,0.0,2025-05-26 05:23:11
OD000000084,O0000044,Dầu Gội Pantene Suôn Mượt Óng Ả 900ml,1,1085000.0,0.0,2025-05-26 05:23:11
OD000000085,O0000045,Bảng Phấn Má & Mắt BYS Đa Năng 8 Màu Coral Crush 12g,2,607000.0,35085.74,2024-11-15 22:19:09
OD000000086,O0000046,Sữa Rửa Mặt Cetaphil Dịu Lành Cho Da Dầu Nhạy Cảm 500ml,2,878000.0,53047.88,2024-07-09 06:48:51
OD000000087,O0000047,Sữa Chống Nắng Sunplay Hiệu Chỉnh Sắc Da 50g (Xanh Dương),1,427000.0,0.0,2024-03-18 11:18:02
OD000000088,O0000047,Combo 4 Bột Làm Trắng Răng Eucryl Hương Bạc Hà 50g,1,896000.0,127973.26,2024-03-18 11:18:02
OD000000089,O0000047,Combo 10 Mặt Nạ Wonjin Phục Hồi Cấp Tốc 30ml,1,736000.0,0.0,2024-03-18 11:18:02
OD000000090,O0000048,Combo Cetaphil Sữa Tắm Gội & Sữa Dưỡng Ẩm Dịu Lành Cho Bé 400mlx2,1,103000.0,0.0,2025-06-23 02:15:00
OD000000091,O0000048,Combo Cocoon Nước Bí Đao Cân Bằng Da 310ml + Nước Tẩy Trang Bí Đao 140ml,2,435000.0,32672.23,2025-06-23 02:15:00
OD000000092,O0000048,[HSD 05/2026] Chì Kẻ Mày Silkygirl 2 Đầu Màu Đen 01 Soft Black 0.35g,1,651000.0,0.0,2025-06-23 02:15:00
OD000000093,O0000048,Sáp Tẩy Trang Banila Co Original Cho Mọi Loại Da 100ml,1,622000.0,0.0,2025-06-23 02:15:00
OD000000094,O0000049,Sữa Chống Nắng Anessa Cho Da Nhạy Cảm & Trẻ Em 60ml (Mới),1,1006000.0,143433.32,2025-03-05 18:33:22
OD000000095,O0000049,Combo 2 Kem Chống Nắng Cocoon Bí Đao Quang Phổ Rộng 50ml,1,1166000.0,0.0,2025-03-05 18:33:22
OD000000096,O0000050,Mặt Nạ Avander Chiết Xuất Collagen Dưỡng Sáng Da 25g,1,891000.0,0.0,2025-08-15 10:38:21
OD000000097,O0000051,Combo 10 Mặt Nạ BNBG Dưỡng Ẩm Cho Mọi Loại Da 30ml (Mới),1,1012000.0,0.0,2025-10-05 17:17:27
OD000000098,O0000052,Bảng Phấn Mắt Lilybyred 10 Ô Màu M04 Cool Membership 10.5g,2,460000.0,24771.13,2024-10-04 21:33:33
OD000000099,O0000053,Sữa Dưỡng Thể Hatomugi Làm Sáng Da Chiết Xuất Ý Dĩ 250ml,1,764000.0,0.0,2024-06-28 07:49:11
OD000000100,O0000053,"[Mini] Nước Tẩy Trang Senka Cấp Ẩm, Dưỡng Sáng Da 70ml",2,540000.0,0.0,2024-06-28 07:49:11
OD000000101,O0000054,Combo Cetaphil Sữa Tắm Gội & Sữa Dưỡng Ẩm Dịu Lành Cho Bé Tinh Chất Hoa Cúc 400mlx2,1,813000.0,158598.41,2025-07-06 06:35:01
OD000000102,O0000055,Phấn Phủ Hexze Dạng Bột Mỏng Nhẹ - Màu T02 Tự Nhiên 7g,1,72000.0,0.0,2025-05-19 03:33:53
OD000000103,O0000055,Tinh Chất Baresoul Dưỡng Tóc Bóng Mượt & Da Đầu Khoẻ 30ml,3,1075000.0,157368.1,2025-05-19 03:33:53
OD000000104,O0000056,Phấn Má Hồng B.O.M Mịn Lì 01 Warm Pink - Hồng Phấn 4.5g,1,186000.0,0.0,2024-10-17 20:19:06
OD000000105,O0000056,Son Dưỡng LipIce Không Màu Chuyển Kem Mịn Hương Lựu 4.3g,1,740000.0,0.0,2024-10-17 20:19:06
OD000000106,O0000056,Chì Kẻ Mắt Lilybyred Siêu Mảnh Lâu Trôi 01 Đen Tuyền 0.14g,1,1140000.0,0.0,2024-10-17 20:19:06
OD000000107,O0000056,Chì Mày Vacosi Định Hình Đa Năng 05 Nâu Tự Nhiên 5ml,1,197000.0,31743.46,2024-10-17 20:19:06
OD000000108,O0000057,Mặt Nạ Ngủ Kiêm Son Dưỡng Môi BareSoul Không Màu 10g,1,454000.0,0.0,2025-09-21 07:13:00
OD000000109,O0000057,"Combo 2 Kem Đánh Răng Crest Làm Sáng, Tác Động Sạch Sâu 153g",1,816000.0,0.0,2025-09-21 07:13:00
OD000000110,O0000058,Tinh Dầu Dưỡng Tóc Raip Bóng Mượt Hương Ocean Blue 100ml,1,221000.0,0.0,2025-10-08 02:53:37
OD000000111,O0000059,Xịt Thơm Toàn Thân Kiss My Body Hương Apple Sherbet 88ml,1,1163000.0,93809.58,2025-09-27 07:44:38
OD000000112,O0000059,Combo Simple Nước Tẩy Trang 200ml + Gel Rửa Mặt 150ml + Serum Cấp Ẩm 30ml,1,1074000.0,0.0,2025-09-27 07:44:38
OD000000113,O0000059,Kem Che Khuyết Điểm Maybelline Mịn Lì 15 Fair 6.8ml,1,527000.0,0.0,2025-09-27 07:44:38
OD000000114,O0000059,Son Kem Lì 3CE Mịn Màng Như Nhung Private - Đỏ Lạnh 4g,1,1059000.0,123729.87,2025-09-27 07:44:38
OD000000115,O0000060,[HSD 07/2026] Sữa Dưỡng Thể Vaseline Dịu Mát Sáng Da 350ml,1,491000.0,0.0,2025-03-09 09:46:04
OD000000116,O0000060,Kem Chống Nắng Embryolisse Chống UV Phổ Rộng 100ml,1,420000.0,0.0,2025-03-09 09:46:04
OD000000117,O0000060,Kem Đánh Răng Crest Trắng Sáng Vượt Trội 93g,2,612000.0,0.0,2025-03-09 09:46:04
OD000000118,O0000061,Nước Hoa Nữ Dolce & Gabbana The One EDP 30ml,1,316000.0,0.0,2025-07-28 13:19:41
OD000000119,O0000061,Dầu Xả Curél Cấp Ẩm Chuyên Sâu 420ml,1,934000.0,0.0,2025-07-28 13:19:41
OD000000120,O0000061,Tinh Chất Chống Nắng Sunplay Hiệu Chỉnh Sắc Da 50g (Tím),1,1038000.0,202842.11,2025-07-28 13:19:41
OD000000121,O0000062,Combo Cocoon Dầu Gội 310ml + Nước Dưỡng Tóc 140ml Tinh Dầu Bưởi,1,969000.0,92887.7,2024-04-03 22:24:05
OD000000122,O0000062,"Sữa Rửa Mặt Lanbena Kiểm Soát Dầu, Sạch Sâu Lỗ Chân Lông 236ml",1,672000.0,0.0,2024-04-03 22:24:05
OD000000123,O0000063,Son Môi Colorkey Nhung Mờ O128 Trà Sữa Nâu 2g,1,809000.0,86675.81,2024-10-31 10:38:19
OD000000124,O0000064,Sữa Chống Nắng Banana Boat Cho Da Nhạy Cảm 50ml,1,816000.0,134915.54,2025-09-13 11:49:08
OD000000125,O0000065,Nước Hoa Nữ Coach Love EDP 50ml,1,85000.0,0.0,2024-06-07 08:00:23
OD000000126,O0000065,"Dầu Gội Spes Muối Biển Sạch Sâu, Kiểm Soát Dầu 600ml",1,496000.0,95896.38,2024-06-07 08:00:23
OD000000127,O0000066,Kem Đánh Răng P/S Chuyên Gia Chăm Sóc Nướu - Trắng Răng 100g,1,290000.0,0.0,2025-06-11 00:19:43
OD000000128,O0000067,Mặt Nạ Gội L'Oréal Professionnel 2in1 Ngừa Bết Tóc 75ml,2,583000.0,72690.65,2025-09-08 18:17:52
OD000000129,O0000067,Son Kem Lì Glamrr Q 07 Red Letter Day - Đỏ Thuần 5g,2,294000.0,24906.28,2025-09-08 18:17:52
OD000000130,O0000068,Mặt Nạ Dừa Emmié Cấp Ẩm Dịu Da - Đà Nẵng 25g,1,656000.0,98810.71,2025-07-09 02:22:31
OD000000131,O0000069,Kem Chống Nắng Eucerin Cho Da Nhạy Cảm 50ml,1,367000.0,52179.17,2024-10-01 06:42:10
OD000000132,O0000069,Chống Nắng Serum Senka 3 In 1 Dưỡng Sáng Da Nâng Tông 40g,1,567000.0,73468.7,2024-10-01 06:42:10
OD000000133,O0000069,Kem Chống Nắng Neogen Dermalogy Cho Da Treatment 50ml,1,353000.0,65204.25,2024-10-01 06:42:10
OD000000134,O0000070,Son Dưỡng Cocoon Dầu Dừa Bến Tre 5g,1,377000.0,55600.96,2025-09-04 21:37:52
OD000000135,O0000070,Dầu Xả Dr.ForHair Dưỡng Tóc Suôn Mượt 50ml,1,874000.0,0.0,2025-09-04 21:37:52
OD000000136,O0000071,Bảng Phấn Mắt Maybelline 6 Ô Màu Brooklyn Orange 6.1g,1,1059000.0,120679.43,2025-07-29 22:52:03
OD000000137,O0000072,Sữa Rửa Mặt CeraVe Cho Da Thường Đến Khô 473ml,1,1113000.0,0.0,2025-09-06 01:26:48
OD000000138,O0000072,[HSD 07/2026] Dầu Dừa Milaganics Ép Lạnh Tinh Khiết 100ml,2,481000.0,0.0,2025-09-06 01:26:48
OD000000139,O0000073,Son Tint Lì Into You Mịn Mờ Mỏng Nhẹ - W02 2.6g,1,1090000.0,0.0,2025-10-04 12:29:12
OD000000140,O0000073,"Bộ Chăm Sóc Tóc 50 Megumi Sạch Thoáng, Tươi Mát, Ngăn Rụng Tóc 3 Món",1,490000.0,0.0,2025-10-04 12:29:12
OD000000141,O0000074,Dưỡng Môi Đa Năng Pure Paw Paw Từ Đu Đủ Hương Dưa Hấu 25g,1,645000.0,122020.29,2025-10-06 10:40:09
OD000000142,O0000075,Kem Xả Serum Dove Ceramide Phục Hồi Hư Tổn 610g (Mới),2,345000.0,0.0,2025-06-01 18:29:35
OD000000143,O0000076,"Mặt Nạ Arumtown Arbutin Dưỡng Sáng, Đều Màu Da 23ml",1,431000.0,0.0,2024-04-29 02:21:28
OD000000144,O0000076,Sữa Tắm Bioré Ẩm Mịn Làn Da Hương Sữa Ngọt Ngào 1kg,1,575000.0,0.0,2024-04-29 02:21:28
OD000000145,O0000076,Nước Tẩy Trang JMsolution Rau Má Cho Da Dầu Mụn 500ml,2,741000.0,43698.75,2024-04-29 02:21:28
OD000000146,O0000077,"Mặt Nạ Lebelage Dưa Leo Cấp Ẩm, Làm Mịn Da 25g",2,1009000.0,0.0,2025-10-05 10:40:51
OD000000147,O0000078,"Kem Đánh Răng Perioe Total7 Trắng Răng, Bảo Vệ Nướu 120g",1,899000.0,0.0,2025-07-06 05:12:07
OD000000148,O0000079,Kẻ Mắt Nước Silkygirl Không Trôi 2.5ml,1,950000.0,0.0,2025-10-01 17:02:09
OD000000149,O0000079,Kem Nền Colorkey Kiềm Dầu Màu P1 Da Sáng Hồng 30g,2,417000.0,0.0,2025-10-01 17:02:09
OD000000150,O0000080,"Bút Kẻ Mắt Lilybyred Đầu Mảnh, Lâu Trôi 01 Đen Tuyền 0.6g",1,919000.0,0.0,2025-09-11 15:38:42
OD000000151,O0000080,Nước Tẩy Trang L'Oreal Căng Mịn Da 400ml,3,966000.0,0.0,2025-09-11 15:38:42
OD000000152,O0000081,"Gel Rửa Mặt Cetaphil Sạch Sâu, Tẩy Tế Bào Chết Dịu Nhẹ 236ml",1,824000.0,0.0,2024-01-24 21:29:52
OD000000153,O0000082,Son Kem Bùn Into You Lì Mịn Nhẹ - W2 Hồng San Hô 1.8g,1,1046000.0,0.0,2025-09-15 07:36:20
OD000000154,O0000082,Combo Cetaphil Sữa Tắm Gội & Sữa Dưỡng Ẩm Dịu Lành Cho Bé Tinh Chất Hoa Cúc 400mlx2,2,556000.0,0.0,2025-09-15 07:36:20
OD000000155,O0000082,"Sữa Chống Nắng Bioré Trang Điểm Mỏng Nhẹ, Mịn Lì 30ml",2,507000.0,0.0,2025-09-15 07:36:20
OD000000156,O0000083,"Dầu Xả Gennie Bưởi Ngăn Rụng, Kích Thích Mọc Tóc 400ml",1,376000.0,0.0,2025-10-05 05:00:47
OD000000157,O0000084,Son Kem Lì Flawsome Mịn Nhẹ Be Mine - Nâu Cam 3g,1,708000.0,0.0,2025-06-01 23:22:37
OD000000158,O0000085,Sữa Rửa Mặt Skin1004 Làm Sạch Sâu Cho Da Nhạy Cảm 125ml,1,530000.0,37319.2,2025-09-03 06:27:46
OD000000159,O0000085,[Mini] Son Kem Lì 3CE Laydown - Hồng Đào Trầm Pha Nâu 1.5g,1,568000.0,104311.41,2025-09-03 06:27:46
OD000000160,O0000086,Chì Kẻ Mày & Kẻ Mắt MiraCulous Màu 2 Nâu Tự Nhiên,2,172000.0,0.0,2024-07-31 20:25:45
OD000000161,O0000087,Combo 2 Nước Tẩy Trang Neutrogena Thanh Lọc Và Làm Sạch Sâu 400ml,1,975000.0,59394.69,2025-08-20 20:37:30
OD000000162,O0000087,"Mặt Nạ Ngủ Elixir Phục Hồi Độ Ẩm, Ngừa Lão Hóa 105g",1,528000.0,0.0,2025-08-20 20:37:30
OD000000163,O0000088,"Phấn Phủ BYS Siêu Mịn Lì, Kiềm Dầu 02 Tông Tự Nhiên 21g",1,1049000.0,0.0,2025-10-03 07:25:53
OD000000164,O0000089,Kem Đánh Răng Bamboo Salt Muối Hồng Himalaya Bạc Hà Mát Lạnh 100g,2,1006000.0,0.0,2024-02-14 00:37:23
OD000000165,O0000089,"Combo 5 Nước Tẩy Trang Eveline Da Thường, Da Dầu, Da Hỗn Hợp 100ml",1,351000.0,0.0,2024-02-14 00:37:23
OD000000166,O0000089,Sữa Tắm On: The Body Dưỡng Ẩm Hương Tinh Tế 500g,2,666000.0,0.0,2024-02-14 00:37:23
OD000000167,O0000090,Chì Kẻ Mắt Lilybyred Siêu Mảnh Lâu Trôi 02 Nâu Đen 0.14g,1,614000.0,94227.09,2024-05-10 15:03:06
OD000000168,O0000090,Bộ Đôi Nivea Sữa Dưỡng Thể Dưỡng Ẩm & Làm Mịn Da 600mlx2,1,96000.0,16808.53,2024-05-10 15:03:06
OD000000169,O0000091,Gel Rửa Mặt Bioderma Dành Cho Da Dầu & Hỗn Hợp 200ml (Tuýp),1,374000.0,0.0,2025-07-27 23:38:03
OD000000170,O0000091,Nước Tẩy Trang Bioderma Dành Cho Da Dầu & Hỗn Hợp 100ml,1,91000.0,17925.55,2025-07-27 23:38:03
OD000000171,O0000092,Sữa Rửa Mặt CeraVe Làm Sạch & Tẩy Tế Bào Chết Dịu Nhẹ 236ml,1,404000.0,34506.96,2025-08-01 02:05:11
OD000000172,O0000092,Nước Hoa Nữ Panier Des Sens EDT Rose Geranium 10ml,1,520000.0,0.0,2025-08-01 02:05:11
OD000000173,O0000092,Mặt Nạ Evoluderm Chiết Xuất Dưa Leo Dưỡng Ẩm Da 150g,1,204000.0,36151.01,2025-08-01 02:05:11
OD000000174,O0000092,Chì Mày Vacosi Định Hình Đa Năng 02 Nâu Xám 5ml,1,782000.0,85832.41,2025-08-01 02:05:11
