order_detail_id,order_id,product_id,quantity,price_unit,discount,created_at
OD000000033,O0000017,[HSD 06/2026] Kem Chống Nắng Tia'm Kiểm Soát Dầu 50ml,4,1119000.0,101646.07,2024-09-22 16:49:45
OD000000034,O0000018,Son Tint Lì Into You Mịn Mờ Mỏng Nhẹ - W11 2.6g,1,233000.0,0.0,2024-11-13 17:53:14
OD000000035,O0000018,"Combo 2 Nước Tẩy Trang Simple Sạch Sâu, Cấp Ẩm Đa Tầng 400ml",2,1091000.0,0.0,2024-11-13 17:53:14
OD000000036,O0000018,Bút Kẻ Mắt Nước Judydoll Siêu Mảnh - 01 Đen 0.4g,2,965000.0,149099.09,2024-11-13 17:53:14
OD000000037,O0000019,Bảng Phấn Mắt Judydoll 7 Màu - 15 Tông Tím Khói 8.5g,5,979000.0,0.0,2025-07-16 19:41:50
OD000000038,O0000020,Nước Hoa Nam Versace Eros EDT 50ml,2,1062000.0,59227.36,2025-10-01 08:08:00
OD000000039,O0000021,Xịt Thơm Toàn Thân Kiss My Body Sexy Margarita 88ml,2,1030000.0,142866.27,2024-08-13 18:48:01
OD000000040,O0000021,Dầu Gội Nguyên Xuân Dược Liệu Sạch Gàu 450ml,1,1020000.0,77602.12,2024-08-13 18:48:01
OD000000041,O0000022,Mặt Nạ Colorkey Dưỡng Ẩm Dịu Da Thảo Dược Đông Y 25ml,1,421000.0,73547.25,2025-08-29 20:42:40
OD000000042,O0000023,Phấn Má Hồng Vacosi Lolipop O1 Sweet Orange 5.6g,1,170000.0,10589.02,2025-09-06 22:22:17
OD000000043,O0000023,"Gel Rửa Mặt La Roche-Posay Dành Cho Da Dầu, Nhạy Cảm 200ml",1,308000.0,41570.5,2025-09-06 22:22:17
OD000000044,O0000023,Nước Hoa Nữ Laura Anne Diamond Femme Pink 45ml (Hồng),1,338000.0,0.0,2025-09-06 22:22:17
OD000000045,O0000023,Nước Hoa Nữ Gennie Little Rose Dress Bản Giới Hạn 50ml,2,552000.0,0.0,2025-09-06 22:22:17
OD000000046,O0000024,Kem Nền Khoáng Cezanne BB Cream SPF29 PA+++ 00 Light 30g,1,988000.0,0.0,2024-05-10 18:08:32
OD000000047,O0000025,Combo 2 Gel Rửa Mặt SVR Không Chứa Xà Phòng Cho Da Dầu 400ml/ Chai,1,603000.0,0.0,2024-02-06 16:16:11
OD000000048,O0000025,"Mặt Nạ Ngủ Care:Nel Cấp Nước, Dưỡng Ẩm Da 15g",1,271000.0,0.0,2024-02-06 16:16:11
OD000000049,O0000026,Phấn Highlight Australis Dạng Thỏi #Bombshell Vàng Đồng 7.3g,2,396000.0,31912.1,2025-02-24 03:45:58
OD000000050,O0000026,Nước Hoa Nữ Marc Jacobs Daisy Love Eau So Sweet EDT 30ml,1,619000.0,65717.35,2025-02-24 03:45:58
OD000000051,O0000026,Tinh Chất Chống Nắng d program Kiềm Dầu SPF 50 PA+++ 40ml,2,166000.0,22922.94,2025-02-24 03:45:58
OD000000052,O0000027,"[Mini] Combo 2 Gel Rửa Mặt La Roche-Posay Cho Da Dầu, Nhạy Cảm 15ml",2,721000.0,0.0,2025-10-07 20:20:03
OD000000053,O0000028,Gel Chống Nắng Anessa Dưỡng Ẩm Bảo Vệ Hoàn Hảo 90g (Mới),2,849000.0,0.0,2024-12-29 20:29:47
OD000000054,O0000028,Kẻ Mắt Nước Maybelline 48H Lâu Trôi - Hồng Pastel 2.1ml,2,997000.0,0.0,2024-12-29 20:29:47
OD000000055,O0000029,Combo Cocoon Dầu Tẩy Trang Hoa Hồng & Mặt Nạ Nghệ Hưng Yên 140ml+30ml,1,783000.0,104182.86,2024-07-01 03:38:47
OD000000056,O0000029,Combo Simple Chăm Sóc Cho Da Sạch Sâu Ẩm Mịn 3 Món,1,604000.0,0.0,2024-07-01 03:38:47
OD000000057,O0000029,Sữa Dưỡng Secret Key Snow White Làm Sáng Da 120g,1,701000.0,0.0,2024-07-01 03:38:47
OD000000058,O0000029,Nước Hoa Nữ Laura Anne Diamond Femme 45ml (Trắng),1,128000.0,0.0,2024-07-01 03:38:47
OD000000059,O0000030,Combo Dầu Gội & Dầu Dưỡng Tóc L'Oreal Dưỡng Tóc Suôn Mượt Tóc 100mlx3,1,787000.0,0.0,2024-04-26 04:32:59
OD000000060,O0000030,Son Thỏi 3CE Căng Bóng Opal Shower - Hồng Ngọc Trai 1.7g,1,433000.0,0.0,2024-04-26 04:32:59
OD000000061,O0000030,Combo Beplain Mặt Nạ Đất Sét Đậu Xanh Sạch Sâu 120ml + Kem Chống Nắng Vật Lý Kiềm Dầu Mịn Lì 50ml,1,600000.0,65299.8,2024-04-26 04:32:59
OD000000062,O0000030,Combo Simple Chăm Sóc Cho Da Sạch Khỏe Đàn Hồi 3 Món,1,677000.0,77634.24,2024-04-26 04:32:59
OD000000063,O0000031,Sữa Chống Nắng Bioré Dịu Nhẹ Cho Trẻ Em 70ml,1,99000.0,0.0,2025-10-06 02:04:41
OD000000064,O0000031,Combo Vichy Kem Chống Nắng Ngừa Lão Hóa 50ml + Gel Rửa Mặt Cho Da Dầu Mụn 50ml,1,560000.0,0.0,2025-10-06 02:04:41
OD000000065,O0000032,Combo La Roche-Posay Chống Nắng Kiềm Dầu & Tẩy Trang Da Dầu,1,642000.0,0.0,2025-07-22 13:01:47
OD000000066,O0000033,Combo Garnier Nước Tẩy Trang 400ml + Gel Rửa Mặt 120ml Làm Sạch Sâu Cho Da Dầu Mụn,1,844000.0,154501.64,2025-10-08 04:12:15
OD000000067,O0000033,Son Kem Bùn Into You Lì Mịn Nhẹ - W8 Hồng MLBB 1.8g,2,1153000.0,0.0,2025-10-08 04:12:15
OD000000068,O0000034,Phấn Mắt Silkygirl 4 Ô Có Nhũ 04 Tông Hồng Đất,1,1116000.0,0.0,2025-07-09 17:59:23
OD000000069,O0000035,Son Tint Lì Into You Mịn Mờ Mỏng Nhẹ - W07 2.6g,2,1049000.0,0.0,2025-10-07 03:46:12
OD000000070,O0000035,Sữa Tắm Lux Botanicals Hoa Hồng Pháp Nồng Nàn 570g,1,970000.0,0.0,2025-10-07 03:46:12
OD000000071,O0000035,Nước Hoa Nữ Coach Love EDP 30ml,1,551000.0,0.0,2025-10-07 03:46:12
OD000000072,O0000035,Son Kem Lì Glamrr Q 11 Set Sail - Cam Gạch Trầm 5g,1,889000.0,0.0,2025-10-07 03:46:12
OD000000073,O0000036,Sữa Tắm Hasi Kokeshi Sữa Bò & Ngọc Trai Sáng Mịn Da 600ml,2,937000.0,79954.11,2025-01-11 22:10:18
OD000000074,O0000036,Chì Kẻ Mày BYS Lâu Trôi Light Brown - Nâu Sáng 0.18g,1,602000.0,60839.69,2025-01-11 22:10:18
OD000000075,O0000036,Combo 3 Mặt Nạ Rainbow L’affair Vitamin Làm Sáng Da 25g,2,169000.0,0.0,2025-01-11 22:10:18
OD000000076,O0000037,Mặt Nạ Banobagi Ngừa Lão Hóa & Tăng Độ Đàn Hồi 30g,1,403000.0,0.0,2024-03-09 10:30:23
OD000000077,O0000038,Phấn Nước BYS Mịn Lì Ivory - Tông Da Sáng 10g,1,540000.0,0.0,2025-08-29 00:17:06
OD000000078,O0000039,"Combo 2 Kem Dưỡng Thể GlowCode Giúp Da Sáng Mịn, Mờ Thâm 30g",1,337000.0,46773.53,2024-11-14 03:23:45
OD000000079,O0000039,Combo 2 Son Dưỡng Có Màu Vaseline Hồng Ngọt Ngào 3g,4,448000.0,0.0,2024-11-14 03:23:45
OD000000080,O0000040,Dầu Gội Khô Spes Dạng Xịt Hương Trà Bá Tước 150ml,1,826000.0,0.0,2025-09-10 20:14:26
OD000000081,O0000041,[HSD 03/2026] [Mini] Son Kem Lì Maybelline 80 Ruler 2.7ml,1,273000.0,37048.09,2024-05-14 13:01:38
OD000000082,O0000041,Combo 2 Sữa Rửa Mặt d program Tạo Bọt Dưỡng Da 120g,1,131000.0,0.0,2024-05-14 13:01:38
OD000000083,O0000042,"Dầu Gội 50 Megumi Ngăn Rụng Tóc, Sạch Sâu & Thanh Mát 400ml",1,838000.0,116138.16,2025-10-02 08:07:52
OD000000084,O0000042,Nước Tẩy Trang Nivea Sạch Sâu Ngừa Mụn 400ml,1,573000.0,71564.47,2025-10-02 08:07:52
OD000000085,O0000043,Mặt Nạ innisfree Làm Mịn & Sáng Da Hương Lựu 22ml (Mới),1,553000.0,0.0,2025-09-21 02:36:42
OD000000086,O0000043,Kem Chống Nắng Neogen Dermalogy Cho Da Treatment 50ml,1,353000.0,0.0,2025-09-21 02:36:42
OD000000087,O0000043,Combo Xịt Thơm & Sữa Dưỡng Thể B.O.M Hương Nước Hoa Petit Fig 110ml+200ml,1,1062000.0,0.0,2025-09-21 02:36:42
OD000000088,O0000044,Nước Hoa Vùng Kín Foellie Hương Hoa Anh Đào 5ml,3,421000.0,61964.9,2025-01-19 07:22:32
OD000000089,O0000044,Bảng Che Khuyết Điểm Judydoll 3 Màu - 02 Che Quầng Thâm 2.7g,1,479000.0,40924.48,2025-01-19 07:22:32
OD000000090,O0000044,Combo 2 Sáp Tẩy Trang Banila Co Original Cho Mọi Loại Da 100ml,1,553000.0,0.0,2025-01-19 07:22:32
OD000000091,O0000045,Dầu Xả Spes Làm Phồng & Cấp ẩm Cho Tóc 480ml,1,274000.0,0.0,2025-04-24 04:26:23
OD000000092,O0000046,Combo Maybelline Bút Kẻ Mắt Nước Màu Đen 0.4g + Chì Kẻ Mày Màu Nâu Đậm 0.25g,1,1155000.0,0.0,2025-05-05 07:37:48
OD000000093,O0000046,Combo 3 Miếng Dán Mũi Lột Mụn Bioré Than Hoạt Tính (4 Miếng),2,116000.0,0.0,2025-05-05 07:37:48
OD000000094,O0000047,Mặt Nạ Mayan 3D Hồng Sâm Linh Chi 25ml,1,958000.0,0.0,2025-03-13 21:56:11
OD000000095,O0000048,Nước Hoa Nam Coach Green EDT 40ml,4,199000.0,0.0,2024-02-20 12:07:47
OD000000096,O0000049,Son Kem Lì Espoir 5 Serenade Màu Hồng Kem Lạnh 5.5g,1,493000.0,0.0,2025-10-05 23:41:34
OD000000097,O0000049,Xịt Thơm Toàn Thân Và Tóc Silkygirl Hương Magic Dream 50ml,2,1082000.0,0.0,2025-10-05 23:41:34
OD000000098,O0000050,Xịt Thơm Toàn Thân Kiss My Body Lost In Paradise 88ml,4,1180000.0,0.0,2025-08-25 22:40:57
OD000000099,O0000051,[Mini] Combo 2 Nước Tẩy Trang L'Oreal Siêu Cấp Ẩm 95ml,1,123000.0,0.0,2025-10-07 02:19:51
OD000000100,O0000052,Phấn Highlight Australis Dạng Thỏi #It Girl Ngọc Trai 7.3g,1,109000.0,0.0,2025-10-08 03:18:40
OD000000101,O0000052,Combo Cocoon Nước Dưỡng Tóc Tinh Dầu Bưởi 140ml+310ml,1,128000.0,17269.6,2025-10-08 03:18:40
OD000000102,O0000052,Nước Hoa Nữ Laura Anne Diamond Femme 45ml (Trắng),1,128000.0,17851.47,2025-10-08 03:18:40
OD000000103,O0000052,"Kem Dưỡng Hexze Nâng Tông Sáng Mịn, Cấp Ẩm Da 50g (Tuýp)",1,296000.0,17943.82,2025-10-08 03:18:40
OD000000104,O0000053,"Kem Dưỡng Caryophy Hỗ Trợ Sáng Da, Nâng Tông Cơ Thể 300g",1,235000.0,46554.28,2025-10-05 22:43:31
OD000000105,O0000054,Combo Sữa Tắm Grace And Glow Rouge 540 Tẩy Da Chết 400ml + Black Opium Dưỡng Sáng Da 400ml,5,163000.0,0.0,2025-06-02 20:21:46
OD000000106,O0000055,Son Tint Lì Into You Mịn Mờ Mỏng Nhẹ - W08 2.6g,1,1194000.0,91898.85,2025-06-01 16:21:31
OD000000107,O0000056,"Mặt Nạ Some By Mi Tràm Trà Làm Dịu Da, Giảm Mụn 25g",2,218000.0,0.0,2024-03-30 20:16:42
OD000000108,O0000056,Combo Cocoon Sữa Chống Nắng Bí Đao 15ml + Dầu Tẩy Trang Hoa Hồng 140ml,1,132000.0,0.0,2024-03-30 20:16:42
OD000000109,O0000057,[HSD 08/2026] Son Dưỡng Có Màu Silkygirl 05 Divine - Đỏ Cà Chua 3.2g,3,878000.0,0.0,2025-10-07 00:05:30
OD000000110,O0000058,Dầu Dừa Milaganics Ép Lạnh Tinh Khiết 250ml,1,663000.0,59110.84,2025-08-27 07:03:50
OD000000111,O0000059,Kem Giảm Thâm Nách Cléo Chiết Xuất Lá Lộc Đề 35g,2,1097000.0,105009.55,2025-08-11 20:08:40
OD000000112,O0000059,[Mini] Son Tint Carslan Cấp Ẩm Căng Mọng G104 1g,1,878000.0,159717.29,2025-08-11 20:08:40
OD000000113,O0000059,"Combo 2 Kem Chống Nắng Caryophy Nâng Tone, Ngừa Mụn 50ml",1,294000.0,0.0,2025-08-11 20:08:40
OD000000114,O0000059,"Combo 10 Mặt Nạ Banobagi Dưỡng Sáng, Săn Chắc Da 30g",1,290000.0,54496.65,2025-08-11 20:08:40
OD000000115,O0000060,Combo Sữa Dưỡng Thể Vaseline Sáng Da Chuyên Sâu Ban Đêm 330ml + Nước Tẩy Trang Simple Làm Sạch Trang Điểm 200ml,1,683000.0,0.0,2025-09-19 08:23:56
OD000000116,O0000060,Combo L'Oréal Professionnel Dầu Gội 300ml + Dầu Dưỡng Tóc 90ml Phục Hồi Hư Tổn,1,1180000.0,136707.9,2025-09-19 08:23:56
OD000000117,O0000061,Combo Cocoon Tẩy Da Chết Mặt Cà Phê Đắk Lắk 150ml + Nước Tẩy Trang Bí Đao 140ml,1,437000.0,0.0,2024-06-24 04:53:45
OD000000118,O0000061,Son Bóng 3CE Dạng Gel Màu Very Sure 4g,1,566000.0,73412.37,2024-06-24 04:53:45
OD000000119,O0000061,Sữa Chống Nắng Elixir Dưỡng Da Ngừa Lão Hóa 35ml,1,351000.0,0.0,2024-06-24 04:53:45
OD000000120,O0000062,[HSD 07/2026] Sữa Dưỡng Thể Vaseline Dịu Mát Sáng Da 350ml,1,491000.0,0.0,2024-05-23 04:51:47
OD000000121,O0000063,Kem Nền Carslan Ẩm Mịn Lâu Trôi - P01 Tông Da Sáng 30g,1,159000.0,0.0,2024-12-04 10:24:56
OD000000122,O0000064,Kem Dưỡng Thể White Conc Làm Sáng Da Toàn Thân 200g,2,805000.0,79457.87,2024-08-28 14:55:16
OD000000123,O0000064,Bút Kẻ Mắt Nước Australis Hiệu Ứng Lì Hoàn Hảo 3.5ml,1,290000.0,16117.62,2024-08-28 14:55:16
OD000000124,O0000064,Dầu Gội L'Oreal Dưỡng Tóc Suôn Mượt Tóc Cao Cấp 440ml,1,165000.0,14235.63,2024-08-28 14:55:16
OD000000125,O0000065,"Gel Tắm Corine de Farme Hương Lô Hội Phục Hồi, Làm Dịu 750ml",1,795000.0,103761.5,2024-11-21 00:27:32
OD000000126,O0000066,Combo Cocoon Dầu Gội 500ml + Nước Dưỡng Tóc 310ml Từ Tinh Dầu Bưởi,1,904000.0,0.0,2025-08-26 19:16:52
OD000000127,O0000066,Combo 2 Sữa Dưỡng Thể Vaseline Sáng Mịn Da Ngày & Đêm 300ml (Mới),1,759000.0,0.0,2025-08-26 19:16:52
OD000000128,O0000066,Bảng Phấn Mắt Silkygirl 9 Ô Màu 01 Teddy 7.2g,1,267000.0,47587.55,2025-08-26 19:16:52
OD000000129,O0000067,Bộ Đôi Nivea Sữa Dưỡng Thể Dưỡng Ẩm & Làm Mịn Da 600mlx2,1,96000.0,0.0,2025-08-28 19:53:50
OD000000130,O0000068,Dầu Gội Dove Ceramide Phục Hồi Hư Tổn 880g (Mới),1,187000.0,0.0,2025-07-18 18:41:46
OD000000131,O0000068,Tắm Gội Trẻ Em Pigeon Dịu Nhẹ Hương Hoa Hướng Dương 700ml,1,435000.0,0.0,2025-07-18 18:41:46
OD000000132,O0000068,[Mini] Phấn Mắt 3CE Dạng Lỏng Có Nhũ - Double Note 1.5g,2,590000.0,0.0,2025-07-18 18:41:46
OD000000133,O0000068,Dầu Gội Khô Spes Dạng Xịt Hương Bưởi 150ml,1,895000.0,0.0,2025-07-18 18:41:46
OD000000134,O0000069,Kem Che Khuyết Điểm The Saem - 1.25 Light Beige 9.5g,3,1043000.0,0.0,2024-05-30 08:27:19
OD000000135,O0000070,Sữa Dưỡng Thể Nivea Dưỡng Sáng Da Vitamin C & E 170ml,1,647000.0,0.0,2024-12-20 11:21:42
OD000000136,O0000070,Kem Dưỡng Thể Paula’s Choice 10% AHA Làm Sáng Da 210ml,1,694000.0,0.0,2024-12-20 11:21:42
OD000000137,O0000071,Nước Tẩy Trang Nivea Chiết Xuất Hoa Hồng Hokkaido 400ml,2,725000.0,0.0,2025-08-12 09:29:42
OD000000138,O0000071,"Xịt Mụn Lưng Derladie Mờ Thâm, Giảm Viêm Nang Lông 150ml",3,1185000.0,0.0,2025-08-12 09:29:42
OD000000139,O0000072,"Combo 3 Nước Tẩy Trang L'Oreal Tươi Mát Cho Da Dầu, Hỗn Hợp 400ml",5,1155000.0,0.0,2025-09-26 03:07:40
OD000000140,O0000073,Combo L'Oreal Kem Chống Nắng X20 Thoáng Da Mỏng Nhẹ 50ml + Nước Tẩy Trang Căng Mịn Da 400ml,1,863000.0,0.0,2025-08-14 16:56:25
OD000000141,O0000073,Son Bóng Joocyee Dưỡng Ẩm Màu 406 Cam Hồng 3.5g,2,1104000.0,0.0,2025-08-14 16:56:25
OD000000142,O0000073,Bộ 3 Bàn Chải Đánh Răng Sensodyne Chăm Sóc Răng Ê Buốt,2,378000.0,0.0,2025-08-14 16:56:25
OD000000143,O0000074,"Bộ Gội Xả Spes Muối Biển Sạch Sâu Kiềm Dầu, Suôn Mượt Tóc 600mlx2",1,706000.0,0.0,2025-07-28 13:36:17
OD000000144,O0000074,Son Kem Lì B.O.M #H BG 501 Vintage Brick - Đỏ Gạch 8.5g,1,202000.0,0.0,2025-07-28 13:36:17
OD000000145,O0000074,Son Tint Espoir Bóng Căng Mọng Rosa - Hồng Kem Lạnh 5.5g,2,859000.0,0.0,2025-07-28 13:36:17
OD000000146,O0000075,"Combo L'Oreal Kem Chống Nắng X20 Thoáng Da Mỏng Nhẹ 50ml + Nước Tẩy Trang Tươi Mát Cho Da Dầu, Hỗn Hợp 400ml",2,1086000.0,0.0,2024-05-02 11:05:33
OD000000147,O0000075,[Mini] Son Kem Lì 3CE Casual Affair - Hoa Hồng Khô 1.5g,2,503000.0,80182.68,2024-05-02 11:05:33
OD000000148,O0000075,Bộ innisfree Chăm Sóc Da Từ Trà Xanh 3 Món,1,391000.0,34707.58,2024-05-02 11:05:33
OD000000149,O0000076,"[Mini] Xịt Khoá Makeup Colorkey Nam Châm Đen Lâu Trôi, Bền Màu 30ml",1,1041000.0,58349.42,2024-05-01 10:26:14
OD000000150,O0000077,Chì Kẻ Viền Mắt Silkygirl Màu Đen 01 Blackest Black,3,846000.0,0.0,2025-02-20 08:29:05
OD000000151,O0000078,Son Kem Lì Australis Mịn Môi Casual - Màu Đỏ Thuần 4g,1,820000.0,0.0,2024-10-06 01:07:40
OD000000152,O0000079,Chì Kẻ Viền Mắt Silkygirl Màu Đen 01 Blackest Black,1,846000.0,128946.43,2024-10-01 10:31:22
OD000000153,O0000080,"Gel Rửa Mặt La Roche-Posay Dành Cho Da Dầu, Nhạy Cảm 200ml",1,308000.0,43202.2,2024-09-30 23:15:52
OD000000154,O0000081,Son Kem Lì Maybelline X Marvel 117 Màu Đỏ Gạch 5ml,4,612000.0,0.0,2025-07-28 05:37:52
OD000000155,O0000082,Sữa Rửa Mặt Cerave Cho Da Dầu Mụn 88ml,1,1185000.0,0.0,2025-09-26 09:00:33
OD000000156,O0000082,Sữa Chống Nắng Vật Lý Avène Bảo Vệ Da Chuyên Sâu 40ml,1,343000.0,0.0,2025-09-26 09:00:33
OD000000157,O0000083,Nước Tẩy Trang Hada Labo Sạch Sâu Dưỡng Sáng 240ml,2,1010000.0,0.0,2025-09-16 10:45:05
OD000000158,O0000083,"Combo L'Oreal Kem Chống Nắng X20 Thoáng Da Mỏng Nhẹ 50ml + Nước Tẩy Trang Dưỡng Ẩm Cho Da Thường, Khô 400ml",2,1151000.0,0.0,2025-09-16 10:45:05
OD000000159,O0000083,Son Kem Lì Cathy Doll #02 Fluffy Pink 3.5 g,1,666000.0,33993.16,2025-09-16 10:45:05
OD000000160,O0000084,[HSD 08/2026] Son Dưỡng Có Màu Silkygirl 05 Divine - Đỏ Cà Chua 3.2g,4,878000.0,107603.86,2024-11-22 19:38:26
OD000000161,O0000085,Nước Tẩy Trang Cocoon Hoa Hồng Cấp Ẩm Da 310ml,1,62000.0,0.0,2025-03-11 02:14:35
OD000000162,O0000085,Combo 2 Kem Chống Nắng Bio-essence Dưỡng Ẩm Da 40ml,2,282000.0,0.0,2025-03-11 02:14:35
OD000000163,O0000086,Kem Nền Maybelline Mịn Nhẹ Kiềm Dầu Chống Nắng #115 30ml,1,609000.0,117020.96,2025-09-29 23:18:15
OD000000164,O0000087,"Nước Tẩy Trang Ya Samaya Lô Hội Cho Da Thường, Da Dầu 600ml",1,881000.0,0.0,2024-09-11 05:59:29
OD000000165,O0000087,[HSD 05/2026] Son Kem Lì 2In1 Silkygirl 01 Honey Peach Cam Đào Nude 3.8ml,1,448000.0,74109.52,2024-09-11 05:59:29
OD000000166,O0000087,"Nước Tẩy Trang JMsolution Làm Sạch, Bổ Sung Độ Ẩm 500ml",1,591000.0,108040.28,2024-09-11 05:59:29
OD000000167,O0000087,[HSD 04/2026] Mặt Nạ Pekah Chiết Xuất Ốc Sên Phục Hồi Và Tái Tạo Da 25ml,1,226000.0,0.0,2024-09-11 05:59:29
OD000000168,O0000088,Kem Che Khuyết Điểm Judydoll Dạng Lỏng - 01 Da Sáng Tự Nhiên 3.2g,4,659000.0,0.0,2024-10-16 14:08:29
OD000000169,O0000089,[Mini] Sữa Dưỡng Ẩm CeraVe Cho Da Khô Đến Rất Khô 30ml,1,407000.0,0.0,2025-04-14 08:35:20
OD000000170,O0000089,Mặt Nạ Đất Sét S:kin Heritage Bản Phùng Se Lỗ Chân Lông 70ml,1,453000.0,0.0,2025-04-14 08:35:20
OD000000171,O0000090,Kem Che Khuyết Điểm Maybelline Mịn Lì 25 Medium 6.8ml,1,1113000.0,0.0,2024-12-10 16:26:39
OD000000172,O0000090,Combo 2 Nước Súc Miệng Listerine Trà Xanh Ngừa Sâu Răng 750ml,1,884000.0,0.0,2024-12-10 16:26:39
OD000000173,O0000091,[Mini] Combo Carslan Son Tint Cấp Ẩm Căng Mọng G104 + Kem Nền P02 Tông Da Tự Nhiên 1g+5g,2,945000.0,0.0,2024-04-16 03:43:13
OD000000174,O0000092,Dầu Xả Kumano Salon Link Phục Hồi Cho Tóc Yếu 1000ml,1,1159000.0,0.0,2024-02-13 14:18:51
