order_id,customer_id,order_date,total_amount,currency,payment_method,status,channel,ai_suggested_crosssell,notes,created_at,updated_at
O0000014,7,2025-10-03 22:06:08,1619000.0,VND,Credit Card,Completed,TikTok Shop,"[{""product_id"": ""Kem Chống Nắng Naris Cosmetics Dạng Gel Nâng Tone Da 80g"", ""title"": ""Naris Cosmetics""}, {""product_id"": ""Chì Kẻ Mày Maybelline 36H Lâu Trôi 04 Nâu Xám 0.25g"", ""title"": ""Maybelline""}]",,2025-10-03 20:41:08,2025-10-04 09:02:08
O0000015,8,2025-03-29 03:18:28,376000.0,VND,Credit Card,Completed,TikTok Shop,"[{""product_id"": ""Sữa Rửa Mặt The Cafuné Chiết Xuất Gừng Làm Sạch Sâu 120ml"", ""title"": ""The Cafuné""}]",,2025-03-29 02:19:28,2025-03-29 22:15:28
O0000016,8,2025-09-05 16:37:50,2569209.29,VND,Credit Card,Completed,Website,"[{""product_id"": ""Son Lì B.O.M #811 My Fancy Red - Đỏ Rượu 3.5g"", ""title"": ""B.O.M""}, {""product_id"": ""Mặt Nạ Banobagi Dưỡng Sáng, Làm Săn Chắc Da 30g (Tím)"", ""title"": ""Banobagi""}]",,2025-09-05 14:54:50,2025-09-05 20:06:50
O0000017,9,2024-09-22 17:22:45,4069415.72,VND,E-Wallet,Completed,TikTok Shop,"[{""product_id"": ""[HSD 06/2026] Kem Chống Nắng Tia'm Kiểm Soát Dầu 50ml"", ""title"": ""TIA'M""}]",Khuyến mãi livestream,2024-09-22 16:49:45,2024-09-22 21:42:45
O0000018,10,2024-11-13 19:26:14,4046801.82,VND,E-Wallet,Completed,Website,"[{""product_id"": ""Combo 2 Nước Tẩy Trang Simple Sạch Sâu, Cấp Ẩm Đa Tầng 400ml"", ""title"": ""Simple""}]",,2024-11-13 17:53:14,2024-11-14 08:14:14
O0000019,10,2025-07-16 20:06:50,4895000.0,VND,COD,Pending,TikTok Shop,"[{""product_id"": ""Bảng Phấn Mắt Judydoll 7 Màu - 15 Tông Tím Khói 8.5g"", ""title"": ""Judydoll""}]",,2025-07-16 19:41:50,2025-07-17 04:16:50
O0000020,11,2025-10-01 09:28:00,2005545.28,VND,COD,Completed,Instagram,"[{""product_id"": ""Nước Hoa Nam Versace Eros EDT 50ml"", ""title"": ""Versace""}]",,2025-10-01 08:08:00,2025-10-01 16:59:00
O0000021,12,2024-08-13 19:33:01,2716665.34,VND,E-Wallet,Completed,Website,"[{""product_id"": ""Xịt Thơm Toàn Thân Kiss My Body Sexy Margarita 88ml"", ""title"": ""Kiss My Body""}]",,2024-08-13 18:48:01,2024-08-14 00:41:01
O0000022,13,2025-08-29 22:42:40,347452.75,VND,Credit Card,Completed,Website,"[{""product_id"": ""Mặt Nạ Colorkey Dưỡng Ẩm Dịu Da Thảo Dược Đông Y 25ml"", ""title"": ""Colorkey""}]",,2025-08-29 20:42:40,2025-08-30 03:52:40
O0000023,14,2025-09-06 22:38:17,1867840.48,VND,E-Wallet,Completed,Website,"[{""product_id"": ""Gel Rửa Mặt La Roche-Posay Dành Cho Da Dầu, Nhạy Cảm 200ml"", ""title"": ""La Roche-Posay""}, {""product_id"": ""Nước Hoa Nữ Gennie Little Rose Dress Bản Giới Hạn 50ml"", ""title"": ""Gennie""}]",,2025-09-06 22:22:17,2025-09-07 09:25:17
O0000024,15,2024-05-10 18:55:32,988000.0,VND,E-Wallet,Completed,Instagram,"[{""product_id"": ""Kem Nền Khoáng Cezanne BB Cream SPF29 PA+++ 00 Light 30g"", ""title"": ""Cezanne""}]",Ưu tiên giao nhanh,2024-05-10 18:08:32,2024-05-11 09:51:32
O0000025,15,2024-02-06 17:28:11,874000.0,VND,E-Wallet,Completed,Facebook,"[{""product_id"": ""Combo 2 Gel Rửa Mặt SVR Không Chứa Xà Phòng Cho Da Dầu 400ml/ Chai"", ""title"": ""SVR""}, {""product_id"": ""Mặt Nạ Ngủ Care:Nel Cấp Nước, Dưỡng Ẩm Da 15g"", ""title"": ""Care:Nel""}]",,2024-02-06 16:16:11,2024-02-07 11:54:11
O0000026,16,2025-02-24 04:07:58,1567612.57,VND,E-Wallet,Completed,Website,"[{""product_id"": ""Nước Hoa Nữ Marc Jacobs Daisy Love Eau So Sweet EDT 30ml"", ""title"": ""Marc Jacobs""}, {""product_id"": ""Tinh Chất Chống Nắng d program Kiềm Dầu SPF 50 PA+++ 40ml"", ""title"": ""dProgram""}, {""product_id"": ""Phấn Highlight Australis Dạng Thỏi #Bombshell Vàng Đồng 7.3g"", ""title"": ""australis""}]",,2025-02-24 03:45:58,2025-02-24 08:04:58
O0000027,17,2025-10-07 20:29:03,1442000.0,VND,COD,Returned,Website,"[{""product_id"": ""[Mini] Combo 2 Gel Rửa Mặt La Roche-Posay Cho Da Dầu, Nhạy Cảm 15ml"", ""title"": ""La Roche-Posay""}]",Khuyến mãi livestream,2025-10-07 20:20:03,2025-10-08 15:49:03
O0000028,17,2024-12-29 20:44:47,3692000.0,VND,E-Wallet,Completed,Zalo,"[{""product_id"": ""Gel Chống Nắng Anessa Dưỡng Ẩm Bảo Vệ Hoàn Hảo 90g (Mới)"", ""title"": ""Anessa""}]",,2024-12-29 20:29:47,2024-12-30 01:00:47
O0000029,18,2024-07-01 05:24:47,2111817.14,VND,E-Wallet,Completed,Website,"[{""product_id"": ""Combo Cocoon Dầu Tẩy Trang Hoa Hồng & Mặt Nạ Nghệ Hưng Yên 140ml+30ml"", ""title"": ""Cocoon""}]",,2024-07-01 03:38:47,2024-07-01 11:40:47
O0000030,19,2024-04-26 04:46:59,2354065.96,VND,E-Wallet,Completed,Zalo,"[{""product_id"": ""Combo Beplain Mặt Nạ Đất Sét Đậu Xanh Sạch Sâu 120ml + Kem Chống Nắng Vật Lý Kiềm Dầu Mịn Lì 50ml"", ""title"": ""Beplain""}]",,2024-04-26 04:32:59,2024-04-26 08:15:59
O0000031,20,2025-10-06 03:50:41,659000.0,VND,COD,Completed,TikTok Shop,"[{""product_id"": ""Sữa Chống Nắng Bioré Dịu Nhẹ Cho Trẻ Em 70ml"", ""title"": ""Bioré""}]",,2025-10-06 02:04:41,2025-10-06 14:23:41
O0000032,21,2025-07-22 13:21:47,642000.0,VND,E-Wallet,Completed,Instagram,"[{""product_id"": ""Combo La Roche-Posay Chống Nắng Kiềm Dầu & Tẩy Trang Da Dầu"", ""title"": ""La Roche-Posay""}]",,2025-07-22 13:01:47,2025-07-22 23:00:47
O0000033,22,2025-10-08 05:56:15,2995498.36,VND,E-Wallet,Completed,Walk-in,"[{""product_id"": ""Combo Garnier Nước Tẩy Trang 400ml + Gel Rửa Mặt 120ml Làm Sạch Sâu Cho Da Dầu Mụn"", ""title"": ""Garnier""}, {""product_id"": ""Son Kem Bùn Into You Lì Mịn Nhẹ - W8 Hồng MLBB 1.8g"", ""title"": ""Into You""}]",,2025-10-08 04:12:15,2025-10-08 16:19:15
O0000034,23,2025-07-09 19:14:23,1116000.0,VND,E-Wallet,Completed,Website,"[{""product_id"": ""Phấn Mắt Silkygirl 4 Ô Có Nhũ 04 Tông Hồng Đất"", ""title"": ""Silkygirl""}]",,2025-07-09 17:59:23,2025-07-10 14:39:23
O0000035,23,2025-10-07 05:45:12,4508000.0,VND,E-Wallet,Completed,Facebook,"[{""product_id"": ""Son Kem Lì Glamrr Q 11 Set Sail - Cam Gạch Trầm 5g"", ""title"": ""Glamrr Q""}, {""product_id"": ""Nước Hoa Nữ Coach Love EDP 30ml"", ""title"": ""Coach""}]",Đổi địa chỉ nhận hàng,2025-10-07 03:46:12,2025-10-07 06:07:12
O0000036,24,2025-01-12 00:00:18,2593252.09,VND,COD,Completed,TikTok Shop,"[{""product_id"": ""Combo 3 Mặt Nạ Rainbow L’affair Vitamin Làm Sáng Da 25g"", ""title"": ""Rainbow L’affair""}, {""product_id"": ""Sữa Tắm Hasi Kokeshi Sữa Bò & Ngọc Trai Sáng Mịn Da 600ml"", ""title"": ""HASI""}, {""product_id"": ""Chì Kẻ Mày BYS Lâu Trôi Light Brown - Nâu Sáng 0.18g"", ""title"": ""BYS""}]",Yêu cầu gói quà,2025-01-11 22:10:18,2025-01-12 01:34:18
O0000037,24,2024-03-09 11:30:23,403000.0,VND,E-Wallet,Cancelled,Website,"[{""product_id"": ""Mặt Nạ Banobagi Ngừa Lão Hóa & Tăng Độ Đàn Hồi 30g"", ""title"": ""Banobagi""}]",,2024-03-09 10:30:23,2024-03-10 03:46:23
O0000038,24,2025-08-29 01:26:06,540000.0,VND,E-Wallet,Completed,Website,"[{""product_id"": ""Phấn Nước BYS Mịn Lì Ivory - Tông Da Sáng 10g"", ""title"": ""BYS""}]",,2025-08-29 00:17:06,2025-08-29 17:01:06
O0000039,25,2024-11-14 03:53:45,2082226.47,VND,COD,Completed,TikTok Shop,"[{""product_id"": ""Combo 2 Kem Dưỡng Thể GlowCode Giúp Da Sáng Mịn, Mờ Thâm 30g"", ""title"": ""GlowCode""}, {""product_id"": ""Combo 2 Son Dưỡng Có Màu Vaseline Hồng Ngọt Ngào 3g"", ""title"": ""Vaseline""}]",,2024-11-14 03:23:45,2024-11-14 22:50:45
O0000040,25,2025-09-10 21:02:26,826000.0,VND,Credit Card,Completed,Website,"[{""product_id"": ""Dầu Gội Khô Spes Dạng Xịt Hương Trà Bá Tước 150ml"", ""title"": ""Spes""}]",,2025-09-10 20:14:26,2025-09-11 11:25:26
O0000041,25,2024-05-14 14:30:38,366951.91,VND,E-Wallet,Completed,Website,"[{""product_id"": ""Combo 2 Sữa Rửa Mặt d program Tạo Bọt Dưỡng Da 120g"", ""title"": ""dProgram""}, {""product_id"": ""[HSD 03/2026] [Mini] Son Kem Lì Maybelline 80 Ruler 2.7ml"", ""title"": ""Maybelline""}]",,2024-05-14 13:01:38,2024-05-15 08:02:38
O0000042,26,2025-10-02 09:22:52,1223297.37,VND,COD,Pending,TikTok Shop,"[{""product_id"": ""Nước Tẩy Trang Nivea Sạch Sâu Ngừa Mụn 400ml"", ""title"": ""Nivea""}, {""product_id"": ""Dầu Gội 50 Megumi Ngăn Rụng Tóc, Sạch Sâu & Thanh Mát 400ml"", ""title"": ""50 Megumi""}]",,2025-10-02 08:07:52,2025-10-02 19:41:52
O0000043,26,2025-09-21 02:57:42,1968000.0,VND,E-Wallet,Completed,Facebook,"[{""product_id"": ""Combo Xịt Thơm & Sữa Dưỡng Thể B.O.M Hương Nước Hoa Petit Fig 110ml+200ml"", ""title"": ""B.O.M""}, {""product_id"": ""Mặt Nạ innisfree Làm Mịn & Sáng Da Hương Lựu 22ml (Mới)"", ""title"": ""innisfree""}]",,2025-09-21 02:36:42,2025-09-21 07:30:42
O0000044,27,2025-01-19 07:28:32,2068180.82,VND,COD,Completed,Website,"[{""product_id"": ""Bảng Che Khuyết Điểm Judydoll 3 Màu - 02 Che Quầng Thâm 2.7g"", ""title"": ""Judydoll""}, {""product_id"": ""Nước Hoa Vùng Kín Foellie Hương Hoa Anh Đào 5ml"", ""title"": ""Foellie""}]",Yêu cầu gói quà,2025-01-19 07:22:32,2025-01-19 11:27:32
O0000045,27,2025-04-24 05:10:23,274000.0,VND,E-Wallet,Completed,Website,"[{""product_id"": ""Dầu Xả Spes Làm Phồng & Cấp ẩm Cho Tóc 480ml"", ""title"": ""Spes""}]",,2025-04-24 04:26:23,2025-04-24 16:47:23
O0000046,28,2025-05-05 09:34:48,1387000.0,VND,Credit Card,Completed,TikTok Shop,"[{""product_id"": ""Combo Maybelline Bút Kẻ Mắt Nước Màu Đen 0.4g + Chì Kẻ Mày Màu Nâu Đậm 0.25g"", ""title"": ""Maybelline""}, {""product_id"": ""Combo 3 Miếng Dán Mũi Lột Mụn Bioré Than Hoạt Tính (4 Miếng)"", ""title"": ""Bioré""}]",Đổi địa chỉ nhận hàng,2025-05-05 07:37:48,2025-05-06 06:17:48
O0000047,29,2025-03-13 23:02:11,958000.0,VND,Credit Card,Completed,Facebook,"[{""product_id"": ""Mặt Nạ Mayan 3D Hồng Sâm Linh Chi 25ml"", ""title"": ""Mayan""}]",,2025-03-13 21:56:11,2025-03-14 01:00:11
O0000048,30,2024-02-20 12:28:47,796000.0,VND,E-Wallet,Completed,Instagram,"[{""product_id"": ""Nước Hoa Nam Coach Green EDT 40ml"", ""title"": ""Coach""}]",,2024-02-20 12:07:47,2024-02-21 06:57:47
O0000049,31,2025-10-06 01:40:34,2657000.0,VND,E-Wallet,Completed,Website,"[{""product_id"": ""Son Kem Lì Espoir 5 Serenade Màu Hồng Kem Lạnh 5.5g"", ""title"": ""Espoir""}]",,2025-10-05 23:41:34,2025-10-07 00:44:34
O0000050,31,2025-08-26 00:37:57,4720000.0,VND,COD,Completed,TikTok Shop,"[{""product_id"": ""Xịt Thơm Toàn Thân Kiss My Body Lost In Paradise 88ml"", ""title"": ""Kiss My Body""}]",,2025-08-25 22:40:57,2025-08-26 15:32:57
O0000051,32,2025-10-07 03:52:51,123000.0,VND,E-Wallet,Pending,Website,"[{""product_id"": ""[Mini] Combo 2 Nước Tẩy Trang L'Oreal Siêu Cấp Ẩm 95ml"", ""title"": ""L'Oreal""}]",Dùng ví điện tử,2025-10-07 02:19:51,2025-10-07 14:06:51
O0000052,33,2025-10-08 03:43:40,607935.11,VND,COD,Pending,Website,"[{""product_id"": ""Nước Hoa Nữ Laura Anne Diamond Femme 45ml (Trắng)"", ""title"": ""Laura Anne""}]",,2025-10-08 03:18:40,2025-10-08 20:20:40
O0000053,33,2025-10-05 22:43:31,188445.72,VND,Bank Transfer,Pending,TikTok Shop,"[{""product_id"": ""Kem Dưỡng Caryophy Hỗ Trợ Sáng Da, Nâng Tông Cơ Thể 300g"", ""title"": ""Caryophy""}]",,2025-10-05 22:43:31,2025-10-06 12:02:31
O0000054,33,2025-06-02 22:07:46,815000.0,VND,Bank Transfer,Completed,Website,"[{""product_id"": ""Combo Sữa Tắm Grace And Glow Rouge 540 Tẩy Da Chết 400ml + Black Opium Dưỡng Sáng Da 400ml"", ""title"": ""Grace And Glow""}]",Đổi địa chỉ nhận hàng,2025-06-02 20:21:46,2025-06-03 16:11:46
O0000055,33,2025-06-01 16:59:31,1102101.15,VND,COD,Completed,Instagram,"[{""product_id"": ""Son Tint Lì Into You Mịn Mờ Mỏng Nhẹ - W08 2.6g"", ""title"": ""Into You""}]",,2025-06-01 16:21:31,2025-06-01 17:26:31
O0000056,33,2024-03-30 21:19:42,568000.0,VND,E-Wallet,Completed,Website,"[{""product_id"": ""Mặt Nạ Some By Mi Tràm Trà Làm Dịu Da, Giảm Mụn 25g"", ""title"": ""Some By Mi""}, {""product_id"": ""Combo Cocoon Sữa Chống Nắng Bí Đao 15ml + Dầu Tẩy Trang Hoa Hồng 140ml"", ""title"": ""Cocoon""}]",,2024-03-30 20:16:42,2024-03-31 19:47:42
O0000057,34,2025-10-07 01:44:30,2634000.0,VND,E-Wallet,Completed,Website,"[{""product_id"": ""[HSD 08/2026] Son Dưỡng Có Màu Silkygirl 05 Divine - Đỏ Cà Chua 3.2g"", ""title"": ""Silkygirl""}]",,2025-10-07 00:05:30,2025-10-07 20:54:30
O0000058,34,2025-08-27 07:39:50,603889.16,VND,E-Wallet,Completed,Instagram,"[{""product_id"": ""Dầu Dừa Milaganics Ép Lạnh Tinh Khiết 250ml"", ""title"": ""Milaganics""}]",Dùng ví điện tử,2025-08-27 07:03:50,2025-08-27 16:02:50
O0000059,35,2025-08-11 21:40:40,3231766.96,VND,E-Wallet,Completed,Instagram,"[{""product_id"": ""[Mini] Son Tint Carslan Cấp Ẩm Căng Mọng G104 1g"", ""title"": ""Carslan""}, {""product_id"": ""Kem Giảm Thâm Nách Cléo Chiết Xuất Lá Lộc Đề 35g"", ""title"": ""Cléo""}, {""product_id"": ""Combo 10 Mặt Nạ Banobagi Dưỡng Sáng, Săn Chắc Da 30g"", ""title"": ""Banobagi""}]",,2025-08-11 20:08:40,2025-08-12 21:24:40
O0000060,36,2025-09-19 09:17:56,1726292.1,VND,E-Wallet,Completed,Website,"[{""product_id"": ""Combo L'Oréal Professionnel Dầu Gội 300ml + Dầu Dưỡng Tóc 90ml Phục Hồi Hư Tổn"", ""title"": ""L'Oreal Professionnel""}]",Dùng ví điện tử,2025-09-19 08:23:56,2025-09-19 14:51:56
O0000061,37,2024-06-24 05:28:45,1280587.63,VND,E-Wallet,Completed,Zalo,"[{""product_id"": ""Sữa Chống Nắng Elixir Dưỡng Da Ngừa Lão Hóa 35ml"", ""title"": ""Elixir""}, {""product_id"": ""Son Bóng 3CE Dạng Gel Màu Very Sure 4g"", ""title"": ""3CE""}, {""product_id"": ""Combo Cocoon Tẩy Da Chết Mặt Cà Phê Đắk Lắk 150ml + Nước Tẩy Trang Bí Đao 140ml"", ""title"": ""Cocoon""}]",,2024-06-24 04:53:45,2024-06-24 07:43:45
O0000062,37,2024-05-23 05:10:47,491000.0,VND,COD,Completed,TikTok Shop,"[{""product_id"": ""[HSD 07/2026] Sữa Dưỡng Thể Vaseline Dịu Mát Sáng Da 350ml"", ""title"": ""Vaseline""}]",,2024-05-23 04:51:47,2024-05-23 20:25:47
O0000063,37,2024-12-04 10:46:56,159000.0,VND,E-Wallet,Cancelled,Website,"[{""product_id"": ""Kem Nền Carslan Ẩm Mịn Lâu Trôi - P01 Tông Da Sáng 30g"", ""title"": ""Carslan""}]",,2024-12-04 10:24:56,2024-12-04 17:11:56
O0000064,38,2024-08-28 16:24:16,1875731.01,VND,E-Wallet,Completed,Instagram,"[{""product_id"": ""Kem Dưỡng Thể White Conc Làm Sáng Da Toàn Thân 200g"", ""title"": ""White Conc""}, {""product_id"": ""Dầu Gội L'Oreal Dưỡng Tóc Suôn Mượt Tóc Cao Cấp 440ml"", ""title"": ""L'Oreal""}, {""product_id"": ""Bút Kẻ Mắt Nước Australis Hiệu Ứng Lì Hoàn Hảo 3.5ml"", ""title"": ""australis""}]",,2024-08-28 14:55:16,2024-08-29 00:40:16
O0000065,39,2024-11-21 00:30:32,691238.5,VND,E-Wallet,Cancelled,Website,"[{""product_id"": ""Gel Tắm Corine de Farme Hương Lô Hội Phục Hồi, Làm Dịu 750ml"", ""title"": ""Corine de Farme""}]",,2024-11-21 00:27:32,2024-11-21 17:20:32
O0000066,40,2025-08-26 19:20:52,1882412.45,VND,Credit Card,Completed,Zalo,"[{""product_id"": ""Combo Cocoon Dầu Gội 500ml + Nước Dưỡng Tóc 310ml Từ Tinh Dầu Bưởi"", ""title"": ""Cocoon""}, {""product_id"": ""Combo 2 Sữa Dưỡng Thể Vaseline Sáng Mịn Da Ngày & Đêm 300ml (Mới)"", ""title"": ""Vaseline""}, {""product_id"": ""Bảng Phấn Mắt Silkygirl 9 Ô Màu 01 Teddy 7.2g"", ""title"": ""Silkygirl""}]",,2025-08-26 19:16:52,2025-08-26 20:48:52
O0000067,41,2025-08-28 19:54:50,96000.0,VND,Credit Card,Completed,TikTok Shop,"[{""product_id"": ""Bộ Đôi Nivea Sữa Dưỡng Thể Dưỡng Ẩm & Làm Mịn Da 600mlx2"", ""title"": ""Nivea""}]",Ưu tiên giao nhanh,2025-08-28 19:53:50,2025-08-28 21:38:50
O0000068,42,2025-07-18 20:17:46,2697000.0,VND,E-Wallet,Completed,TikTok Shop,"[{""product_id"": ""Tắm Gội Trẻ Em Pigeon Dịu Nhẹ Hương Hoa Hướng Dương 700ml"", ""title"": ""Pigeon""}]",,2025-07-18 18:41:46,2025-07-19 11:53:46
O0000069,42,2024-05-30 09:33:19,3129000.0,VND,COD,Completed,Website,"[{""product_id"": ""Kem Che Khuyết Điểm The Saem - 1.25 Light Beige 9.5g"", ""title"": ""The SAEM""}]",,2024-05-30 08:27:19,2024-05-31 07:21:19
O0000070,43,2024-12-20 13:01:42,1341000.0,VND,COD,Completed,Instagram,"[{""product_id"": ""Kem Dưỡng Thể Paula’s Choice 10% AHA Làm Sáng Da 210ml"", ""title"": ""Paula's Choice""}, {""product_id"": ""Sữa Dưỡng Thể Nivea Dưỡng Sáng Da Vitamin C & E 170ml"", ""title"": ""Nivea""}]",,2024-12-20 11:21:42,2024-12-21 12:23:42
O0000071,43,2025-08-12 09:43:42,5005000.0,VND,Credit Card,Completed,Facebook,"[{""product_id"": ""Xịt Mụn Lưng Derladie Mờ Thâm, Giảm Viêm Nang Lông 150ml"", ""title"": ""Derladie""}]",,2025-08-12 09:29:42,2025-08-12 21:30:42
O0000072,44,2025-09-26 04:03:40,5775000.0,VND,Credit Card,Completed,TikTok Shop,"[{""product_id"": ""Combo 3 Nước Tẩy Trang L'Oreal Tươi Mát Cho Da Dầu, Hỗn Hợp 400ml"", ""title"": ""L'Oreal""}]",Ưu tiên giao nhanh,2025-09-26 03:07:40,2025-09-27 01:19:40
O0000073,44,2025-08-14 18:05:25,3827000.0,VND,COD,Completed,Facebook,"[{""product_id"": ""Son Bóng Joocyee Dưỡng Ẩm Màu 406 Cam Hồng 3.5g"", ""title"": ""Joocyee""}, {""product_id"": ""Bộ 3 Bàn Chải Đánh Răng Sensodyne Chăm Sóc Răng Ê Buốt"", ""title"": ""Sensodyne""}]",,2025-08-14 16:56:25,2025-08-15 16:49:25
O0000074,45,2025-07-28 14:49:17,2626000.0,VND,Credit Card,Completed,TikTok Shop,"[{""product_id"": ""Son Tint Espoir Bóng Căng Mọng Rosa - Hồng Kem Lạnh 5.5g"", ""title"": ""Espoir""}, {""product_id"": ""Bộ Gội Xả Spes Muối Biển Sạch Sâu Kiềm Dầu, Suôn Mượt Tóc 600mlx2"", ""title"": ""Spes""}]",,2025-07-28 13:36:17,2025-07-28 21:52:17
O0000075,46,2024-05-02 11:31:33,3373927.06,VND,E-Wallet,Completed,TikTok Shop,"[{""product_id"": ""Bộ innisfree Chăm Sóc Da Từ Trà Xanh 3 Món"", ""title"": ""innisfree""}, {""product_id"": ""Combo L'Oreal Kem Chống Nắng X20 Thoáng Da Mỏng Nhẹ 50ml + Nước Tẩy Trang Tươi Mát Cho Da Dầu, Hỗn Hợp 400ml"", ""title"": ""L'Oreal""}, {""product_id"": ""[Mini] Son Kem Lì 3CE Casual Affair - Hoa Hồng Khô 1.5g"", ""title"": ""3CE""}]",,2024-05-02 11:05:33,2024-05-02 19:11:33
O0000076,46,2024-05-01 10:56:14,982650.58,VND,E-Wallet,Completed,Zalo,"[{""product_id"": ""[Mini] Xịt Khoá Makeup Colorkey Nam Châm Đen Lâu Trôi, Bền Màu 30ml"", ""title"": ""Colorkey""}]",,2024-05-01 10:26:14,2024-05-02 07:41:14
O0000077,47,2025-02-20 09:17:05,2538000.0,VND,COD,Completed,Website,"[{""product_id"": ""Chì Kẻ Viền Mắt Silkygirl Màu Đen 01 Blackest Black"", ""title"": ""Silkygirl""}]",,2025-02-20 08:29:05,2025-02-21 00:23:05
O0000078,48,2024-10-06 01:10:40,820000.0,VND,COD,Completed,Instagram,"[{""product_id"": ""Son Kem Lì Australis Mịn Môi Casual - Màu Đỏ Thuần 4g"", ""title"": ""australis""}]",,2024-10-06 01:07:40,2024-10-06 18:53:40
