order_id,customer_id,order_date,order_value,num_items
O0000445,C00127,2023-08-22,308000,2
O0000446,C00127,2023-08-26,1846000,6
O0000447,C00127,2023-08-28,345000,2
O0000448,C00127,2023-09-05,98000,2
O0000449,C00127,2023-09-13,215000,1
O0000450,C00128,2024-09-29,189000,1
O0000451,C00128,2024-11-20,264000,2
O0000452,C00128,2024-11-25,798000,6
O0000453,C00128,2024-12-19,345000,3
O0000454,C00129,2024-10-10,305000,3
O0000455,C00129,2024-10-26,239000,3
O0000456,C00129,2024-10-29,676000,4
O0000457,C00129,2024-11-18,69000,1
O0000458,C00129,2024-12-09,154000,2
O0000459,C00130,2025-09-21,158000,1
O0000460,C00130,2025-09-29,541000,2
O0000461,C00130,2025-10-17,99000,1
O0000462,C00130,2025-10-22,1208000,7
O0000463,C00130,2025-11-04,242000,2
O0000464,C00130,2025-11-07,56000,1
O0000465,C00130,2025-11-11,498000,2
O0000466,C00131,2025-02-11,185000,2
O0000467,C00131,2025-02-13,272000,1
O0000468,C00131,2025-02-13,580000,4
O0000469,C00132,2024-11-12,257000,1
O0000470,C00132,2024-12-06,252000,3
O0000471,C00132,2024-12-12,378000,2
O0000472,C00132,2024-12-14,326000,2
O0000473,C00132,2024-12-21,249000,1
O0000474,C00133,2023-11-14,336000,2
O0000475,C00134,2024-11-14,216000,2
O0000476,C00135,2024-10-25,478000,2
O0000477,C00136,2024-03-22,314000,3
O0000478,C00136,2024-03-28,171000,3
O0000479,C00136,2024-05-26,1109000,5
O0000480,C00137,2024-08-21,118000,1
O0000481,C00137,2024-09-09,77000,1
O0000482,C00137,2024-09-25,90000,1
O0000483,C00137,2024-10-12,108000,1
O0000484,C00137,2024-10-12,1298000,3
O0000485,C00138,2025-08-09,526000,2
O0000486,C00139,2024-11-29,1120000,5
O0000487,C00140,2023-05-16,395000,3
O0000488,C00140,2023-05-27,514000,2
O0000489,C00140,2023-06-19,59000,1
O0000490,C00140,2023-06-23,90000,1
O0000491,C00140,2023-07-17,49000,1
O0000492,C00140,2023-07-21,307000,2
O0000493,C00141,2023-01-02,90000,1
O0000494,C00141,2023-01-04,961000,7
O0000495,C00141,2023-01-05,427000,3
O0000496,C00141,2023-01-12,326000,2
O0000497,C00141,2023-01-21,333000,3
O0000498,C00141,2023-01-25,280000,2
O0000499,C00141,2023-02-08,210000,1
O0000500,C00141,2023-02-26,465000,5
O0000501,C00141,2023-03-13,49000,1
O0000502,C00141,2023-03-16,1053000,8
O0000503,C00141,2023-03-20,460000,2
O0000504,C00142,2024-10-19,798000,4
O0000505,C00142,2024-11-06,228000,3
O0000506,C00142,2024-11-11,216000,2
O0000507,C00142,2024-11-18,918000,5
O0000508,C00142,2024-11-26,987000,5
O0000509,C00142,2024-12-06,325000,2
O0000510,C00142,2024-12-30,1451000,8
O0000511,C00143,2023-08-26,419000,2
O0000512,C00143,2023-08-27,819000,3
O0000513,C00143,2023-09-02,855000,2
O0000514,C00143,2023-10-13,271000,2
O0000515,C00144,2025-05-04,260000,2
O0000516,C00145,2024-02-16,753000,5
O0000517,C00145,2024-02-24,378000,2
O0000518,C00145,2024-03-04,430000,4
O0000519,C00145,2024-03-26,662000,5
O0000520,C00145,2024-04-01,188000,1
O0000521,C00145,2024-04-02,460000,2
O0000522,C00145,2024-04-02,239000,1
O0000523,C00146,2025-01-22,1059000,5
O0000524,C00146,2025-02-20,167000,1
O0000525,C00146,2025-03-09,1634000,7
O0000526,C00147,2023-09-24,539000,3
O0000527,C00147,2023-09-25,247000,3
O0000528,C00147,2023-09-25,249000,1
O0000529,C00147,2023-09-28,322000,2
O0000530,C00147,2023-11-15,619000,5
O0000531,C00147,2023-11-26,77000,1
O0000532,C00148,2025-04-16,528000,3
O0000533,C00148,2025-04-20,409000,3
O0000534,C00148,2025-05-03,49000,1
O0000535,C00148,2025-05-08,99000,1
O0000536,C00148,2025-05-09,670000,2
O0000537,C00148,2025-05-28,147000,1
O0000538,C00148,2025-05-30,1066000,5
O0000539,C00148,2025-06-04,1011000,4
O0000540,C00148,2025-06-17,198000,1
O0000541,C00148,2025-06-24,174000,1
O0000542,C00148,2025-07-11,260000,2
O0000543,C00149,2023-07-22,376000,3
O0000544,C00150,2023-05-03,388000,2
O0000545,C00150,2023-05-04,444000,2
O0000546,C00150,2023-05-06,1157000,6
O0000547,C00150,2023-05-15,235000,1
O0000548,C00150,2023-05-22,69000,1
O0000549,C00150,2023-05-23,2423000,7
O0000550,C00150,2023-06-08,466000,3
O0000551,C00150,2023-06-13,366000,3
O0000552,C00150,2023-06-17,298000,2
O0000553,C00150,2023-06-18,794000,3
O0000554,C00150,2023-07-12,2025000,10
O0000555,C00150,2023-07-27,182000,1
O0000556,C00150,2023-07-28,1548000,7
O0000557,C00150,2023-07-29,738000,4
O0000558,C00151,2024-03-04,257000,1
O0000559,C00151,2024-03-19,448000,3
O0000560,C00151,2024-03-22,203000,2
O0000561,C00151,2024-03-30,187000,1
O0000562,C00151,2024-04-16,50000,1
O0000563,C00151,2024-04-16,554000,4
O0000564,C00152,2025-02-16,125000,1
O0000565,C00152,2025-03-29,174000,1
O0000566,C00152,2025-04-02,562000,3
O0000567,C00152,2025-04-05,546000,3
O0000568,C00153,2023-10-21,646000,4
O0000569,C00154,2023-10-23,78000,1
O0000570,C00154,2023-10-28,56000,1
O0000571,C00154,2023-11-17,460000,3
O0000572,C00154,2023-12-21,2034000,6
O0000573,C00155,2025-06-06,126000,2
O0000574,C00155,2025-06-19,174000,1
O0000575,C00155,2025-07-29,67000,1
O0000576,C00155,2025-08-03,294000,2
O0000577,C00155,2025-08-04,196000,2
O0000578,C00155,2025-08-20,1170000,6
O0000579,C00155,2025-08-20,49000,1
O0000580,C00155,2025-08-26,182000,3
O0000581,C00156,2023-07-17,230000,1
O0000582,C00157,2025-09-08,939000,5
O0000583,C00158,2025-01-21,210000,1
O0000584,C00159,2023-05-26,235000,1
O0000585,C00159,2023-06-03,562000,4
O0000586,C00159,2023-06-03,30000,1
O0000587,C00159,2023-06-07,258000,2
O0000588,C00159,2023-06-07,316000,3
O0000589,C00159,2023-07-05,514000,5
O0000590,C00159,2023-07-29,1796000,5
O0000591,C00159,2023-08-02,670000,2
O0000592,C00159,2023-08-21,618000,3
O0000593,C00160,2024-09-01,490000,2
O0000594,C00160,2024-09-07,2269000,8
O0000595,C00160,2024-09-19,436000,3
O0000596,C00160,2024-09-26,278000,1
O0000597,C00160,2024-10-19,658000,5
O0000598,C00160,2024-10-24,838000,4
O0000599,C00160,2024-11-08,874000,2
O0000600,C00160,2024-11-15,544000,2
O0000601,C00160,2024-11-21,125000,1
O0000602,C00161,2023-07-06,469000,3
O0000603,C00162,2024-04-08,2603000,9
O0000604,C00163,2024-10-22,695000,4
O0000605,C00163,2024-10-31,717000,3
O0000606,C00163,2024-12-01,132000,1
O0000607,C00163,2024-12-11,65000,1
O0000608,C00164,2025-02-02,90000,1
O0000609,C00165,2025-08-13,568000,2
O0000610,C00165,2025-08-31,215000,1
O0000611,C00165,2025-09-15,654000,4
O0000612,C00165,2025-09-17,775000,4
O0000613,C00165,2025-09-29,484000,2
O0000614,C00165,2025-10-04,298000,1
O0000615,C00165,2025-11-07,550000,3
O0000616,C00166,2024-02-07,134000,2
O0000617,C00167,2023-06-10,728000,3
O0000618,C00167,2023-06-27,164000,1
O0000619,C00167,2023-06-30,279000,3
O0000620,C00167,2023-07-13,971000,4
O0000621,C00167,2023-07-17,108000,1
O0000622,C00167,2023-08-14,130000,1
O0000623,C00167,2023-08-17,50000,1
O0000624,C00167,2023-08-21,263000,1
O0000625,C00167,2023-08-23,463000,3
O0000626,C00168,2025-05-22,1480000,3
O0000627,C00168,2025-07-08,356000,2
O0000628,C00168,2025-07-11,86000,1
O0000629,C00168,2025-07-21,470000,3
O0000630,C00168,2025-07-24,419000,2
O0000631,C00169,2024-05-26,548000,2
O0000632,C00169,2024-06-16,132000,1
O0000633,C00169,2024-06-21,158000,1
O0000634,C00169,2024-06-22,1904000,5
O0000635,C00169,2024-07-12,188000,1
O0000636,C00169,2024-07-15,623000,4
O0000637,C00169,2024-07-24,567000,5
O0000638,C00169,2024-07-28,249000,1
O0000639,C00170,2025-07-17,56000,1
O0000640,C00171,2024-07-06,267000,1
O0000641,C00171,2024-07-22,154000,2
O0000642,C00171,2024-08-26,670000,2
O0000643,C00172,2023-12-10,194000,2
O0000644,C00172,2023-12-13,748000,3
O0000645,C00172,2024-01-01,183000,2
O0000646,C00172,2024-01-19,844000,5
O0000647,C00173,2025-06-27,108000,1
O0000648,C00173,2025-08-13,230000,1
O0000649,C00174,2024-10-02,297000,2
O0000650,C00175,2024-05-08,434000,2
O0000651,C00175,2024-06-12,1154000,2
O0000652,C00175,2024-06-24,1250000,2
O0000653,C00176,2023-05-31,127000,1
O0000654,C00177,2023-09-20,230000,1
O0000655,C00178,2023-06-01,116000,1
O0000656,C00178,2023-06-04,573000,4
O0000657,C00178,2023-06-09,683000,5
O0000658,C00178,2023-06-14,811000,5
O0000659,C00178,2023-06-20,527000,3
O0000660,C00178,2023-07-10,594000,5
O0000661,C00178,2023-07-17,69000,1
