date,daily_revenue_order,daily_revenue_line,weekday,month,year,is_weekend,is_holiday_window,season_autumn,season_spring,season_summer,season_winter,daily_revenue_order_lag_1,daily_revenue_order_lag_7,daily_revenue_order_lag_14,daily_revenue_order_roll_mean_7,daily_revenue_order_roll_mean_28,daily_revenue_line_lag_1,daily_revenue_line_lag_7,daily_revenue_line_lag_14,daily_revenue_line_roll_mean_7,daily_revenue_line_roll_mean_28
2019-01-25,14481032.39,14481032.389999999,4,1,2019,0,0,False,False,False,True,14334648.21,5998762.54,9740114.76,11702403.872857142,0.0,14334648.21,5998762.54,9740114.76,11702403.872857142,0.0
2019-01-26,12897516.4,12897516.4,5,1,2019,1,0,False,False,False,True,14481032.39,15079508.18,20977569.43,12914156.708571428,0.0,14481032.389999999,15079508.18,20977569.43,12914156.708571428,0.0
2019-01-27,11720210.879999999,11720210.88,6,1,2019,1,0,False,False,False,True,12897516.4,9923120.84,14308568.6,12602443.597142858,0.0,12897516.4,9923120.84,14308568.6,12602443.597142858,0.0
2019-01-28,8284606.46,8284606.46,0,1,2019,0,0,False,False,False,True,11720210.879999999,10474379.49,14787225.41,12859170.745714286,0.0,11720210.88,10474379.49,14787225.41,12859170.745714286,0.0
2019-01-29,9881842.709999999,9881842.709999999,1,1,2019,0,0,False,False,False,True,8284606.46,8912613.15,10610861.89,12546346.027142858,12377890.367500002,8284606.46,8912613.15,10610861.89,12546346.027142858,12377890.367500002
2019-01-30,12114326.27,12114326.27,2,1,2019,0,0,False,False,False,True,9881842.709999999,17193794.7,9363284.88,12684807.392857144,12114548.706428573,9881842.709999999,17193794.7,9363284.88,12684807.392857144,12114548.706428573
2019-01-31,14301778.84,14301778.84,3,1,2019,0,0,False,False,False,True,12114326.27,14334648.21,10818656.58,11959169.045714285,12117509.346071428,12114326.27,14334648.21,10818656.58,11959169.045714285,12117509.346071428
2019-02-01,16614306.19,16614306.19,4,2,2019,0,0,False,False,False,True,14301778.84,14481032.39,5998762.54,11954473.421428572,12043691.780714286,14301778.84,14481032.389999999,5998762.54,11954473.421428572,12043691.780714286
2019-02-02,12259610.73,12259610.73,5,2,2019,1,0,False,False,False,True,16614306.19,12897516.4,15079508.18,12259226.82142857,12074418.275714288,16614306.19,12897516.4,15079508.18,12259226.82142857,12074418.275714288
2019-02-03,20910478.33,20910478.33,6,2,2019,1,0,False,False,False,True,12259610.73,11720210.879999999,9923120.84,12168097.44,12178761.913571429,12259610.73,11720210.88,9923120.84,12168097.44,12178761.913571429
2019-02-04,7644944.6899999995,7644944.69,0,2,2019,0,0,False,False,False,True,20910478.33,8284606.46,10474379.49,13480992.790000001,12309614.633214286,20910478.33,8284606.46,10474379.49,13480992.790000001,12309614.633214286
2019-02-05,5831483.55,5831483.55,1,2,2019,0,0,False,False,False,True,7644944.6899999995,9881842.709999999,8912613.15,13389612.537142856,12161550.065357145,7644944.69,9881842.709999999,8912613.15,13389612.537142856,12161550.065357143
2019-02-06,6567096.81,6567096.8100000005,2,2,2019,0,0,False,False,False,True,5831483.55,12114326.27,17193794.7,12810989.799999999,12015322.453214288,5831483.55,12114326.27,17193794.7,12810989.799999999,12015322.453214286
2019-02-07,8945994.54,8945994.54,3,2,2019,0,0,False,False,False,True,6567096.81,14301778.84,14334648.21,12018528.448571429,11986251.090714287,6567096.8100000005,14301778.84,14334648.21,12018528.448571429,11986251.090714287
2019-02-08,8001953.73,8001953.73,4,2,2019,0,0,False,False,False,True,8945994.54,16614306.19,14481032.39,11253416.405714286,11963512.051785713,8945994.54,16614306.19,14481032.389999999,11253416.405714286,11963512.051785713
2019-02-09,18043863.2,18043863.2,5,2,2019,1,0,False,False,False,True,8001953.73,12259610.73,12897516.4,10023080.34,11901434.872142857,8001953.73,12259610.73,12897516.4,10023080.34,11901434.872142857
2019-02-10,14873491.15,14873491.15,6,2,2019,1,0,False,False,False,True,18043863.2,20910478.33,11720210.879999999,10849402.12142857,11796659.649642857,18043863.2,20910478.33,11720210.88,10849402.12142857,11796659.649642857
2019-02-11,20807909.97,20807909.97,0,2,2019,0,1,False,False,False,True,14873491.15,7644944.6899999995,8284606.46,9986975.381428571,11816835.454999998,14873491.15,7644944.69,8284606.46,9986975.381428571,11816835.454999998
2019-02-12,13548415.77,13548415.77,1,2,2019,0,1,False,False,False,True,20807909.97,5831483.55,9881842.709999999,11867398.992857141,12031859.903571429,20807909.97,5831483.55,9881842.709999999,11867398.992857143,12031859.903571429
2019-02-13,17908944.49,17908944.49,2,2,2019,0,1,False,False,False,True,13548415.77,6567096.81,12114326.27,12969817.881428571,12136772.542142857,13548415.77,6567096.8100000005,12114326.27,12969817.881428571,12136772.542142857
2019-02-14,20896426.57,20896426.57,3,2,2019,0,1,False,False,False,True,17908944.49,8945994.54,14301778.84,14590081.835714284,12441974.671071427,17908944.49,8945994.54,14301778.84,14590081.835714284,12441974.671071427
2019-02-15,18588961.830000002,18588961.83,4,2,2019,0,1,False,False,False,True,20896426.57,8001953.73,16614306.19,16297286.41142857,12801895.027857142,20896426.57,8001953.73,16614306.19,16297286.41142857,12801895.027857142
2019-02-16,16813911.87,16813911.87,5,2,2019,1,1,False,False,False,True,18588961.830000002,18043863.2,12259610.73,17809716.14,13251545.0025,18588961.83,18043863.2,12259610.73,17809716.14,13251545.002500001
2019-02-17,20046369.02,20046369.02,6,2,2019,1,1,False,False,False,True,16813911.87,14873491.15,20910478.33,17634008.807142857,13313487.99142857,16813911.87,14873491.15,20910478.33,17634008.807142857,13313487.99142857
2019-02-18,13431813.36,13431813.36,0,2,2019,0,0,False,False,False,True,20046369.02,20807909.97,7644944.6899999995,18372991.36,13675032.569285715,20046369.02,20807909.97,7644944.69,18372991.36,13675032.569285715
2019-02-19,5996301.92,5996301.92,1,2,2019,0,0,False,False,False,True,13431813.36,13548415.77,5831483.55,17319263.272857144,13780655.207499998,13431813.36,13548415.77,5831483.55,17319263.27285714,13780655.207499998
2019-02-20,8599912.63,8599912.629999999,2,2,2019,0,0,False,False,False,True,5996301.92,17908944.49,6567096.81,16240389.865714286,13676501.235,5996301.92,17908944.49,6567096.8100000005,16240389.865714286,13676501.235
2019-02-21,5134845.5,5134845.5,3,2,2019,0,0,False,False,False,True,8599912.63,20896426.57,8945994.54,14910528.171428572,13369576.875357142,8599912.629999999,20896426.57,8945994.54,14910528.17142857,13369576.875357142
2019-02-22,16013802.14,16013802.14,4,2,2019,0,0,False,False,False,True,5134845.5,18588961.830000002,8001953.73,12658873.732857142,13041012.492857141,5134845.5,18588961.83,8001953.73,12658873.732857142,13041012.492857141
2019-02-23,19360780.22,19360780.22,5,2,2019,1,0,False,False,False,True,16013802.14,16813911.87,18043863.2,12290993.777142856,13095754.269642856,16013802.14,16813911.87,18043863.2,12290993.777142856,13095754.269642858
2019-02-24,17696284.8,17696284.8,6,2,2019,1,0,False,False,False,True,19360780.22,20046369.02,14873491.15,12654832.112857142,13326585.120357143,19360780.22,20046369.02,14873491.15,12654832.112857142,13326585.120357143
2019-02-25,17432984.43,17432984.43,0,2,2019,0,0,False,False,False,True,17696284.8,13431813.36,20807909.97,12319105.795714285,13540016.331785714,17696284.8,13431813.36,20807909.97,12319105.795714285,13540016.331785714
2019-02-26,11396841.83,11396841.83,1,2,2019,0,0,False,False,False,True,17432984.43,5996301.92,13548415.77,12890701.662857143,13866744.11642857,17432984.43,5996301.92,13548415.77,12890701.662857143,13866744.11642857
2019-02-27,10534055.889999999,10534055.89,2,2,2019,0,0,False,False,False,True,11396841.83,8599912.63,17908944.49,13662207.364285713,13920851.227857143,11396841.83,8599912.629999999,17908944.49,13662207.364285713,13920851.227857143
2019-02-28,10711682.25,10711682.25,3,2,2019,0,0,False,False,False,True,10534055.889999999,5134845.5,20896426.57,13938513.544285715,13864413.0,10534055.89,5134845.5,20896426.57,13938513.544285715,13864413.0
2019-03-01,9649718.12,9649718.12,4,3,2019,0,0,False,True,False,False,10711682.25,16013802.14,18588961.830000002,14735204.50857143,13736195.264642855,10711682.25,16013802.14,18588961.83,14735204.50857143,13736195.264642855
2019-03-02,15630363.11,15630363.11,5,3,2019,1,0,False,True,False,False,9649718.12,19360780.22,16813911.87,13826049.648571428,13487459.97642857,9649718.12,19360780.22,16813911.87,13826049.648571428,13487459.97642857
2019-03-03,17319766.71,17319766.71,6,3,2019,1,0,False,True,False,False,15630363.11,17696284.8,20046369.02,13293132.918571427,13607843.99,15630363.11,17696284.8,20046369.02,13293132.91857143,13607843.99
2019-03-04,12933416.98,12933416.98,0,3,2019,0,0,False,True,False,False,17319766.71,17432984.43,13431813.36,13239344.620000001,13479604.289285714,17319766.71,17432984.43,13431813.36,13239344.620000001,13479604.289285714
2019-03-05,24457853.33,24457853.33,1,3,2019,0,1,False,True,False,False,12933416.98,11396841.83,5996301.92,12596549.27,13668478.299642857,12933416.98,11396841.83,5996301.92,12596549.27,13668478.299642857
2019-03-06,23398135.18,23398135.18,2,3,2019,0,1,False,True,False,False,24457853.33,10534055.889999999,8599912.63,14462408.055714285,14333705.791785713,24457853.33,10534055.89,8599912.629999999,14462408.055714285,14333705.791785713
2019-03-07,20776946.85,20776946.85,3,3,2019,0,1,False,True,False,False,23398135.18,10711682.25,5134845.5,16300133.668571427,14934814.304999998,23398135.18,10711682.25,5134845.5,16300133.668571427,14934814.304999998
2019-03-08,18986073.13,18986073.13,4,3,2019,0,1,False,True,False,False,20776946.85,9649718.12,16013802.14,17738028.61142857,15357348.31607143,20776946.85,9649718.12,16013802.14,17738028.61142857,15357348.31607143
2019-03-09,23108951.46,23108951.46,5,3,2019,1,1,False,True,False,False,18986073.13,15630363.11,19360780.22,19071793.612857144,15749638.294642856,18986073.13,15630363.11,19360780.22,19071793.61285714,15749638.294642856
2019-03-10,17690283.26,17690283.26,6,3,2019,1,1,False,True,False,False,23108951.46,17319766.71,17696284.8,20140163.377142858,15930534.30392857,23108951.46,17319766.71,17696284.8,20140163.377142858,15930534.30392857
2019-03-11,19197582.66,19197582.66,0,3,2019,0,1,False,True,False,False,17690283.26,12933416.98,17432984.43,20193094.312857144,16031134.022142857,17690283.26,12933416.98,17432984.43,20193094.312857144,16031134.022142857
2019-03-12,10993927.620000001,10993927.62,1,3,2019,0,0,False,True,False,False,19197582.66,24457853.33,11396841.83,21087975.124285717,15973622.3325,19197582.66,24457853.33,11396841.83,21087975.124285717,15973622.3325
2019-03-13,17019475.06,17019475.06,2,3,2019,0,0,False,True,False,False,10993927.620000001,23398135.18,10534055.889999999,19164557.165714286,15882390.612857144,10993927.62,23398135.18,10534055.89,19164557.165714286,15882390.612857144
2019-03-14,15459240.43,15459240.43,3,3,2019,0,0,False,True,False,False,17019475.06,20776946.85,10711682.25,18253320.005714286,15850623.8475,17019475.06,20776946.85,10711682.25,18253320.005714286,15850623.8475
2019-03-15,7935551.659999999,7935551.66,4,3,2019,0,0,False,True,False,False,15459240.43,18986073.13,9649718.12,17493647.66,15656438.628214287,15459240.43,18986073.13,9649718.12,17493647.66,15656438.628214287
2019-03-16,10547019.53,10547019.53,5,3,2019,1,0,False,True,False,False,7935551.659999999,23108951.46,15630363.11,15915001.735714287,15275959.69357143,7935551.66,23108951.46,15630363.11,15915001.735714287,15275959.693571428
2019-03-17,20025944.33,20025944.33,6,3,2019,1,0,False,True,False,False,10547019.53,17690283.26,17319766.71,14120440.031428572,15052142.110000001,10547019.53,17690283.26,17319766.71,14120440.031428572,15052142.110000001
2019-03-18,9498305.42,9498305.42,0,3,2019,0,0,False,True,False,False,20025944.33,19197582.66,12933416.98,14454105.898571428,15051412.656785714,20025944.33,19197582.66,12933416.98,14454105.898571428,15051412.656785714
2019-03-19,10493839.93,10493839.93,1,3,2019,0,0,False,True,False,False,9498305.42,10993927.620000001,24457853.33,13068494.864285713,14910930.230357144,9498305.42,10993927.62,24457853.33,13068494.864285713,14910930.230357142
2019-03-20,12037539.52,12037539.52,2,3,2019,0,0,False,True,False,False,10493839.93,17019475.06,23398135.18,12997053.765714286,15071556.587857142,10493839.93,17019475.06,23398135.18,12997053.765714286,15071556.587857142
2019-03-21,15082045.64,15082045.64,3,3,2019,0,0,False,True,False,False,12037539.52,15459240.43,20776946.85,12285348.688571427,15194328.976785716,12037539.52,15459240.43,20776946.85,12285348.688571427,15194328.976785716
2019-03-22,14340154.219999999,14340154.22,4,3,2019,0,0,False,True,False,False,15082045.64,7935551.659999999,18986073.13,12231463.718571426,15549586.124642858,15082045.64,7935551.66,18986073.13,12231463.718571426,15549586.124642858
2019-03-23,15726412.34,15726412.34,5,3,2019,1,0,False,True,False,False,14340154.219999999,10547019.53,23108951.46,13146406.94142857,15489812.98464286,14340154.22,10547019.53,23108951.46,13146406.94142857,15489812.984642858
2019-03-24,18877219.18,18877219.18,6,3,2019,1,0,False,True,False,False,15726412.34,20025944.33,17690283.26,13886320.200000001,15360014.131785715,15726412.34,20025944.33,17690283.26,13886320.2,15360014.131785715
2019-03-25,12067420.53,12067420.53,0,3,2019,0,0,False,True,False,False,18877219.18,9498305.42,19197582.66,13722216.607142856,15402190.359642858,18877219.18,9498305.42,19197582.66,13722216.607142856,15402190.359642858
2019-03-26,10934003.54,10934003.540000001,1,3,2019,0,0,False,True,False,False,12067420.53,10493839.93,10993927.620000001,14089233.051428571,15210563.077499999,12067420.53,10493839.93,10993927.62,14089233.051428571,15210563.077499999
2019-03-27,14787677.32,14787677.32,2,3,2019,0,0,False,True,False,False,10934003.54,12037539.52,17019475.06,14152113.567142857,15194033.138571428,10934003.540000001,12037539.52,17019475.06,14152113.567142857,15194033.138571428
2019-03-28,12893212.24,12893212.24,3,3,2019,0,0,False,True,False,False,14787677.32,15082045.64,15459240.43,14544990.395714285,15345948.189642858,14787677.32,15082045.64,15459240.43,14544990.395714287,15345948.189642858
2019-03-29,13132184.16,13132184.16,4,3,2019,0,0,False,True,False,False,12893212.24,14340154.219999999,7935551.659999999,14232299.91,15423859.975,12893212.24,14340154.22,7935551.66,14232299.91,15423859.975
2019-03-30,21162701.84,21162701.84,5,3,2019,1,0,False,True,False,False,13132184.16,15726412.34,10547019.53,14059732.75857143,15548233.762142858,13132184.16,15726412.34,10547019.53,14059732.75857143,15548233.762142858
2019-03-31,20849410.67,20849410.67,6,3,2019,1,0,False,True,False,False,21162701.84,18877219.18,20025944.33,14836345.544285715,15745817.288214285,21162701.84,18877219.18,20025944.33,14836345.544285715,15745817.288214285
2019-04-01,12766671.68,12766671.68,0,4,2019,0,0,False,True,False,False,20849410.67,12067420.53,9498305.42,15118087.185714286,15871876.001071429,20849410.67,12067420.53,9498305.42,15118087.185714286,15871876.001071429
2019-04-02,16498109.19,16498109.19,1,4,2019,0,0,False,True,False,False,12766671.68,10934003.54,10493839.93,15217980.207142858,15865920.811785715,12766671.68,10934003.540000001,10493839.93,15217980.20714286,15865920.811785715
2019-04-03,15863087.04,15863087.04,2,4,2019,0,0,False,True,False,False,16498109.19,14787677.32,12037539.52,16012852.442857143,15581644.235357145,16498109.19,14787677.32,12037539.52,16012852.442857144,15581644.235357145
2019-04-04,11167957.17,11167957.17,3,4,2019,0,0,False,True,False,False,15863087.04,12893212.24,15082045.64,16166482.402857143,15312535.373214286,15863087.04,12893212.24,15082045.64,16166482.402857142,15312535.373214286
2019-04-05,13541237.85,13541237.85,4,4,2019,0,0,False,True,False,False,11167957.17,13132184.16,14340154.219999999,15920017.392857144,14969357.170357142,11167957.17,13132184.16,14340154.22,15920017.392857144,14969357.170357142
2019-04-06,19160613.51,19160613.51,5,4,2019,1,0,False,True,False,False,13541237.85,21162701.84,15726412.34,15978453.634285714,14774898.7675,13541237.85,21162701.84,15726412.34,15978453.634285714,14774898.7675
2019-04-07,18181364.24,18181364.24,6,4,2019,1,0,False,True,False,False,19160613.51,20849410.67,18877219.18,15692441.015714286,14633886.697857143,19160613.51,20849410.67,18877219.18,15692441.015714286,14633886.697857143
2019-04-08,14139230.129999999,14139230.129999999,0,4,2019,0,0,False,True,False,False,18181364.24,12766671.68,12067420.53,15311291.525714284,14651425.304285716,18181364.24,12766671.68,12067420.53,15311291.525714284,14651425.304285716
2019-04-09,8744518.61,8744518.61,1,4,2019,0,0,False,True,False,False,14139230.129999999,16498109.19,10934003.54,15507371.304285714,14470769.856785715,14139230.129999999,16498109.19,10934003.540000001,15507371.304285714,14470769.856785715
2019-04-10,21841400.95,21841400.95,2,4,2019,0,0,False,True,False,False,8744518.61,15863087.04,14787677.32,14399715.507142859,14390433.820714284,8744518.61,15863087.04,14787677.32,14399715.507142855,14390433.820714284
2019-04-11,18282678.9,18282678.9,3,4,2019,0,0,False,True,False,False,21841400.95,11167957.17,12893212.24,15253760.35142857,14562645.459642857,21841400.95,11167957.17,12893212.24,15253760.35142857,14562645.459642857
2019-04-12,11981466.4,11981466.4,4,4,2019,0,0,False,True,False,False,18282678.9,13541237.85,13132184.16,16270149.17,14663482.547857141,18282678.9,13541237.85,13132184.16,16270149.17,14663482.547857141
2019-04-13,15564216.73,15564216.73,5,4,2019,1,0,False,True,False,False,11981466.4,19160613.51,21162701.84,16047324.677142857,14807979.502857143,11981466.4,19160613.51,21162701.84,16047324.677142857,14807979.502857143
2019-04-14,23027531.12,23027531.12,6,4,2019,1,0,False,True,False,False,15564216.73,18181364.24,20849410.67,15533553.708571428,14987165.117142856,15564216.73,18181364.24,20849410.67,15533553.708571428,14987165.117142856
2019-04-15,16968446.91,16968446.91,0,4,2019,0,0,False,True,False,False,23027531.12,14139230.129999999,12766671.68,16225863.262857143,15094364.645357143,23027531.12,14139230.129999999,12766671.68,16225863.262857143,15094364.645357143
2019-04-16,15869869.52,15869869.52,1,4,2019,0,0,False,True,False,False,16968446.91,8744518.61,16498109.19,16630037.08857143,15361155.412857143,16968446.91,8744518.61,16498109.19,16630037.08857143,15361155.412857143
2019-04-17,11312969.58,11312969.58,2,4,2019,0,0,False,True,False,False,15869869.52,21841400.95,15863087.04,17647944.36142857,15553156.469642859,15869869.52,21841400.95,15863087.04,17647944.36142857,15553156.469642859
2019-04-18,9654804.23,9654804.23,3,4,2019,0,0,False,True,False,False,11312969.58,18282678.9,11167957.17,16143882.737142859,15527278.971785713,11312969.58,18282678.9,11167957.17,16143882.737142859,15527278.971785713
2019-04-19,7342538.84,7342538.84,4,4,2019,0,0,False,True,False,False,9654804.23,11981466.4,13541237.85,14911329.212857142,15333448.921428572,9654804.23,11981466.4,13541237.85,14911329.212857142,15333448.921428572
2019-04-20,23962097.1,23962097.1,5,4,2019,1,0,False,True,False,False,7342538.84,15564216.73,19160613.51,14248625.275714288,15083534.08642857,7342538.84,15564216.73,19160613.51,14248625.275714288,15083534.08642857
2019-04-21,13781070.73,13781070.73,6,4,2019,1,0,False,True,False,False,23962097.1,23027531.12,18181364.24,15448322.471428573,15377665.685,23962097.1,23027531.12,18181364.24,15448322.471428573,15377665.685
2019-04-22,12218559.91,12218559.91,0,4,2019,0,0,False,True,False,False,13781070.73,16968446.91,14139230.129999999,14127399.558571428,15195660.383214286,13781070.73,16968446.91,14139230.129999999,14127399.558571428,15195660.383214286
2019-04-23,11862801.33,11862801.33,1,4,2019,0,0,False,True,False,False,12218559.91,15869869.52,8744518.61,13448844.272857143,15201058.218214286,12218559.91,15869869.52,8744518.61,13448844.272857143,15201058.218214286
2019-04-24,15927938.05,15927938.05,2,4,2019,0,0,False,True,False,False,11862801.33,11312969.58,21841400.95,12876405.959999999,15234229.567857143,11862801.33,11312969.58,21841400.95,12876405.959999999,15234229.567857143
2019-04-25,15613198.32,15613198.32,3,4,2019,0,0,False,True,False,False,15927938.05,9654804.23,18282678.9,13535687.17,15274953.165357143,15927938.05,9654804.23,18282678.9,13535687.17,15274953.165357143
2019-04-26,24694719.92,24694719.919999998,4,4,2019,0,0,False,True,False,False,15613198.32,7342538.84,11981466.4,14386886.325714286,15372095.525357142,15613198.32,7342538.84,11981466.4,14386886.325714286,15372095.525357142
2019-04-27,32752853.43,32752853.43,5,4,2019,1,1,False,True,False,False,24694719.92,23962097.1,15564216.73,16865769.33714286,15785043.231071427,24694719.919999998,23962097.1,15564216.73,16865769.33714286,15785043.231071427
2019-04-28,35082761.8,35082761.8,6,4,2019,1,1,False,True,False,False,32752853.43,13781070.73,23027531.12,18121591.67,16198977.216428572,32752853.43,13781070.73,23027531.12,18121591.669999998,16198977.216428572
2019-04-29,18888236.92,18888236.919999998,0,4,2019,0,1,False,True,False,False,35082761.8,12218559.91,16968446.91,21164690.394285712,16707311.185357142,35082761.8,12218559.91,16968446.91,21164690.394285712,16707311.185357142
2019-04-30,23720688.1,23720688.1,1,4,2019,0,1,False,True,False,False,18888236.92,11862801.33,15869869.52,22117501.395714287,16925938.51535714,18888236.919999998,11862801.33,15869869.52,22117501.395714287,16925938.51535714
2019-05-01,17925656.72,17925656.72,2,5,2019,0,1,False,True,False,False,23720688.1,15927938.05,11312969.58,23811485.22,17183887.762142856,23720688.1,15927938.05,11312969.58,23811485.22,17183887.762142856
2019-05-02,16354035.0,16354035.0,3,5,2019,0,1,False,True,False,False,17925656.72,15613198.32,9654804.23,24096873.601428572,17257550.965,17925656.72,15613198.32,9654804.23,24096873.601428572,17257550.965
2019-05-03,14178284.52,14178284.52,4,5,2019,0,1,False,True,False,False,16354035.0,24694719.92,7342538.84,24202707.41285714,17442768.030357145,16354035.0,24694719.919999998,7342538.84,24202707.41285714,17442768.03035714
2019-05-04,32666146.34,32666146.34,5,5,2019,1,1,False,True,False,False,14178284.52,32752853.43,23962097.1,22700359.49857143,17465519.697142858,14178284.52,32752853.43,23962097.1,22700359.49857143,17465519.697142858
2019-05-05,28529646.96,28529646.96,6,5,2019,1,0,False,True,False,False,32666146.34,35082761.8,13781070.73,22687972.771428574,17947860.15535714,32666146.34,35082761.8,13781070.73,22687972.771428566,17947860.15535714
2019-05-06,14822383.53,14822383.53,0,5,2019,0,0,False,True,False,False,28529646.96,18888236.92,12218559.91,21751813.508571427,18317441.681071427,28529646.96,18888236.919999998,12218559.91,21751813.508571427,18317441.681071427
2019-05-07,12787015.57,12787015.57,1,5,2019,0,0,False,True,False,False,14822383.53,23720688.1,11862801.33,21170977.31,18341840.016785715,14822383.53,23720688.1,11862801.33,21170977.310000002,18341840.016785715
2019-05-08,12780237.87,12780237.87,2,5,2019,0,0,False,True,False,False,12787015.57,17925656.72,15927938.05,19609024.091428574,18486214.908214286,12787015.57,17925656.72,15927938.05,19609024.09142857,18486214.908214286
2019-05-09,7779541.859999999,7779541.86,3,5,2019,0,0,False,True,False,False,12780237.87,16354035.0,15613198.32,18873964.255714286,18162601.94107143,12780237.87,16354035.0,15613198.32,18873964.255714286,18162601.94107143
2019-05-10,20690898.1,20690898.1,4,5,2019,0,0,False,True,False,False,7779541.859999999,14178284.52,24694719.92,17649036.664285712,17787489.90392857,7779541.86,14178284.52,24694719.919999998,17649036.664285712,17787489.90392857
