order_id,customer_id,product_id,product_name,category,unit_price,quantity,line_value
O0000023,C00008,7f9d30c3-dcc2-4571-a427-6e1d1c4159a1,unknown,Chưa rõ,106000,2,212000
O0000023,C00008,420e1b2d-96fe-491a-9bcb-838937ccac78,unknown,Chưa rõ,258000,1,258000
O0000024,C00008,07d8197e-c38c-40c8-85da-6fd68a3ba29a,unknown,Chưa rõ,69000,1,69000
O0000025,C00008,5cc6f248-00ff-4528-a325-1ebd742d12ec,unknown,Chưa rõ,189000,1,189000
O0000026,C00008,26ce5d00-3e81-4d24-8c3c-2404591ad5af,unknown,Chưa rõ,125000,2,250000
O0000026,C00008,97a59ebf-8433-4f8a-adbf-ba7480747216,unknown,Chưa rõ,194000,1,194000
O0000027,C00008,15a4b65d-808d-4310-b691-410b13e559a2,unknown,Chưa rõ,210000,1,210000
O0000028,C00008,521833f0-f0e7-4385-846f-c2c38313b783,unknown,Chưa rõ,109000,1,109000
O0000029,C00009,b623c7ec-bfa1-4be0-a1b6-8838ed7a8e49,unknown,Chưa rõ,49000,1,49000
O0000029,C00009,ea6ecdd7-e7e7-4668-b374-7f2f47423ac2,unknown,Chưa rõ,311000,1,311000
O0000029,C00009,4a173292-8cfc-4783-840f-c07db06f39ae,unknown,Chưa rõ,625000,2,1250000
O0000029,C00009,07d8197e-c38c-40c8-85da-6fd68a3ba29a,unknown,Chưa rõ,69000,1,69000
O0000030,C00010,136a08eb-9c63-4acd-942b-d17973838985,unknown,Chưa rõ,625000,2,1250000
O0000030,C00010,1a199280-e63b-4ad2-9b29-abc36e917dc6,unknown,Chưa rõ,257000,1,257000
O0000031,C00011,dbada5a6-817c-48dd-841d-f327e42cd01a,unknown,Chưa rõ,625000,2,1250000
O0000032,C00012,5cc6f248-00ff-4528-a325-1ebd742d12ec,unknown,Chưa rõ,189000,1,189000
O0000032,C00012,dbd67070-b6e6-49aa-abce-e577eee4c7c4,unknown,Chưa rõ,77000,1,77000
O0000033,C00013,075fed30-08ae-44d6-b68b-432e3a4cf84a,unknown,Chưa rõ,27000,1,27000
O0000033,C00013,ea6ecdd7-e7e7-4668-b374-7f2f47423ac2,unknown,Chưa rõ,311000,1,311000
O0000033,C00013,a1423d7b-e7e7-46b3-84cd-9cc686567fc6,unknown,Chưa rõ,147000,1,147000
O0000034,C00013,26ce5d00-3e81-4d24-8c3c-2404591ad5af,unknown,Chưa rõ,125000,1,125000
O0000035,C00013,c6d0db78-3341-4615-918d-57439dfb047c,unknown,Chưa rõ,215000,1,215000
O0000035,C00013,e1df07c2-c123-49d1-9de3-e836c03452a9,unknown,Chưa rõ,69000,1,69000
O0000036,C00014,7c5c7aee-7f2a-4554-9682-dd7291ebb33e,unknown,Chưa rõ,248000,1,248000
O0000037,C00014,63f31897-3b50-47ce-97c5-616b6039ab6b,unknown,Chưa rõ,69000,1,69000
O0000037,C00014,7c5c7aee-7f2a-4554-9682-dd7291ebb33e,unknown,Chưa rõ,248000,1,248000
O0000037,C00014,cfd03bb1-7607-4f84-ab3b-a59ab7be6349,unknown,Chưa rõ,56000,1,56000
O0000038,C00014,21085931-e053-4570-a707-ea6ed4abbefb,unknown,Chưa rõ,49000,1,49000
O0000038,C00014,089a9c40-e0b6-4056-8ca8-98cd4ccb1009,unknown,Chưa rõ,175000,1,175000
O0000038,C00014,4a173292-8cfc-4783-840f-c07db06f39ae,unknown,Chưa rõ,625000,2,1250000
O0000038,C00014,b7132765-513a-4c2b-a7f8-f65edf8c121d,unknown,Chưa rõ,175000,1,175000
O0000039,C00014,b7132765-513a-4c2b-a7f8-f65edf8c121d,unknown,Chưa rõ,175000,1,175000
O0000040,C00014,cfd03bb1-7607-4f84-ab3b-a59ab7be6349,unknown,Chưa rõ,56000,1,56000
O0000040,C00014,075fed30-08ae-44d6-b68b-432e3a4cf84a,unknown,Chưa rõ,27000,1,27000
O0000041,C00015,644aa450-2679-436b-8cab-9a40cbaa8c15,unknown,Chưa rõ,181000,1,181000
O0000041,C00015,fad509cd-e996-4f54-b9f8-6359d05c0be1,unknown,Chưa rõ,174000,1,174000
O0000042,C00016,89377be7-b971-415c-8f6f-b2415d9840b5,unknown,Chưa rõ,86000,2,172000
O0000042,C00016,03a5513e-b022-4ebb-b076-950d2bdb33ee,unknown,Chưa rõ,230000,1,230000
O0000043,C00016,7f9d30c3-dcc2-4571-a427-6e1d1c4159a1,unknown,Chưa rõ,106000,2,212000
O0000044,C00017,b201553d-821d-482b-85ce-18fbaea91c8a,unknown,Chưa rõ,249000,1,249000
O0000044,C00017,a1423d7b-e7e7-46b3-84cd-9cc686567fc6,unknown,Chưa rõ,147000,1,147000
O0000044,C00017,c482e41e-8b28-4dcd-a117-ef3b3a06fb20,unknown,Chưa rõ,90000,1,90000
O0000045,C00018,54a728a0-ab03-49d5-9eca-ae36adff8507,unknown,Chưa rõ,286000,1,286000
O0000046,C00018,03a5513e-b022-4ebb-b076-950d2bdb33ee,unknown,Chưa rõ,230000,1,230000
O0000047,C00018,df83e309-3a6e-477b-b92e-fe9fda974a1e,unknown,Chưa rõ,141000,1,141000
O0000048,C00018,fad509cd-e996-4f54-b9f8-6359d05c0be1,unknown,Chưa rõ,174000,1,174000
O0000048,C00018,1b91f860-0937-4540-8b2c-aaf8d18c0034,unknown,Chưa rõ,77000,1,77000
O0000048,C00018,21085931-e053-4570-a707-ea6ed4abbefb,unknown,Chưa rõ,49000,2,98000
O0000049,C00019,9dd75fca-4892-4423-852c-e76d8598f478,unknown,Chưa rõ,193000,1,193000
O0000049,C00019,ff0a6e33-a51c-498b-88f5-92f2a334ec22,unknown,Chưa rõ,68000,1,68000
O0000050,C00019,55349f36-9244-438a-b5f9-3ac5b18b1f2f,unknown,Chưa rõ,263000,2,526000
O0000050,C00019,aed8d280-3acd-4ec8-ac52-b60da87f6a95,unknown,Chưa rõ,50000,1,50000
O0000051,C00019,19329c16-6550-4b78-8ef3-4d8bb13da066,unknown,Chưa rõ,59000,1,59000
O0000051,C00019,abb0c850-3fc1-4f03-acd3-ce8a38d26e69,unknown,Chưa rõ,249000,1,249000
O0000051,C00019,a383e733-de38-45df-903f-88acfda615d1,unknown,Chưa rõ,90000,2,180000
O0000051,C00019,0e319247-8c70-46a0-91b4-8dd8eefd4c85,unknown,Chưa rõ,307000,2,614000
O0000052,C00019,420e1b2d-96fe-491a-9bcb-838937ccac78,unknown,Chưa rõ,258000,1,258000
O0000052,C00019,a1423d7b-e7e7-46b3-84cd-9cc686567fc6,unknown,Chưa rõ,147000,2,294000
O0000053,C00019,abb0c850-3fc1-4f03-acd3-ce8a38d26e69,unknown,Chưa rõ,249000,1,249000
O0000053,C00019,f7235c62-c436-4f85-b7b5-d5bbf903d0d2,unknown,Chưa rõ,188000,1,188000
O0000053,C00019,1897e1c5-4b2a-4125-ba70-f06507987f1a,unknown,Chưa rõ,116000,1,116000
O0000053,C00019,24c2bc58-6ee6-4a44-8e58-83992fe0566b,unknown,Chưa rõ,56000,1,56000
O0000054,C00020,b7df484e-c239-4a16-8cf2-b9fca987b3f4,unknown,Chưa rõ,154000,1,154000
O0000055,C00021,26ce5d00-3e81-4d24-8c3c-2404591ad5af,unknown,Chưa rõ,125000,1,125000
O0000055,C00021,1a199280-e63b-4ad2-9b29-abc36e917dc6,unknown,Chưa rõ,257000,1,257000
O0000056,C00021,8f3f129d-3a04-4c68-81e7-82547dead958,unknown,Chưa rõ,66000,2,132000
O0000056,C00021,8666b065-2845-428d-899c-9ff9ae7ba2a7,unknown,Chưa rõ,195000,2,390000
O0000057,C00021,c6d0db78-3341-4615-918d-57439dfb047c,unknown,Chưa rõ,215000,1,215000
O0000058,C00021,bd939fbd-42a6-42d5-8c8b-6380667d280c,unknown,Chưa rõ,168000,1,168000
O0000058,C00021,1897e1c5-4b2a-4125-ba70-f06507987f1a,unknown,Chưa rõ,116000,1,116000
O0000059,C00021,abb0c850-3fc1-4f03-acd3-ce8a38d26e69,unknown,Chưa rõ,249000,1,249000
O0000060,C00021,a7f4ad59-1abe-4c4a-afcd-6c5a6dbeea1c,unknown,Chưa rõ,335000,1,335000
O0000060,C00021,4a173292-8cfc-4783-840f-c07db06f39ae,unknown,Chưa rõ,625000,1,625000
O0000061,C00022,7f9d30c3-dcc2-4571-a427-6e1d1c4159a1,unknown,Chưa rõ,106000,1,106000
O0000062,C00022,df075bd3-113d-4c8f-a016-0d52be6f4a5c,unknown,Chưa rõ,108000,1,108000
O0000062,C00022,b7132765-513a-4c2b-a7f8-f65edf8c121d,unknown,Chưa rõ,175000,2,350000
O0000063,C00022,5cc6f248-00ff-4528-a325-1ebd742d12ec,unknown,Chưa rõ,189000,1,189000
O0000063,C00022,63f31897-3b50-47ce-97c5-616b6039ab6b,unknown,Chưa rõ,69000,1,69000
O0000063,C00022,f8cca01d-7e32-4ef7-ae65-cf6214a3ed01,unknown,Chưa rõ,127000,1,127000
O0000064,C00022,a7f4ad59-1abe-4c4a-afcd-6c5a6dbeea1c,unknown,Chưa rõ,335000,2,670000
O0000065,C00022,5d7a9faa-ce20-4bad-97aa-00dcd2e8224d,unknown,Chưa rõ,110000,1,110000
O0000066,C00022,11331b1e-e348-4b21-9f7d-8c9bbfb343c9,unknown,Chưa rõ,139000,1,139000
O0000067,C00023,df075bd3-113d-4c8f-a016-0d52be6f4a5c,unknown,Chưa rõ,108000,2,216000
O0000067,C00023,8cdc805a-c904-48d3-8fa0-85d3d5188654,unknown,Chưa rõ,67000,2,134000
O0000068,C00023,4b4b83a3-cb31-4a29-90eb-18fad376ae50,unknown,Chưa rõ,108000,2,216000
O0000068,C00023,f69486de-3d25-42e6-b2ae-a28eb57b086b,unknown,Chưa rõ,266000,1,266000
O0000069,C00023,21085931-e053-4570-a707-ea6ed4abbefb,unknown,Chưa rõ,49000,2,98000
O0000069,C00023,136a08eb-9c63-4acd-942b-d17973838985,unknown,Chưa rõ,625000,1,625000
O0000069,C00023,3aaaa540-28cb-491c-b678-d134120aaa06,unknown,Chưa rõ,109000,1,109000
O0000070,C00023,f36f27a8-40c5-4e54-8098-f86c8717c255,unknown,Chưa rõ,167000,2,334000
O0000070,C00023,89377be7-b971-415c-8f6f-b2415d9840b5,unknown,Chưa rõ,86000,1,86000
O0000070,C00023,c5d45c0f-da66-407b-a36f-b13e5ab6c898,unknown,Chưa rõ,90000,2,180000
O0000071,C00023,1897e1c5-4b2a-4125-ba70-f06507987f1a,unknown,Chưa rõ,116000,1,116000
O0000072,C00023,89377be7-b971-415c-8f6f-b2415d9840b5,unknown,Chưa rõ,86000,1,86000
O0000073,C00023,135e4a5f-64c4-405c-aa58-506e6cc471e4,unknown,Chưa rõ,249000,1,249000
O0000073,C00023,df075bd3-113d-4c8f-a016-0d52be6f4a5c,unknown,Chưa rõ,108000,1,108000
O0000074,C00024,f7235c62-c436-4f85-b7b5-d5bbf903d0d2,unknown,Chưa rõ,188000,1,188000
O0000074,C00024,4cc15b70-4c0e-4e41-9abf-e83cd0fbd96a,unknown,Chưa rõ,140000,2,280000
O0000074,C00024,c482e41e-8b28-4dcd-a117-ef3b3a06fb20,unknown,Chưa rõ,90000,2,180000
O0000075,C00024,e72e0263-cfec-41e6-83da-de623a7af1e5,unknown,Chưa rõ,118000,2,236000
O0000075,C00024,15a4b65d-808d-4310-b691-410b13e559a2,unknown,Chưa rõ,210000,1,210000
O0000075,C00024,dbada5a6-817c-48dd-841d-f327e42cd01a,unknown,Chưa rõ,625000,1,625000
O0000075,C00024,ff0a6e33-a51c-498b-88f5-92f2a334ec22,unknown,Chưa rõ,68000,1,68000
O0000075,C00024,3fb5fc7c-6c10-486f-8ea7-7aa2259c7ffa,unknown,Chưa rõ,245000,1,245000
O0000075,C00024,8cdc805a-c904-48d3-8fa0-85d3d5188654,unknown,Chưa rõ,67000,1,67000
O0000076,C00024,e72e0263-cfec-41e6-83da-de623a7af1e5,unknown,Chưa rõ,118000,2,236000
O0000076,C00024,ab38c530-f595-46fd-87db-a566d7f1d7f0,unknown,Chưa rõ,278000,2,556000
O0000077,C00024,260546a3-6701-4dd7-8b8b-a349cddef438,unknown,Chưa rõ,71000,1,71000
O0000077,C00024,df075bd3-113d-4c8f-a016-0d52be6f4a5c,unknown,Chưa rõ,108000,1,108000
O0000077,C00024,416cfc8b-e788-464b-b20f-41f4dce7811f,unknown,Chưa rõ,112000,1,112000
O0000077,C00024,11331b1e-e348-4b21-9f7d-8c9bbfb343c9,unknown,Chưa rõ,139000,1,139000
O0000077,C00024,dbada5a6-817c-48dd-841d-f327e42cd01a,unknown,Chưa rõ,625000,1,625000
O0000078,C00024,6ad8da4d-2a12-462e-8f10-f584db89a949,unknown,Chưa rõ,130000,1,130000
O0000078,C00024,53e4d7ed-cace-4bd5-88a7-8faaeee63b22,unknown,Chưa rõ,263000,1,263000
O0000078,C00024,a73ac20b-875e-4424-aa02-a332306219da,unknown,Chưa rõ,311000,1,311000
O0000079,C00024,3fb5fc7c-6c10-486f-8ea7-7aa2259c7ffa,unknown,Chưa rõ,245000,2,490000
O0000079,C00024,53e4d7ed-cace-4bd5-88a7-8faaeee63b22,unknown,Chưa rõ,263000,1,263000
O0000080,C00024,9dd75fca-4892-4423-852c-e76d8598f478,unknown,Chưa rõ,193000,2,386000
O0000080,C00024,3b8bb134-fbba-42c0-bd97-6ee479b5bf5b,unknown,Chưa rõ,152000,1,152000
O0000081,C00024,a4d149f4-a9df-42f2-8013-538b2205ea35,unknown,Chưa rõ,215000,1,215000
O0000082,C00024,a5cb61c8-fa77-47db-b0fd-d5670ead8cb7,unknown,Chưa rõ,144000,1,144000
O0000083,C00024,abb0c850-3fc1-4f03-acd3-ce8a38d26e69,unknown,Chưa rõ,249000,1,249000
O0000083,C00024,89377be7-b971-415c-8f6f-b2415d9840b5,unknown,Chưa rõ,86000,1,86000
O0000083,C00024,1897e1c5-4b2a-4125-ba70-f06507987f1a,unknown,Chưa rõ,116000,2,232000
O0000083,C00024,f36f27a8-40c5-4e54-8098-f86c8717c255,unknown,Chưa rõ,167000,1,167000
O0000083,C00024,55349f36-9244-438a-b5f9-3ac5b18b1f2f,unknown,Chưa rõ,263000,2,526000
O0000084,C00024,ab38c530-f595-46fd-87db-a566d7f1d7f0,unknown,Chưa rõ,278000,1,278000
O0000085,C00024,2e587a68-3fb9-4d80-8514-9201083cf532,unknown,Chưa rõ,272000,2,544000
O0000085,C00024,c482e41e-8b28-4dcd-a117-ef3b3a06fb20,unknown,Chưa rõ,90000,1,90000
O0000086,C00025,1897e1c5-4b2a-4125-ba70-f06507987f1a,unknown,Chưa rõ,116000,1,116000
O0000086,C00025,b2bd340d-0f14-409c-9ac2-50cc7536c811,unknown,Chưa rõ,182000,2,364000
O0000087,C00025,dbada5a6-817c-48dd-841d-f327e42cd01a,unknown,Chưa rõ,625000,2,1250000
O0000087,C00025,089a9c40-e0b6-4056-8ca8-98cd4ccb1009,unknown,Chưa rõ,175000,1,175000
O0000087,C00025,d2058b82-e132-4211-90bf-76a47f24bd9d,unknown,Chưa rõ,158000,1,158000
O0000088,C00025,5cc6f248-00ff-4528-a325-1ebd742d12ec,unknown,Chưa rõ,189000,1,189000
O0000089,C00025,a383e733-de38-45df-903f-88acfda615d1,unknown,Chưa rõ,90000,2,180000
O0000090,C00026,d05d6e4c-26c1-4d70-bd5e-c54c228d426d,unknown,Chưa rõ,132000,1,132000
O0000090,C00026,ab38c530-f595-46fd-87db-a566d7f1d7f0,unknown,Chưa rõ,278000,1,278000
O0000090,C00026,1897e1c5-4b2a-4125-ba70-f06507987f1a,unknown,Chưa rõ,116000,1,116000
O0000090,C00026,17fe8044-360f-46df-8db7-716f265a392d,unknown,Chưa rõ,239000,1,239000
O0000091,C00026,aed8d280-3acd-4ec8-ac52-b60da87f6a95,unknown,Chưa rõ,50000,1,50000
O0000091,C00026,a5cb61c8-fa77-47db-b0fd-d5670ead8cb7,unknown,Chưa rõ,144000,1,144000
O0000092,C00026,b201553d-821d-482b-85ce-18fbaea91c8a,unknown,Chưa rõ,249000,1,249000
O0000093,C00026,5cc6f248-00ff-4528-a325-1ebd742d12ec,unknown,Chưa rõ,189000,2,378000
O0000094,C00026,21085931-e053-4570-a707-ea6ed4abbefb,unknown,Chưa rõ,49000,1,49000
O0000095,C00027,26ce5d00-3e81-4d24-8c3c-2404591ad5af,unknown,Chưa rõ,125000,1,125000
O0000096,C00028,64b1808c-a807-4838-a89f-a9d8a9135569,unknown,Chưa rõ,164000,2,328000
O0000096,C00028,4496e0ec-81f4-459a-aa8a-fd462a496b43,unknown,Chưa rõ,239000,1,239000
O0000096,C00028,420e1b2d-96fe-491a-9bcb-838937ccac78,unknown,Chưa rõ,258000,2,516000
O0000097,C00029,3b8bb134-fbba-42c0-bd97-6ee479b5bf5b,unknown,Chưa rõ,152000,1,152000
O0000098,C00030,aed8d280-3acd-4ec8-ac52-b60da87f6a95,unknown,Chưa rõ,50000,2,100000
O0000098,C00030,3b8bb134-fbba-42c0-bd97-6ee479b5bf5b,unknown,Chưa rõ,152000,1,152000
O0000099,C00030,24c2bc58-6ee6-4a44-8e58-83992fe0566b,unknown,Chưa rõ,56000,1,56000
O0000100,C00030,cfd03bb1-7607-4f84-ab3b-a59ab7be6349,unknown,Chưa rõ,56000,2,112000
O0000100,C00030,bd939fbd-42a6-42d5-8c8b-6380667d280c,unknown,Chưa rõ,168000,1,168000
O0000100,C00030,fad509cd-e996-4f54-b9f8-6359d05c0be1,unknown,Chưa rõ,174000,1,174000
O0000101,C00030,5c442dc1-c667-4a22-b063-51f417fff385,unknown,Chưa rõ,99000,1,99000
O0000101,C00030,6ad8da4d-2a12-462e-8f10-f584db89a949,unknown,Chưa rõ,130000,2,260000
O0000101,C00030,f8cca01d-7e32-4ef7-ae65-cf6214a3ed01,unknown,Chưa rõ,127000,2,254000
O0000102,C00031,075fed30-08ae-44d6-b68b-432e3a4cf84a,unknown,Chưa rõ,27000,1,27000
O0000103,C00032,135e4a5f-64c4-405c-aa58-506e6cc471e4,unknown,Chưa rõ,249000,1,249000
O0000104,C00032,416cfc8b-e788-464b-b20f-41f4dce7811f,unknown,Chưa rõ,112000,2,224000
O0000104,C00032,89377be7-b971-415c-8f6f-b2415d9840b5,unknown,Chưa rõ,86000,2,172000
O0000104,C00032,c482e41e-8b28-4dcd-a117-ef3b3a06fb20,unknown,Chưa rõ,90000,1,90000
O0000105,C00032,15a4b65d-808d-4310-b691-410b13e559a2,unknown,Chưa rõ,210000,2,420000
O0000105,C00032,007225e8-0dbf-4cfe-a982-6605ce48490e,unknown,Chưa rõ,49000,1,49000
O0000105,C00032,d50a9451-28ee-4264-8a04-f5236f7a1411,unknown,Chưa rõ,308000,1,308000
O0000106,C00032,aed8d280-3acd-4ec8-ac52-b60da87f6a95,unknown,Chưa rõ,50000,2,100000
O0000106,C00032,871f690b-de88-4672-8653-bfb7b62d3020,unknown,Chưa rõ,267000,2,534000
O0000106,C00032,e72e0263-cfec-41e6-83da-de623a7af1e5,unknown,Chưa rõ,118000,1,118000
O0000107,C00033,ea66a53a-9c4c-4396-8d82-0cb99725baf8,unknown,Chưa rõ,189000,1,189000
O0000108,C00033,abb0c850-3fc1-4f03-acd3-ce8a38d26e69,unknown,Chưa rõ,249000,2,498000
O0000108,C00033,222c581e-930a-4186-8b41-7b524c71ce38,unknown,Chưa rõ,577000,2,1154000
O0000108,C00033,9f861767-0564-4b64-b335-3f5c5de4b54f,unknown,Chưa rõ,167000,1,167000
O0000108,C00033,416cfc8b-e788-464b-b20f-41f4dce7811f,unknown,Chưa rõ,112000,1,112000
O0000109,C00034,644aa450-2679-436b-8cab-9a40cbaa8c15,unknown,Chưa rõ,181000,1,181000
O0000109,C00034,aed8d280-3acd-4ec8-ac52-b60da87f6a95,unknown,Chưa rõ,50000,2,100000
O0000110,C00035,416cfc8b-e788-464b-b20f-41f4dce7811f,unknown,Chưa rõ,112000,1,112000
O0000110,C00035,97a59ebf-8433-4f8a-adbf-ba7480747216,unknown,Chưa rõ,194000,1,194000
O0000110,C00035,fe6f6861-0ea9-4e12-957c-9d1a1aecb195,unknown,Chưa rõ,263000,1,263000
O0000111,C00035,8666b065-2845-428d-899c-9ff9ae7ba2a7,unknown,Chưa rõ,195000,1,195000
O0000112,C00035,136a08eb-9c63-4acd-942b-d17973838985,unknown,Chưa rõ,625000,1,625000
O0000113,C00035,dbd67070-b6e6-49aa-abce-e577eee4c7c4,unknown,Chưa rõ,77000,1,77000
O0000113,C00035,5cc6f248-00ff-4528-a325-1ebd742d12ec,unknown,Chưa rõ,189000,2,378000
O0000114,C00035,e72e0263-cfec-41e6-83da-de623a7af1e5,unknown,Chưa rõ,118000,1,118000
O0000115,C00035,4fa39a2b-21eb-46e6-a3f3-6f8f0d018d2a,unknown,Chưa rõ,147000,1,147000
O0000115,C00035,007225e8-0dbf-4cfe-a982-6605ce48490e,unknown,Chưa rõ,49000,1,49000
O0000116,C00035,8c770142-8811-4081-9660-98635c83f120,unknown,Chưa rõ,90000,1,90000
O0000117,C00035,f36f27a8-40c5-4e54-8098-f86c8717c255,unknown,Chưa rõ,167000,2,334000
O0000117,C00035,c482e41e-8b28-4dcd-a117-ef3b3a06fb20,unknown,Chưa rõ,90000,1,90000
O0000118,C00035,2a4632dd-277f-4872-8a81-d90febc80b85,unknown,Chưa rõ,159000,1,159000
O0000119,C00035,cfd03bb1-7607-4f84-ab3b-a59ab7be6349,unknown,Chưa rõ,56000,1,56000
O0000120,C00035,8f3f129d-3a04-4c68-81e7-82547dead958,unknown,Chưa rõ,66000,1,66000
O0000121,C00035,c482e41e-8b28-4dcd-a117-ef3b3a06fb20,unknown,Chưa rõ,90000,1,90000
O0000122,C00035,5f725e60-c9aa-45d8-a115-055c0c2ccfcb,unknown,Chưa rõ,230000,1,230000
O0000122,C00035,ea6ecdd7-e7e7-4668-b374-7f2f47423ac2,unknown,Chưa rõ,311000,2,622000
O0000123,C00035,871f690b-de88-4672-8653-bfb7b62d3020,unknown,Chưa rõ,267000,1,267000
O0000123,C00035,15a4b65d-808d-4310-b691-410b13e559a2,unknown,Chưa rõ,210000,1,210000
O0000124,C00035,a5cf50d7-54e7-4d9b-ae92-dbc311d791be,unknown,Chưa rõ,88000,1,88000
O0000125,C00035,314b2cc1-9795-4ffe-b411-ebac11630319,unknown,Chưa rõ,192000,1,192000
O0000125,C00035,2e587a68-3fb9-4d80-8514-9201083cf532,unknown,Chưa rõ,272000,1,272000
O0000125,C00035,5cc6f248-00ff-4528-a325-1ebd742d12ec,unknown,Chưa rõ,189000,1,189000
O0000126,C00035,644aa450-2679-436b-8cab-9a40cbaa8c15,unknown,Chưa rõ,181000,2,362000
