customer_id,first_purchase_date,acquisition_channel,campaign_type,acquisition_cost,recency,frequency_90d,monetary_90d,avg_order_value,product_diversity,return_rate,email_open_rate,support_ticket_count,CLV_target,money_unit_note
C00046,2023-02-04,Direct,Organic,0.0,900,1,904365.52,904365.52,1,0.0,0.34,0,542619.31,same unit as product_data_base.price_current
C00047,2023-07-25,Email,Retargeting,1.58,802,10,6628907.79,662890.78,1,0.0,0.47,0,3977344.68,same unit as product_data_base.price_current
C00048,2025-10-22,Meta,Prospecting,14.46,55,1,358400.72,358400.72,1,0.0,0.47,0,1223577.21,same unit as product_data_base.price_current
C00049,2025-10-18,Email,Retargeting,1.46,0,6,5100094.21,850015.7,1,0.0,0.4,1,12740962.32,same unit as product_data_base.price_current
C00050,2024-07-19,Email,Retargeting,0.05,351,3,1259013.96,419671.32,1,0.26,0.37,0,755408.37,same unit as product_data_base.price_current
C00051,2024-12-03,Direct,Organic,0.0,378,1,648111.03,648111.03,1,0.4,0.32,0,388866.62,same unit as product_data_base.price_current
C00052,2024-02-06,Direct,Organic,0.0,679,1,649433.89,649433.89,1,0.0,0.29,0,389660.34,same unit as product_data_base.price_current
C00053,2024-12-30,Email,Retargeting,3.4,351,1,644183.63,644183.63,1,0.0,0.52,0,386510.18,same unit as product_data_base.price_current
C00054,2023-06-11,Meta,Prospecting,17.99,900,1,1062894.84,1062894.84,1,0.27,0.3,0,637736.91,same unit as product_data_base.price_current
C00055,2023-07-21,Direct,Organic,0.0,879,1,155913.18,155913.18,1,0.0,0.18,0,93547.91,same unit as product_data_base.price_current
C00056,2025-09-22,Google,Prospecting,7.94,85,1,489147.36,489147.36,1,0.2,0.43,0,1161092.16,same unit as product_data_base.price_current
C00057,2023-09-27,Affiliate,Prospecting,4.48,811,1,428563.42,428563.42,1,0.11,0.31,0,257138.05,same unit as product_data_base.price_current
C00058,2025-03-26,Meta,Prospecting,4.79,265,1,461332.99,461332.99,1,0.45,0.06,2,276799.79,same unit as product_data_base.price_current
C00059,2024-03-31,Meta,Prospecting,12.75,625,1,625236.68,625236.68,1,0.0,0.34,0,375142.01,same unit as product_data_base.price_current
C00060,2025-10-13,Meta,Prospecting,22.44,24,7,2364744.16,337820.59,1,0.07,0.26,0,10840750.13,same unit as product_data_base.price_current
C00061,2023-10-23,Email,Retargeting,1.65,785,1,104821.3,104821.3,1,0.0,0.34,0,62892.78,same unit as product_data_base.price_current
C00062,2024-12-20,Direct,Organic,0.0,361,1,948571.7,948571.7,1,0.25,0.49,1,569143.02,same unit as product_data_base.price_current
C00063,2023-12-04,Meta,Prospecting,10.87,743,1,66438.25,66438.25,1,0.0,0.2,0,39862.95,same unit as product_data_base.price_current
C00064,2025-05-28,Email,Retargeting,2.66,202,1,1015587.82,1015587.82,1,0.15,0.59,0,609352.69,same unit as product_data_base.price_current
C00065,2025-03-02,Email,Retargeting,2.14,289,1,555968.05,555968.05,1,0.06,0.56,0,333580.83,same unit as product_data_base.price_current
C00066,2023-08-05,Email,Retargeting,1.84,622,3,2475912.28,825304.09,1,0.53,0.39,0,1485547.37,same unit as product_data_base.price_current
C00067,2025-02-02,Meta,Prospecting,18.03,317,1,315571.22,315571.22,1,0.19,0.28,0,189342.73,same unit as product_data_base.price_current
C00068,2023-07-07,Direct,Organic,0.0,893,1,107525.96,107525.96,1,0.0,0.42,0,64515.58,same unit as product_data_base.price_current
C00069,2024-01-15,Meta,Prospecting,3.03,547,12,5360275.87,446689.66,1,0.0,0.36,1,3216165.52,same unit as product_data_base.price_current
C00070,2024-05-07,Email,Retargeting,2.26,510,3,1995697.23,665232.41,1,0.0,0.37,0,1197418.34,same unit as product_data_base.price_current
C00071,2025-11-30,Meta,Prospecting,21.33,22,2,652698.69,326349.34,1,0.0,0.07,0,1651902.38,same unit as product_data_base.price_current
C00072,2023-01-15,Google,Retargeting,3.04,900,3,2223564.36,741188.12,1,0.21,0.2,1,1334138.61,same unit as product_data_base.price_current
C00073,2023-03-06,Direct,Organic,0.0,900,6,2919481.7,486580.28,1,0.0,0.37,0,1751689.02,same unit as product_data_base.price_current
C00074,2024-06-04,Meta,Prospecting,11.41,441,3,1593761.07,531253.69,1,0.0,0.17,0,956256.64,same unit as product_data_base.price_current
C00075,2024-10-09,Meta,Prospecting,1.95,433,1,1016746.64,1016746.64,1,0.41,0.47,0,610047.99,same unit as product_data_base.price_current
C00076,2024-08-15,Email,Retargeting,1.54,488,1,1050852.81,1050852.81,1,0.05,0.52,0,630511.68,same unit as product_data_base.price_current
C00077,2024-01-27,Google,Prospecting,12.24,476,2,511904.14,255952.07,1,0.07,0.3,1,307142.48,same unit as product_data_base.price_current
C00078,2024-02-23,Google,Retargeting,13.35,576,9,4368104.45,485344.94,1,0.0,0.22,0,2620862.67,same unit as product_data_base.price_current
C00079,2023-10-16,Meta,Prospecting,10.88,695,7,3836627.31,548089.62,1,0.0,0.31,0,2301976.39,same unit as product_data_base.price_current
C00080,2024-01-14,Meta,Retargeting,7.21,702,1,318243.3,318243.3,1,0.0,0.44,0,190945.98,same unit as product_data_base.price_current
C00081,2023-08-19,Google,Prospecting,26.16,850,1,154084.89,154084.89,1,0.65,0.04,1,92450.93,same unit as product_data_base.price_current
C00082,2025-10-14,Meta,Prospecting,0.54,63,1,202170.25,202170.25,1,0.23,0.29,0,920136.27,same unit as product_data_base.price_current
C00083,2023-02-10,Direct,Organic,0.0,900,3,1239568.94,413189.65,1,0.0,0.44,0,743741.37,same unit as product_data_base.price_current
C00084,2025-11-17,Meta,Prospecting,14.41,29,1,93199.48,93199.48,1,0.2,0.09,1,155328.73,same unit as product_data_base.price_current
C00085,2023-05-15,Google,Prospecting,9.0,900,1,338333.32,338333.32,1,0.0,0.46,0,202999.99,same unit as product_data_base.price_current
C00086,2023-07-20,Meta,Prospecting,7.15,679,8,3925402.58,490675.32,1,0.0,0.19,0,2355241.55,same unit as product_data_base.price_current
C00087,2025-02-18,Meta,Prospecting,8.47,301,1,170580.93,170580.93,1,0.0,0.09,0,102348.56,same unit as product_data_base.price_current
C00088,2025-07-18,Email,Retargeting,1.49,151,1,285520.07,285520.07,1,0.0,0.47,0,514190.33,same unit as product_data_base.price_current
C00089,2025-11-22,Email,Retargeting,1.06,0,3,2868561.4,956187.13,1,0.17,0.53,0,6505416.98,same unit as product_data_base.price_current
C00090,2024-05-17,Meta,Prospecting,11.13,535,4,2107335.42,526833.85,1,0.14,0.3,0,1264401.25,same unit as product_data_base.price_current
C00091,2024-02-11,Meta,Prospecting,19.41,534,3,1378248.46,459416.15,1,0.0,0.27,0,826949.07,same unit as product_data_base.price_current
C00092,2025-03-15,Meta,Prospecting,16.52,155,14,5548191.24,396299.37,1,0.0,0.27,3,3328914.74,same unit as product_data_base.price_current
C00093,2023-04-09,Direct,Organic,0.0,867,4,912284.51,228071.13,1,0.34,0.44,2,547370.71,same unit as product_data_base.price_current
C00094,2024-11-14,Google,Prospecting,35.73,338,3,485739.81,161913.27,1,0.16,0.28,1,291443.89,same unit as product_data_base.price_current
C00095,2024-12-26,Meta,Prospecting,14.72,210,6,2187062.11,364510.35,1,0.34,0.43,0,1312237.26,same unit as product_data_base.price_current
C00096,2025-08-18,Google,Prospecting,20.9,29,5,1958361.15,391672.23,1,0.0,0.34,1,13530550.72,same unit as product_data_base.price_current
C00097,2024-09-04,Email,Retargeting,2.89,330,14,8706386.47,621884.75,1,0.0,0.5,0,5223831.88,same unit as product_data_base.price_current
C00098,2024-10-04,Direct,Organic,0.0,438,1,323000.47,323000.47,1,0.09,0.21,0,193800.28,same unit as product_data_base.price_current
C00099,2025-10-25,Direct,Organic,0.0,23,3,1986021.23,662007.08,1,0.26,0.42,1,4658369.64,same unit as product_data_base.price_current
C00100,2024-05-17,Meta,Prospecting,6.5,578,1,71025.32,71025.32,1,0.21,0.26,0,42615.19,same unit as product_data_base.price_current
C00101,2025-02-05,Meta,Prospecting,21.01,314,1,912827.31,912827.31,1,0.0,0.28,0,547696.38,same unit as product_data_base.price_current
C00102,2024-02-02,Meta,Prospecting,7.72,501,4,1640970.01,410242.5,1,0.09,0.22,0,984582.0,same unit as product_data_base.price_current
C00103,2025-05-20,Direct,Organic,0.0,210,1,213283.7,213283.7,1,0.28,0.39,0,139059.93,same unit as product_data_base.price_current
C00104,2025-03-05,Affiliate,Prospecting,9.08,286,1,222170.16,222170.16,1,0.13,0.15,0,133302.1,same unit as product_data_base.price_current
C00105,2024-01-28,Google,Prospecting,23.1,608,2,614242.64,307121.32,1,0.0,0.22,0,368545.58,same unit as product_data_base.price_current
C00106,2023-07-26,Meta,Prospecting,1.9,811,4,1052576.18,263144.05,1,0.0,0.23,1,631545.71,same unit as product_data_base.price_current
C00107,2025-11-04,Google,Prospecting,13.79,13,14,5353736.44,382409.75,1,0.0,0.14,0,32329219.41,same unit as product_data_base.price_current
C00108,2025-06-10,Meta,Retargeting,5.95,189,1,496435.41,496435.41,1,0.12,0.41,1,394627.39,same unit as product_data_base.price_current
C00109,2025-05-13,Meta,Prospecting,6.58,125,6,3557846.5,592974.42,1,0.0,0.39,0,9900673.42,same unit as product_data_base.price_current
C00110,2025-01-12,Google,Prospecting,18.69,253,5,1481347.52,296269.5,1,0.0,0.15,0,888808.51,same unit as product_data_base.price_current
C00111,2024-07-17,Meta,Retargeting,11.24,285,15,7469029.65,497935.31,1,0.0,0.46,2,4481417.79,same unit as product_data_base.price_current
C00112,2025-10-17,Meta,Prospecting,7.48,27,8,4001840.32,500230.04,1,0.1,0.34,1,12905075.91,same unit as product_data_base.price_current
C00113,2023-04-06,Email,Retargeting,2.79,900,1,562251.3,562251.3,1,0.0,0.38,0,337350.78,same unit as product_data_base.price_current
C00114,2024-04-29,Meta,Retargeting,7.62,524,3,1452577.3,484192.43,1,0.12,0.13,1,871546.38,same unit as product_data_base.price_current
C00115,2023-08-19,Meta,Prospecting,5.17,850,1,1120843.48,1120843.48,1,0.0,0.3,0,672506.09,same unit as product_data_base.price_current
C00116,2025-01-18,Meta,Prospecting,10.8,332,1,129112.69,129112.69,1,0.0,0.57,0,77467.61,same unit as product_data_base.price_current
C00117,2024-06-24,Direct,Organic,0.0,434,4,1685621.99,421405.5,1,0.0,0.2,0,1011373.2,same unit as product_data_base.price_current
C00118,2025-11-25,Direct,Organic,0.0,7,9,4736260.03,526251.11,1,0.0,0.35,1,25746750.26,same unit as product_data_base.price_current
C00119,2024-06-08,Meta,Prospecting,14.86,556,1,946856.86,946856.86,1,0.0,0.29,0,568114.12,same unit as product_data_base.price_current
C00120,2024-07-31,Google,Retargeting,12.73,417,5,3525657.66,705131.53,1,0.0,0.24,0,2115394.6,same unit as product_data_base.price_current
C00121,2024-11-12,Meta,Prospecting,18.11,399,1,599964.03,599964.03,1,0.0,0.5,0,359978.42,same unit as product_data_base.price_current
C00122,2024-07-10,Email,Retargeting,1.29,524,1,245083.77,245083.77,1,0.0,0.51,0,147050.26,same unit as product_data_base.price_current
C00123,2025-10-09,Email,Retargeting,2.16,68,1,1351854.51,1351854.51,1,0.0,0.59,0,6242485.02,same unit as product_data_base.price_current
C00124,2024-10-07,Direct,Organic,0.0,366,5,4957904.71,991580.94,1,0.16,0.44,0,2974742.83,same unit as product_data_base.price_current
C00125,2025-03-06,Google,Prospecting,0.5,168,14,6761915.97,482994.0,1,0.01,0.32,0,17343665.93,same unit as product_data_base.price_current
C00126,2025-11-17,Affiliate,Prospecting,10.36,29,1,871125.52,871125.52,1,0.0,0.42,0,3906060.88,same unit as product_data_base.price_current
C00127,2023-07-09,Affiliate,Prospecting,5.35,679,9,2616575.72,290730.64,1,0.0,0.38,0,1569945.43,same unit as product_data_base.price_current
C00128,2024-09-24,Direct,Organic,0.0,327,4,2060253.49,515063.37,1,0.0,0.27,0,1236152.1,same unit as product_data_base.price_current
C00129,2024-09-19,Google,Prospecting,8.96,258,5,1525743.53,305148.71,1,0.18,0.19,0,915446.12,same unit as product_data_base.price_current
C00130,2025-08-30,Google,Prospecting,14.15,16,7,2872258.72,410322.67,1,0.0,0.28,0,19457197.74,same unit as product_data_base.price_current
C00131,2024-12-10,Google,Prospecting,7.63,210,3,1462281.53,487427.18,1,0.16,0.18,1,877368.92,same unit as product_data_base.price_current
C00132,2024-10-10,Meta,Prospecting,12.12,259,5,1935920.41,387184.08,1,0.1,0.45,0,1161552.25,same unit as product_data_base.price_current
C00133,2023-11-14,Meta,Retargeting,9.31,763,1,1248773.93,1248773.93,1,0.0,0.33,0,749264.36,same unit as product_data_base.price_current
C00134,2024-11-14,Email,Retargeting,0.26,397,1,1000505.41,1000505.41,1,0.21,0.45,0,600303.24,same unit as product_data_base.price_current
C00135,2024-10-25,Google,Prospecting,15.85,417,1,954290.69,954290.69,1,0.35,0.32,1,572574.42,same unit as product_data_base.price_current
C00136,2024-03-17,Direct,Organic,0.0,443,3,1449636.95,483212.32,1,0.0,0.37,1,869782.17,same unit as product_data_base.price_current
C00137,2024-07-17,Meta,Retargeting,5.68,448,5,1957627.85,391525.57,1,0.15,0.22,1,1174576.71,same unit as product_data_base.price_current
C00138,2025-08-09,Meta,Prospecting,16.42,129,1,46476.72,46476.72,1,0.0,0.55,0,38670.89,same unit as product_data_base.price_current
C00139,2024-11-29,Direct,Organic,0.0,382,1,1543859.65,1543859.65,1,0.0,0.46,0,926315.79,same unit as product_data_base.price_current
C00140,2023-04-23,Meta,Prospecting,12.18,860,6,2257212.34,376202.06,1,0.0,0.34,0,1354327.4,same unit as product_data_base.price_current
C00141,2023-01-02,Meta,Prospecting,19.03,900,11,5447667.97,495242.54,1,0.0,0.62,1,3268600.78,same unit as product_data_base.price_current
C00142,2024-10-03,Affiliate,Prospecting,11.76,272,7,2817267.95,402466.85,1,0.0,0.22,0,1690360.77,same unit as product_data_base.price_current
C00143,2023-08-08,Direct,Organic,0.0,714,4,2333675.96,583418.99,1,0.21,0.44,0,1400205.58,same unit as product_data_base.price_current
C00144,2025-05-04,Google,Prospecting,23.6,226,1,703307.07,703307.07,1,0.0,0.4,0,421984.24,same unit as product_data_base.price_current
C00145,2024-01-20,Direct,Organic,0.0,629,7,3359955.31,479993.62,1,0.0,0.33,0,2015973.18,same unit as product_data_base.price_current
C00146,2024-12-30,Email,Retargeting,1.26,216,3,1738439.19,579479.73,1,0.0,0.42,0,1043063.51,same unit as product_data_base.price_current
C00147,2023-09-04,Direct,Organic,0.0,672,6,3391295.2,565215.87,1,0.44,0.43,2,2034777.12,same unit as product_data_base.price_current
C00148,2025-04-15,Direct,Organic,0.0,157,11,6665302.83,605936.62,1,0.0,0.3,0,11220448.48,same unit as product_data_base.price_current
C00149,2023-07-22,Meta,Prospecting,24.97,878,1,238983.58,238983.58,1,0.0,0.33,0,143390.15,same unit as product_data_base.price_current
C00150,2023-05-03,Google,Prospecting,8.33,875,14,5332527.19,380894.8,1,0.41,0.15,4,3199516.32,same unit as product_data_base.price_current
C00151,2024-02-05,Meta,Prospecting,17.64,596,6,3007934.63,501322.44,1,0.11,0.33,2,1804760.78,same unit as product_data_base.price_current
C00152,2025-02-05,Meta,Prospecting,20.27,133,4,1517833.79,379458.45,1,0.62,0.2,2,1160679.99,same unit as product_data_base.price_current
C00153,2023-10-21,Direct,Organic,0.0,787,1,149258.58,149258.58,1,0.28,0.68,0,89555.15,same unit as product_data_base.price_current
C00154,2023-10-07,Google,Prospecting,30.99,720,4,2155014.66,538753.67,1,0.05,0.25,0,1293008.8,same unit as product_data_base.price_current
C00155,2025-06-02,Email,Retargeting,2.66,99,8,5888216.2,736027.03,1,0.66,0.45,1,14408851.99,same unit as product_data_base.price_current
C00156,2023-07-17,Direct,Organic,0.0,883,1,479990.62,479990.62,1,0.0,0.46,0,287994.37,same unit as product_data_base.price_current
C00157,2025-09-08,Affiliate,Prospecting,5.41,99,1,244172.19,244172.19,1,0.0,0.13,0,446711.71,same unit as product_data_base.price_current
C00158,2025-01-21,Direct,Organic,0.0,329,1,240377.01,240377.01,1,0.15,0.45,0,144226.21,same unit as product_data_base.price_current
C00159,2023-05-24,Google,Prospecting,22.86,752,9,3937552.88,437505.88,1,0.16,0.3,0,2362531.73,same unit as product_data_base.price_current
C00160,2024-08-31,Meta,Prospecting,12.57,256,9,6532220.86,725802.32,1,0.59,0.18,1,3919332.52,same unit as product_data_base.price_current
C00161,2023-07-06,Meta,Prospecting,19.99,894,1,744138.59,744138.59,1,0.16,0.45,0,446483.15,same unit as product_data_base.price_current
C00162,2024-04-08,Google,Prospecting,17.79,617,1,322129.25,322129.25,1,0.0,0.2,0,193277.55,same unit as product_data_base.price_current
C00163,2024-10-21,Google,Prospecting,26.44,286,4,1796282.37,449070.59,1,0.0,0.35,2,1077769.42,same unit as product_data_base.price_current
C00164,2025-02-02,Google,Retargeting,7.32,317,1,407307.49,407307.49,1,0.11,0.29,0,244384.49,same unit as product_data_base.price_current
C00165,2025-08-12,Email,Retargeting,2.6,6,7,2446078.83,349439.83,1,0.0,0.55,0,8030175.89,same unit as product_data_base.price_current
C00166,2024-02-07,Affiliate,Prospecting,5.84,678,1,760512.01,760512.01,1,0.0,0.32,0,456307.21,same unit as product_data_base.price_current
C00167,2023-05-27,Email,Retargeting,2.8,828,9,2924675.64,324963.96,1,0.0,0.44,0,1754805.39,same unit as product_data_base.price_current
C00168,2025-05-13,Email,Retargeting,0.13,59,5,3894374.66,778874.93,1,0.05,0.47,0,16503578.89,same unit as product_data_base.price_current
C00169,2024-05-03,Meta,Prospecting,17.62,529,8,6770934.85,846366.86,1,0.05,0.46,0,4062560.91,same unit as product_data_base.price_current
C00170,2025-07-17,Meta,Retargeting,7.3,152,1,1134321.21,1134321.21,1,0.0,0.52,0,3109143.87,same unit as product_data_base.price_current
C00171,2024-07-04,Meta,Prospecting,14.29,393,3,617283.02,205761.01,1,0.15,0.2,0,370369.81,same unit as product_data_base.price_current
C00172,2023-12-04,Direct,Organic,0.0,614,4,855874.11,213968.53,1,0.13,0.38,0,513524.47,same unit as product_data_base.price_current
C00173,2025-05-21,Meta,Prospecting,0.5,197,2,611881.79,305940.89,1,0.15,0.43,0,367129.07,same unit as product_data_base.price_current
C00174,2024-10-02,Email,Retargeting,1.46,440,1,1422083.38,1422083.38,1,0.0,0.5,0,853250.03,same unit as product_data_base.price_current
C00175,2024-04-17,Google,Prospecting,24.88,435,3,1007197.95,335732.65,1,0.19,0.24,0,604318.77,same unit as product_data_base.price_current
C00176,2023-05-31,Meta,Prospecting,8.34,900,1,445894.99,445894.99,1,0.0,0.5,0,267536.99,same unit as product_data_base.price_current
C00177,2023-09-20,Meta,Prospecting,4.59,818,1,1181726.85,1181726.85,1,0.0,0.38,0,709036.11,same unit as product_data_base.price_current
C00178,2023-05-24,Google,Prospecting,8.93,748,11,5414394.88,492217.72,1,0.0,0.18,0,3248636.93,same unit as product_data_base.price_current
C00179,2023-12-12,Google,Retargeting,11.39,678,8,3945473.03,493184.13,1,0.19,0.24,0,2367283.82,same unit as product_data_base.price_current
C00180,2024-09-15,Direct,Organic,0.0,457,1,1247045.42,1247045.42,1,0.32,0.57,0,748227.25,same unit as product_data_base.price_current
C00181,2025-10-13,Email,Retargeting,2.22,15,11,7122835.46,647530.5,1,0.06,0.39,0,48456100.85,same unit as product_data_base.price_current
C00182,2025-05-30,Google,Prospecting,26.42,200,1,292495.21,292495.21,1,0.0,0.41,0,203845.23,same unit as product_data_base.price_current
C00183,2023-01-02,Direct,Organic,0.0,900,15,8732377.58,582158.51,1,0.13,0.66,2,5239426.55,same unit as product_data_base.price_current
C00184,2025-06-15,Google,Prospecting,21.33,29,16,7893106.73,493319.17,1,0.0,0.45,2,63384670.35,same unit as product_data_base.price_current
C00185,2023-09-11,Affiliate,Prospecting,5.09,606,8,2764895.99,345612.0,1,0.0,0.29,0,1658937.59,same unit as product_data_base.price_current
C00186,2024-03-28,Meta,Prospecting,24.35,628,1,602553.57,602553.57,1,0.0,0.54,0,361532.14,same unit as product_data_base.price_current
C00187,2025-11-26,Email,Retargeting,1.36,12,11,2861941.66,260176.51,1,0.0,0.45,0,14129063.18,same unit as product_data_base.price_current
C00188,2025-10-11,Google,Prospecting,10.67,5,3,1024598.12,341532.71,1,0.24,0.26,0,6569058.05,same unit as product_data_base.price_current
C00189,2023-01-09,Meta,Retargeting,6.95,900,1,192248.37,192248.37,1,0.0,0.45,0,115349.02,same unit as product_data_base.price_current
C00190,2025-03-26,Meta,Prospecting,15.88,265,1,261456.67,261456.67,1,0.0,0.27,0,156874.0,same unit as product_data_base.price_current
C00191,2023-07-27,Google,Prospecting,22.3,873,1,212112.91,212112.91,1,0.0,0.42,0,127267.75,same unit as product_data_base.price_current
C00192,2024-02-08,Meta,Prospecting,11.36,677,1,203298.77,203298.77,1,0.0,0.4,0,121979.26,same unit as product_data_base.price_current
C00193,2023-06-01,Meta,Retargeting,10.42,900,1,340636.56,340636.56,1,0.0,0.4,0,204381.94,same unit as product_data_base.price_current
C00194,2023-02-23,Affiliate,Prospecting,5.73,900,1,107819.38,107819.38,1,0.0,0.5,0,64691.63,same unit as product_data_base.price_current
C00195,2024-09-19,Direct,Organic,0.0,307,17,8049776.0,473516.24,1,0.0,0.36,1,4829865.6,same unit as product_data_base.price_current
C00196,2024-08-09,Email,Retargeting,0.97,494,1,989348.65,989348.65,1,0.27,0.42,0,593609.19,same unit as product_data_base.price_current
