ContactId,PurchaseId,ProductId,PurchasedOn,TotalPrice,IsReturn,ActivityTypeDisplay
CUST_00012,PUR_00000078,PROD_0026,2023-01-20,44.8,False,eCommercePurchase
CUST_00012,PUR_00000079,PROD_0067,2021-07-16,102.3,False,eCommercePurchase
CUST_00012,PUR_00000080,PROD_0029,2022-02-09,28.63,False,eCommercePurchase
CUST_00013,PUR_00000081,PROD_0066,2023-07-08,371.26,False,eCommercePurchase
CUST_00013,PUR_00000082,PROD_0079,2023-07-03,104.52,False,eCommercePurchase
CUST_00013,PUR_00000083,PROD_0005,2022-08-07,131.59,False,eCommercePurchase
CUST_00013,PUR_00000084,PROD_0073,2023-05-19,254.47,False,eCommercePurchase
CUST_00013,PUR_00000085,PROD_0059,2023-08-05,54.5,False,eCommercePurchase
CUST_00014,PUR_00000086,PROD_0051,2022-03-18,65.23,True,eCommercePurchase
CUST_00014,PUR_00000087,PROD_0039,2021-01-12,105.25,False,eCommercePurchase
CUST_00014,PUR_00000088,PROD_0006,2021-06-05,168.89,False,eCommercePurchase
CUST_00014,PUR_00000089,PROD_0056,2023-05-21,44.33,False,eCommercePurchase
CUST_00014,PUR_00000090,PROD_0091,2021-03-22,121.19,False,eCommercePurchase
CUST_00015,PUR_00000091,PROD_0081,2022-06-04,96.9,False,eCommercePurchase
CUST_00015,PUR_00000092,PROD_0037,2023-01-11,105.25,False,eCommercePurchase
CUST_00015,PUR_00000093,PROD_0050,2022-09-23,68.07,False,eCommercePurchase
CUST_00015,PUR_00000094,PROD_0039,2022-08-10,50.63,False,eCommercePurchase
CUST_00015,PUR_00000095,PROD_0021,2021-06-27,59.84,False,eCommercePurchase
CUST_00015,PUR_00000096,PROD_0096,2023-04-16,31.58,False,eCommercePurchase
CUST_00015,PUR_00000097,PROD_0076,2022-01-13,70.22,False,eCommercePurchase
CUST_00015,PUR_00000098,PROD_0053,2023-04-09,88.51,False,eCommercePurchase
CUST_00015,PUR_00000099,PROD_0006,2022-03-15,84.73,False,eCommercePurchase
CUST_00015,PUR_00000100,PROD_0072,2021-01-17,228.82,False,eCommercePurchase
CUST_00015,PUR_00000101,PROD_0042,2022-12-31,61.84,False,eCommercePurchase
CUST_00016,PUR_00000102,PROD_0059,2022-11-01,56.44,False,eCommercePurchase
CUST_00016,PUR_00000103,PROD_0049,2023-12-01,82.23,False,eCommercePurchase
CUST_00016,PUR_00000104,PROD_0051,2022-01-08,184.62,False,eCommercePurchase
CUST_00016,PUR_00000105,PROD_0024,2022-04-18,202.19,False,eCommercePurchase
CUST_00017,PUR_00000106,PROD_0041,2023-07-24,40.35,False,eCommercePurchase
CUST_00017,PUR_00000107,PROD_0085,2022-02-02,193.49,False,eCommercePurchase
CUST_00017,PUR_00000108,PROD_0045,2023-11-19,114.94,False,eCommercePurchase
CUST_00017,PUR_00000109,PROD_0089,2022-05-25,258.33,False,eCommercePurchase
CUST_00017,PUR_00000110,PROD_0035,2022-08-15,111.01,False,eCommercePurchase
CUST_00017,PUR_00000111,PROD_0007,2023-07-29,75.45,False,eCommercePurchase
CUST_00017,PUR_00000112,PROD_0018,2023-08-17,163.31,False,eCommercePurchase
CUST_00017,PUR_00000113,PROD_0077,2022-11-26,209.0,False,eCommercePurchase
CUST_00017,PUR_00000114,PROD_0010,2022-04-27,148.7,False,eCommercePurchase
CUST_00018,PUR_00000115,PROD_0019,2023-12-02,18.88,False,eCommercePurchase
CUST_00018,PUR_00000116,PROD_0089,2022-11-16,235.48,False,eCommercePurchase
CUST_00018,PUR_00000117,PROD_0031,2022-03-18,233.0,False,eCommercePurchase
CUST_00018,PUR_00000118,PROD_0030,2021-04-08,341.39,False,eCommercePurchase
CUST_00018,PUR_00000119,PROD_0039,2021-06-30,47.89,False,eCommercePurchase
CUST_00018,PUR_00000120,PROD_0028,2022-08-22,126.88,False,eCommercePurchase
CUST_00018,PUR_00000121,PROD_0055,2023-12-15,70.31,False,eCommercePurchase
CUST_00018,PUR_00000122,PROD_0012,2023-07-20,230.66,False,eCommercePurchase
CUST_00019,PUR_00000123,PROD_0056,2021-06-28,80.3,False,eCommercePurchase
CUST_00019,PUR_00000124,PROD_0012,2021-08-09,224.48,False,eCommercePurchase
CUST_00019,PUR_00000125,PROD_0061,2023-02-02,92.79,False,eCommercePurchase
CUST_00019,PUR_00000126,PROD_0096,2022-08-19,47.01,False,eCommercePurchase
CUST_00019,PUR_00000127,PROD_0098,2021-11-21,53.74,False,eCommercePurchase
CUST_00019,PUR_00000128,PROD_0073,2022-07-14,263.97,False,eCommercePurchase
CUST_00019,PUR_00000129,PROD_0024,2022-03-08,149.77,False,eCommercePurchase
CUST_00020,PUR_00000130,PROD_0029,2022-04-02,91.95,False,eCommercePurchase
CUST_00020,PUR_00000131,PROD_0030,2022-09-21,122.44,False,eCommercePurchase
CUST_00020,PUR_00000132,PROD_0092,2023-01-13,33.12,False,eCommercePurchase
CUST_00020,PUR_00000133,PROD_0078,2021-04-12,15.1,False,eCommercePurchase
CUST_00020,PUR_00000134,PROD_0055,2023-04-04,92.7,False,eCommercePurchase
CUST_00020,PUR_00000135,PROD_0029,2022-01-27,86.0,False,eCommercePurchase
CUST_00020,PUR_00000136,PROD_0050,2021-08-13,24.51,False,eCommercePurchase
CUST_00020,PUR_00000137,PROD_0062,2021-02-12,35.65,False,eCommercePurchase
CUST_00020,PUR_00000138,PROD_0077,2022-11-26,76.47,False,eCommercePurchase
CUST_00020,PUR_00000139,PROD_0001,2023-07-14,112.41,False,eCommercePurchase
CUST_00020,PUR_00000140,PROD_0026,2022-12-30,21.04,False,eCommercePurchase
CUST_00020,PUR_00000141,PROD_0017,2023-02-14,20.05,False,eCommercePurchase
CUST_00020,PUR_00000142,PROD_0099,2021-05-18,63.9,False,eCommercePurchase
CUST_00021,PUR_00000143,PROD_0095,2022-03-14,126.59,False,eCommercePurchase
CUST_00021,PUR_00000144,PROD_0060,2021-08-16,12.22,False,eCommercePurchase
CUST_00021,PUR_00000145,PROD_0044,2022-06-19,331.19,False,eCommercePurchase
CUST_00021,PUR_00000146,PROD_0043,2023-02-01,131.29,False,eCommercePurchase
CUST_00021,PUR_00000147,PROD_0019,2023-04-14,34.3,False,eCommercePurchase
CUST_00021,PUR_00000148,PROD_0050,2021-04-27,48.19,False,eCommercePurchase
CUST_00022,PUR_00000149,PROD_0058,2022-12-19,67.33,False,eCommercePurchase
CUST_00022,PUR_00000150,PROD_0044,2021-09-25,337.75,False,eCommercePurchase
CUST_00022,PUR_00000151,PROD_0097,2022-09-25,111.54,False,eCommercePurchase
CUST_00022,PUR_00000152,PROD_0031,2023-04-26,66.88,False,eCommercePurchase
CUST_00022,PUR_00000153,PROD_0038,2022-01-21,62.13,False,eCommercePurchase
CUST_00023,PUR_00000154,PROD_0002,2021-04-02,326.68,False,eCommercePurchase
CUST_00023,PUR_00000155,PROD_0014,2021-01-24,93.09,False,eCommercePurchase
CUST_00023,PUR_00000156,PROD_0061,2021-04-04,108.57,False,eCommercePurchase
CUST_00023,PUR_00000157,PROD_0038,2023-09-08,28.02,False,eCommercePurchase
CUST_00023,PUR_00000158,PROD_0051,2022-12-18,64.35,False,eCommercePurchase
CUST_00023,PUR_00000159,PROD_0051,2021-01-08,63.56,False,eCommercePurchase
CUST_00023,PUR_00000160,PROD_0040,2023-09-05,230.15,False,eCommercePurchase
CUST_00023,PUR_00000161,PROD_0035,2021-02-19,40.49,False,eCommercePurchase
CUST_00023,PUR_00000162,PROD_0002,2022-04-20,196.8,False,eCommercePurchase
CUST_00023,PUR_00000163,PROD_0028,2022-07-09,122.88,False,eCommercePurchase
CUST_00024,PUR_00000164,PROD_0076,2022-10-26,218.59,False,eCommercePurchase
CUST_00024,PUR_00000165,PROD_0009,2021-12-05,101.85,False,eCommercePurchase
CUST_00024,PUR_00000166,PROD_0061,2023-07-16,36.41,False,eCommercePurchase
CUST_00024,PUR_00000167,PROD_0068,2023-10-30,106.39,False,eCommercePurchase
CUST_00024,PUR_00000168,PROD_0044,2022-06-06,336.33,False,eCommercePurchase
CUST_00025,PUR_00000169,PROD_0019,2021-11-21,18.94,False,eCommercePurchase
CUST_00025,PUR_00000170,PROD_0077,2021-04-22,75.15,False,eCommercePurchase
CUST_00025,PUR_00000171,PROD_0056,2021-11-18,47.27,False,eCommercePurchase
CUST_00025,PUR_00000172,PROD_0046,2022-05-21,153.23,False,eCommercePurchase
CUST_00025,PUR_00000173,PROD_0017,2023-06-07,26.28,False,eCommercePurchase
CUST_00025,PUR_00000174,PROD_0066,2023-07-22,126.79,False,eCommercePurchase
CUST_00025,PUR_00000175,PROD_0088,2021-04-06,64.38,False,eCommercePurchase
CUST_00025,PUR_00000176,PROD_0068,2021-10-04,243.26,False,eCommercePurchase
CUST_00025,PUR_00000177,PROD_0082,2023-06-18,58.59,False,eCommercePurchase
CUST_00025,PUR_00000178,PROD_0085,2022-12-22,90.62,False,eCommercePurchase
CUST_00025,PUR_00000179,PROD_0095,2023-10-27,129.36,False,eCommercePurchase
CUST_00025,PUR_00000180,PROD_0038,2022-03-28,58.64,False,eCommercePurchase
CUST_00025,PUR_00000181,PROD_0037,2022-08-08,123.9,False,eCommercePurchase
CUST_00025,PUR_00000182,PROD_0015,2023-02-06,90.63,False,eCommercePurchase
CUST_00026,PUR_00000183,PROD_0031,2021-07-24,77.23,False,eCommercePurchase
CUST_00026,PUR_00000184,PROD_0094,2023-06-04,302.51,False,eCommercePurchase
CUST_00026,PUR_00000185,PROD_0050,2022-10-19,47.96,False,eCommercePurchase
CUST_00026,PUR_00000186,PROD_0063,2022-01-15,275.17,False,eCommercePurchase
CUST_00026,PUR_00000187,PROD_0056,2021-05-29,23.95,False,eCommercePurchase
CUST_00026,PUR_00000188,PROD_0095,2022-01-09,97.39,False,eCommercePurchase
CUST_00026,PUR_00000189,PROD_0093,2023-03-19,257.06,False,eCommercePurchase
CUST_00026,PUR_00000190,PROD_0079,2021-10-06,144.66,False,eCommercePurchase
CUST_00027,PUR_00000191,PROD_0055,2021-03-13,96.14,False,eCommercePurchase
CUST_00027,PUR_00000192,PROD_0050,2023-08-24,22.0,False,eCommercePurchase
CUST_00027,PUR_00000193,PROD_0086,2022-03-19,88.34,False,eCommercePurchase
CUST_00027,PUR_00000194,PROD_0028,2023-12-10,197.62,False,eCommercePurchase
CUST_00027,PUR_00000195,PROD_0052,2022-09-01,124.21,False,eCommercePurchase
CUST_00027,PUR_00000196,PROD_0093,2023-04-25,274.73,False,eCommercePurchase
CUST_00027,PUR_00000197,PROD_0012,2022-06-23,113.28,False,eCommercePurchase
CUST_00028,PUR_00000198,PROD_0033,2021-04-13,114.56,False,eCommercePurchase
CUST_00028,PUR_00000199,PROD_0074,2022-09-03,122.66,False,eCommercePurchase
CUST_00028,PUR_00000200,PROD_0074,2021-10-22,129.43,True,eCommercePurchase
CUST_00028,PUR_00000201,PROD_0042,2022-04-18,38.73,False,eCommercePurchase
CUST_00028,PUR_00000202,PROD_0074,2021-07-02,142.64,False,eCommercePurchase
CUST_00028,PUR_00000203,PROD_0011,2021-01-26,153.98,False,eCommercePurchase
CUST_00028,PUR_00000204,PROD_0044,2021-03-12,220.02,False,eCommercePurchase
CUST_00028,PUR_00000205,PROD_0067,2023-02-01,35.43,False,eCommercePurchase
CUST_00028,PUR_00000206,PROD_0081,2022-04-25,90.54,False,eCommercePurchase
CUST_00029,PUR_00000207,PROD_0074,2021-01-13,66.51,False,eCommercePurchase
CUST_00029,PUR_00000208,PROD_0100,2021-05-06,109.59,False,eCommercePurchase
CUST_00029,PUR_00000209,PROD_0038,2021-02-06,88.93,False,eCommercePurchase
CUST_00029,PUR_00000210,PROD_0063,2022-10-23,272.91,False,eCommercePurchase
CUST_00029,PUR_00000211,PROD_0011,2021-03-01,48.2,False,eCommercePurchase
CUST_00029,PUR_00000212,PROD_0032,2021-04-20,173.06,False,eCommercePurchase
CUST_00029,PUR_00000213,PROD_0041,2022-11-10,76.86,False,eCommercePurchase
CUST_00029,PUR_00000214,PROD_0060,2021-06-10,39.0,False,eCommercePurchase
CUST_00029,PUR_00000215,PROD_0076,2023-05-23,68.87,False,eCommercePurchase
CUST_00029,PUR_00000216,PROD_0026,2021-07-11,42.56,False,eCommercePurchase
CUST_00029,PUR_00000217,PROD_0075,2022-11-09,58.86,False,eCommercePurchase
CUST_00029,PUR_00000218,PROD_0068,2021-11-16,252.08,False,eCommercePurchase
CUST_00029,PUR_00000219,PROD_0073,2022-07-13,267.0,False,eCommercePurchase
CUST_00029,PUR_00000220,PROD_0094,2023-02-26,96.08,False,eCommercePurchase
CUST_00029,PUR_00000221,PROD_0026,2021-05-28,57.0,False,eCommercePurchase
CUST_00030,PUR_00000222,PROD_0045,2021-12-28,110.36,False,eCommercePurchase
CUST_00030,PUR_00000223,PROD_0017,2022-09-26,20.48,False,eCommercePurchase
CUST_00030,PUR_00000224,PROD_0004,2021-03-11,47.5,False,eCommercePurchase
CUST_00030,PUR_00000225,PROD_0069,2023-04-24,56.56,False,eCommercePurchase
CUST_00030,PUR_00000226,PROD_0007,2023-09-15,238.09,False,eCommercePurchase
CUST_00030,PUR_00000227,PROD_0030,2023-06-08,214.51,False,eCommercePurchase
CUST_00030,PUR_00000228,PROD_0007,2023-09-12,220.29,False,eCommercePurchase
CUST_00030,PUR_00000229,PROD_0038,2021-11-11,31.66,False,eCommercePurchase
CUST_00030,PUR_00000230,PROD_0085,2021-12-16,91.09,False,eCommercePurchase
CUST_00031,PUR_00000231,PROD_0006,2022-10-14,243.68,False,eCommercePurchase
CUST_00031,PUR_00000232,PROD_0032,2021-06-27,257.23,False,eCommercePurchase
CUST_00031,PUR_00000233,PROD_0001,2021-11-11,345.72,False,eCommercePurchase
CUST_00031,PUR_00000234,PROD_0075,2023-12-20,181.17,False,eCommercePurchase
CUST_00031,PUR_00000235,PROD_0064,2023-10-07,165.36,False,eCommercePurchase
CUST_00031,PUR_00000236,PROD_0045,2022-03-31,114.34,False,eCommercePurchase
CUST_00031,PUR_00000237,PROD_0015,2023-06-11,98.92,False,eCommercePurchase
CUST_00031,PUR_00000238,PROD_0094,2022-03-16,269.2,False,eCommercePurchase
CUST_00032,PUR_00000239,PROD_0067,2023-09-08,32.76,False,eCommercePurchase
CUST_00032,PUR_00000240,PROD_0004,2022-10-15,47.41,False,eCommercePurchase
CUST_00032,PUR_00000241,PROD_0016,2022-05-21,70.68,False,eCommercePurchase
CUST_00032,PUR_00000242,PROD_0096,2021-06-27,16.69,False,eCommercePurchase
CUST_00032,PUR_00000243,PROD_0042,2021-10-26,18.85,False,eCommercePurchase
CUST_00032,PUR_00000244,PROD_0047,2022-06-24,5.37,False,eCommercePurchase
CUST_00032,PUR_00000245,PROD_0034,2022-08-13,140.01,False,eCommercePurchase
CUST_00032,PUR_00000246,PROD_0037,2021-04-25,58.03,False,eCommercePurchase
CUST_00033,PUR_00000247,PROD_0070,2022-10-03,25.76,False,eCommercePurchase
CUST_00033,PUR_00000248,PROD_0070,2022-06-28,9.31,False,eCommercePurchase
CUST_00033,PUR_00000249,PROD_0051,2023-08-27,193.15,False,eCommercePurchase
CUST_00033,PUR_00000250,PROD_0071,2023-09-22,45.74,False,eCommercePurchase
CUST_00033,PUR_00000251,PROD_0007,2021-08-19,147.17,False,eCommercePurchase
CUST_00033,PUR_00000252,PROD_0051,2022-11-15,215.91,False,eCommercePurchase
CUST_00033,PUR_00000253,PROD_0042,2021-01-21,41.61,True,eCommercePurchase
CUST_00034,PUR_00000254,PROD_0072,2021-11-29,239.35,True,eCommercePurchase
CUST_00034,PUR_00000255,PROD_0033,2022-09-08,194.33,False,eCommercePurchase
CUST_00034,PUR_00000256,PROD_0053,2023-12-20,158.73,False,eCommercePurchase
CUST_00034,PUR_00000257,PROD_0071,2021-09-15,48.39,False,eCommercePurchase
CUST_00034,PUR_00000258,PROD_0071,2023-07-08,127.71,False,eCommercePurchase
CUST_00034,PUR_00000259,PROD_0061,2021-09-04,36.6,False,eCommercePurchase
CUST_00034,PUR_00000260,PROD_0063,2021-09-24,175.18,False,eCommercePurchase
CUST_00034,PUR_00000261,PROD_0025,2021-01-15,240.5,False,eCommercePurchase
CUST_00034,PUR_00000262,PROD_0020,2022-04-28,170.92,False,eCommercePurchase
CUST_00035,PUR_00000263,PROD_0035,2021-11-06,82.77,False,eCommercePurchase
CUST_00035,PUR_00000264,PROD_0012,2021-08-12,344.25,False,eCommercePurchase
CUST_00035,PUR_00000265,PROD_0047,2021-12-13,10.01,False,eCommercePurchase
CUST_00035,PUR_00000266,PROD_0018,2022-12-20,79.66,False,eCommercePurchase
CUST_00035,PUR_00000267,PROD_0080,2022-08-21,106.14,False,eCommercePurchase
CUST_00035,PUR_00000268,PROD_0091,2022-01-15,45.34,False,eCommercePurchase
CUST_00035,PUR_00000269,PROD_0072,2022-05-31,229.36,False,eCommercePurchase
CUST_00035,PUR_00000270,PROD_0030,2021-04-27,102.33,False,eCommercePurchase
CUST_00035,PUR_00000271,PROD_0053,2021-08-26,178.57,False,eCommercePurchase
CUST_00036,PUR_00000272,PROD_0066,2023-04-23,259.79,False,eCommercePurchase
CUST_00036,PUR_00000273,PROD_0042,2022-12-06,53.47,False,eCommercePurchase
CUST_00036,PUR_00000274,PROD_0022,2021-10-25,316.08,False,eCommercePurchase
CUST_00036,PUR_00000275,PROD_0078,2022-11-27,27.98,False,eCommercePurchase
CUST_00036,PUR_00000276,PROD_0070,2023-04-22,19.08,False,eCommercePurchase
CUST_00036,PUR_00000277,PROD_0047,2022-11-19,14.31,False,eCommercePurchase
CUST_00036,PUR_00000278,PROD_0023,2023-07-25,62.52,False,eCommercePurchase
CUST_00036,PUR_00000279,PROD_0093,2021-11-11,243.79,False,eCommercePurchase
CUST_00036,PUR_00000280,PROD_0083,2023-01-03,129.71,False,eCommercePurchase
CUST_00037,PUR_00000281,PROD_0068,2022-08-20,242.96,False,eCommercePurchase
CUST_00037,PUR_00000282,PROD_0070,2021-06-15,9.1,False,eCommercePurchase
CUST_00037,PUR_00000283,PROD_0058,2022-07-15,126.85,False,eCommercePurchase
CUST_00037,PUR_00000284,PROD_0003,2021-03-31,112.7,False,eCommercePurchase
CUST_00037,PUR_00000285,PROD_0083,2021-03-28,325.35,False,eCommercePurchase
CUST_00037,PUR_00000286,PROD_0021,2023-05-05,77.59,False,eCommercePurchase
CUST_00037,PUR_00000287,PROD_0024,2021-05-10,71.55,False,eCommercePurchase
CUST_00037,PUR_00000288,PROD_0069,2022-11-11,155.79,False,eCommercePurchase
CUST_00037,PUR_00000289,PROD_0007,2022-12-18,79.71,False,eCommercePurchase
CUST_00038,PUR_00000290,PROD_0018,2022-07-17,271.28,False,eCommercePurchase
CUST_00038,PUR_00000291,PROD_0081,2022-06-09,90.95,False,eCommercePurchase
CUST_00038,PUR_00000292,PROD_0054,2023-11-17,67.22,False,eCommercePurchase
CUST_00038,PUR_00000293,PROD_0093,2021-12-05,93.4,False,eCommercePurchase
CUST_00038,PUR_00000294,PROD_0040,2021-11-22,205.39,False,eCommercePurchase
CUST_00038,PUR_00000295,PROD_0057,2023-03-17,29.94,False,eCommercePurchase
CUST_00038,PUR_00000296,PROD_0017,2023-03-01,18.5,False,eCommercePurchase
CUST_00039,PUR_00000297,PROD_0017,2022-11-23,31.47,False,eCommercePurchase
CUST_00039,PUR_00000298,PROD_0044,2021-04-13,217.69,False,eCommercePurchase
CUST_00039,PUR_00000299,PROD_0019,2022-12-24,16.87,False,eCommercePurchase
CUST_00039,PUR_00000300,PROD_0051,2023-09-22,206.33,False,eCommercePurchase
CUST_00039,PUR_00000301,PROD_0005,2021-05-17,46.01,False,eCommercePurchase
CUST_00039,PUR_00000302,PROD_0087,2022-06-06,64.09,False,eCommercePurchase
CUST_00039,PUR_00000303,PROD_0040,2023-08-18,326.72,False,eCommercePurchase
CUST_00039,PUR_00000304,PROD_0014,2023-09-17,288.67,False,eCommercePurchase
CUST_00040,PUR_00000305,PROD_0031,2023-01-21,71.74,False,eCommercePurchase
CUST_00040,PUR_00000306,PROD_0065,2023-08-18,41.44,False,eCommercePurchase
CUST_00040,PUR_00000307,PROD_0036,2021-12-24,18.84,False,eCommercePurchase
CUST_00040,PUR_00000308,PROD_0074,2022-07-13,69.86,False,eCommercePurchase
CUST_00040,PUR_00000309,PROD_0043,2021-02-08,133.34,False,eCommercePurchase
CUST_00041,PUR_00000310,PROD_0004,2023-03-21,31.45,False,eCommercePurchase
CUST_00041,PUR_00000311,PROD_0087,2023-06-06,42.02,False,eCommercePurchase
CUST_00041,PUR_00000312,PROD_0081,2021-01-05,99.22,False,eCommercePurchase
CUST_00041,PUR_00000313,PROD_0017,2023-02-20,28.93,False,eCommercePurchase
CUST_00041,PUR_00000314,PROD_0026,2023-10-12,42.61,False,eCommercePurchase
