order_id,customer_id,order_date,order_value,num_items
O0000198,C07626,2019-01-10,475217.88,2
O0000199,C00349,2019-01-10,232439.36,1
O0000200,C05666,2019-01-10,341223.27,1
O0000201,C04953,2019-01-10,359647.58,2
O0000202,C09110,2019-01-10,380464.74,2
O0000203,C03014,2019-01-11,762187.14,3
O0000204,C09493,2019-01-11,232839.09,1
O0000205,C05325,2019-01-11,1213455.22,3
O0000206,C05582,2019-01-11,181970.88,1
O0000207,C06870,2019-01-11,335233.89,1
O0000208,C05797,2019-01-11,391574.01,3
O0000209,C03019,2019-01-11,1848437.74,5
O0000210,C07854,2019-01-11,228109.97,1
O0000211,C00445,2019-01-11,722432.1,2
O0000212,C09734,2019-01-11,1099244.81,4
O0000213,C09789,2019-01-11,409655.13,2
O0000214,C01061,2019-01-11,863930.29,2
O0000215,C04151,2019-01-11,980203.05,3
O0000216,C07230,2019-01-11,140275.71,1
O0000217,C07697,2019-01-11,330565.73,1
O0000218,C03767,2019-01-12,523601.47,2
O0000219,C03349,2019-01-12,1779594.83,5
O0000220,C08750,2019-01-12,1317632.63,3
O0000221,C08308,2019-01-12,666092.05,2
O0000222,C08236,2019-01-12,1222577.65,4
O0000223,C01550,2019-01-12,128562.25,1
O0000224,C00941,2019-01-12,305379.43,1
O0000225,C04670,2019-01-12,836133.69,2
O0000226,C06475,2019-01-12,2635083.32,3
O0000227,C05750,2019-01-12,1001929.3,1
O0000228,C02069,2019-01-12,1219791.72,3
O0000229,C03634,2019-01-12,641482.83,3
O0000230,C04326,2019-01-12,446203.99,3
O0000231,C06611,2019-01-12,919828.98,4
O0000232,C02001,2019-01-12,251371.04,1
O0000233,C09425,2019-01-12,158549.78,1
O0000234,C07774,2019-01-12,1402405.92,3
O0000235,C01078,2019-01-12,1573364.73,5
O0000236,C08613,2019-01-12,295612.32,2
O0000237,C06220,2019-01-12,665364.84,3
O0000238,C08073,2019-01-12,319034.84,2
O0000239,C09216,2019-01-12,674858.32,2
O0000240,C05809,2019-01-12,630757.54,2
O0000241,C02822,2019-01-12,355986.12,1
O0000242,C09992,2019-01-12,1006369.84,3
O0000243,C09150,2019-01-13,643135.84,2
O0000244,C08260,2019-01-13,782055.42,3
O0000245,C00743,2019-01-13,231207.14,1
O0000246,C01876,2019-01-13,1372263.37,5
O0000247,C06943,2019-01-13,692267.66,4
O0000248,C00068,2019-01-13,733738.44,3
O0000249,C00888,2019-01-13,313183.4,1
O0000250,C05849,2019-01-13,256383.62,1
O0000251,C09462,2019-01-13,1060014.41,5
O0000252,C02371,2019-01-13,1927795.16,5
O0000253,C09848,2019-01-13,1653816.18,4
O0000254,C03747,2019-01-13,495538.65,2
O0000255,C06348,2019-01-13,466698.96,3
O0000256,C00069,2019-01-13,244164.12,1
O0000257,C00047,2019-01-13,779794.38,2
O0000258,C00733,2019-01-13,249017.84,1
O0000259,C02767,2019-01-13,446155.88,2
O0000260,C08876,2019-01-13,249924.77,1
O0000261,C02438,2019-01-13,812987.3,3
O0000262,C02618,2019-01-13,898426.06,3
O0000263,C02236,2019-01-14,931192.02,4
O0000264,C00960,2019-01-14,502341.39,3
O0000265,C08551,2019-01-14,708824.11,3
O0000266,C07977,2019-01-14,1444216.56,4
O0000267,C06879,2019-01-14,444013.57,3
O0000268,C03648,2019-01-14,530545.88,2
O0000269,C08419,2019-01-14,884642.64,2
O0000270,C02179,2019-01-14,1127257.41,5
O0000271,C08822,2019-01-14,97966.95,1
O0000272,C00785,2019-01-14,637884.17,2
O0000273,C02711,2019-01-14,563865.19,2
O0000274,C03204,2019-01-14,240919.06,1
O0000275,C03347,2019-01-14,160426.62,1
O0000276,C02116,2019-01-14,1763557.83,5
O0000277,C00338,2019-01-14,469743.75,1
O0000278,C06020,2019-01-14,829192.38,3
O0000279,C03882,2019-01-14,1412527.86,4
O0000280,C01295,2019-01-14,540441.65,1
O0000281,C02962,2019-01-14,1147741.26,1
O0000282,C01817,2019-01-14,349925.11,1
O0000283,C09676,2019-01-15,212809.11,1
O0000284,C01321,2019-01-15,732749.15,2
O0000285,C05352,2019-01-15,678094.49,4
O0000286,C03334,2019-01-15,453256.26,3
O0000287,C08787,2019-01-15,212200.56,2
O0000288,C04279,2019-01-15,523546.41,2
O0000289,C06743,2019-01-15,913526.18,4
O0000290,C07490,2019-01-15,848580.41,3
O0000291,C09721,2019-01-15,1443299.87,5
O0000292,C07057,2019-01-15,1075245.21,3
O0000293,C03113,2019-01-15,948490.41,3
O0000294,C06346,2019-01-15,650372.87,1
O0000295,C01266,2019-01-15,512185.19,3
O0000296,C04918,2019-01-15,680156.85,2
O0000297,C05946,2019-01-15,726348.92,3
O0000298,C07683,2019-01-16,2336267.62,4
O0000299,C08509,2019-01-16,829291.9,4
O0000300,C08378,2019-01-16,245478.22,1
O0000301,C06533,2019-01-16,791759.16,4
O0000302,C00010,2019-01-16,1559324.81,5
O0000303,C00391,2019-01-16,464613.94,2
O0000304,C07718,2019-01-16,570563.87,1
O0000305,C04499,2019-01-16,129859.39,1
O0000306,C08176,2019-01-16,329809.31,1
O0000307,C04128,2019-01-16,332602.73,2
O0000308,C00953,2019-01-16,763178.92,2
O0000309,C06446,2019-01-16,400451.94,2
O0000310,C00049,2019-01-16,610083.07,1
O0000311,C06109,2019-01-17,1361453.91,3
O0000312,C08374,2019-01-17,693025.25,4
O0000313,C05788,2019-01-17,142454.31,1
O0000314,C01398,2019-01-17,557288.62,1
O0000315,C07613,2019-01-17,287828.55,1
O0000316,C01122,2019-01-17,962562.66,4
O0000317,C01942,2019-01-17,673027.1,3
O0000318,C05687,2019-01-17,1089893.27,1
O0000319,C03865,2019-01-17,326429.45,2
O0000320,C05881,2019-01-17,692587.29,2
O0000321,C05393,2019-01-17,544886.84,3
O0000322,C08322,2019-01-17,627765.99,3
O0000323,C03545,2019-01-17,1239691.86,3
O0000324,C08559,2019-01-17,1112556.34,4
O0000325,C04230,2019-01-17,177322.1,1
O0000326,C06143,2019-01-17,329883.04,1
O0000327,C07485,2019-01-18,774087.25,1
O0000328,C09228,2019-01-18,489432.0,2
O0000329,C08736,2019-01-18,744902.7,2
O0000330,C09810,2019-01-18,106962.16,1
O0000331,C00635,2019-01-18,336238.97,2
O0000332,C02330,2019-01-18,1036823.25,3
O0000333,C09752,2019-01-18,495814.66,3
O0000334,C06908,2019-01-18,775252.87,3
O0000335,C03320,2019-01-18,419339.48,2
O0000336,C09369,2019-01-18,819909.2,2
O0000337,C01943,2019-01-19,759774.23,3
O0000338,C08426,2019-01-19,331243.94,1
O0000339,C07858,2019-01-19,697958.47,2
O0000340,C05956,2019-01-19,691498.32,3
O0000341,C00916,2019-01-19,1166925.87,4
O0000342,C05131,2019-01-19,956092.84,4
O0000343,C05547,2019-01-19,392770.38,2
O0000344,C03450,2019-01-19,1029707.94,4
O0000345,C08836,2019-01-19,372723.34,2
O0000346,C00758,2019-01-19,731677.32,3
O0000347,C00027,2019-01-19,554922.52,1
O0000348,C09800,2019-01-19,774941.78,2
O0000349,C09125,2019-01-19,909949.49,3
O0000350,C09910,2019-01-19,477016.2,2
O0000351,C03323,2019-01-19,384595.35,2
O0000352,C00308,2019-01-19,1478492.0,2
O0000353,C07881,2019-01-19,216165.89,1
O0000354,C00228,2019-01-19,1232937.39,3
O0000355,C01676,2019-01-19,890730.51,3
O0000356,C09716,2019-01-19,263361.98,1
O0000357,C01871,2019-01-19,239135.25,1
O0000358,C04758,2019-01-19,203084.89,1
O0000359,C00419,2019-01-19,323802.28,1
O0000360,C00924,2019-01-20,223649.51,2
O0000361,C01483,2019-01-20,187977.86,1
O0000362,C05433,2019-01-20,186404.23,1
O0000363,C08700,2019-01-20,130631.92,1
O0000364,C04628,2019-01-20,787149.25,3
O0000365,C09846,2019-01-20,597862.79,2
O0000366,C03427,2019-01-20,156195.08,1
O0000367,C01222,2019-01-20,784163.98,2
O0000368,C03384,2019-01-20,539004.05,2
O0000369,C02074,2019-01-20,330112.92,2
O0000370,C02314,2019-01-20,373455.93,2
O0000371,C05225,2019-01-20,1090103.51,3
O0000372,C03659,2019-01-20,1083750.88,5
O0000373,C05634,2019-01-20,190009.91,1
O0000374,C04084,2019-01-20,617716.06,1
O0000375,C05014,2019-01-20,255483.86,1
O0000376,C00170,2019-01-20,1105718.39,4
O0000377,C08835,2019-01-20,794531.77,3
O0000378,C07600,2019-01-20,413219.17,2
O0000379,C03271,2019-01-20,75979.77,1
O0000380,C09200,2019-01-21,1053158.36,3
O0000381,C04973,2019-01-21,695481.97,2
O0000382,C09923,2019-01-21,278835.37,2
O0000383,C03479,2019-01-21,824649.96,2
O0000384,C00824,2019-01-21,503178.2,2
O0000385,C08135,2019-01-21,503242.62,3
O0000386,C07443,2019-01-21,479445.72,3
O0000387,C07042,2019-01-21,1025975.85,3
O0000388,C06581,2019-01-21,901901.65,3
O0000389,C08200,2019-01-21,285240.37,1
O0000390,C03563,2019-01-21,776756.53,3
O0000391,C03317,2019-01-21,176527.04,1
O0000392,C06851,2019-01-21,120025.27,1
O0000393,C05426,2019-01-21,548351.7,3
O0000394,C03318,2019-01-21,228688.58,2
O0000395,C04615,2019-01-21,455884.54,2
O0000396,C06285,2019-01-21,746548.61,4
O0000397,C09652,2019-01-21,338196.25,2
O0000398,C06106,2019-01-21,532290.9,1
O0000399,C08125,2019-01-22,106441.18,1
O0000400,C00991,2019-01-22,905169.73,4
O0000401,C03943,2019-01-22,144693.32,1
O0000402,C08567,2019-01-22,496291.95,2
O0000403,C07607,2019-01-22,590004.44,2
O0000404,C02349,2019-01-22,851708.51,4
O0000405,C05182,2019-01-22,151557.76,1
O0000406,C08449,2019-01-22,391156.14,2
O0000407,C06854,2019-01-22,1418191.67,3
O0000408,C02572,2019-01-22,940760.84,4
O0000409,C05315,2019-01-22,490028.63,3
O0000410,C05492,2019-01-22,134706.78,1
O0000411,C00157,2019-01-22,538969.5,2
O0000412,C00134,2019-01-22,1282659.27,3
O0000413,C01613,2019-01-22,470273.43,3
O0000414,C02131,2019-01-23,727675.13,4
O0000415,C08046,2019-01-23,414265.08,2
O0000416,C01743,2019-01-23,430520.19,3
O0000417,C02798,2019-01-23,1333555.58,3
O0000418,C00016,2019-01-23,1065279.55,4
O0000419,C06664,2019-01-23,659935.07,2
O0000420,C07489,2019-01-23,230177.22,2
O0000421,C05705,2019-01-23,978753.0,5
O0000422,C05580,2019-01-23,452169.29,2
O0000423,C07877,2019-01-23,911051.53,3
O0000424,C05510,2019-01-23,1606492.35,5
O0000425,C09621,2019-01-23,518172.2,3
O0000426,C09791,2019-01-23,130042.96,1
O0000427,C01669,2019-01-23,654279.33,2
O0000428,C09283,2019-01-23,709427.82,3
O0000429,C06710,2019-01-23,1459018.26,4
O0000430,C07740,2019-01-23,921975.72,4
O0000431,C07898,2019-01-23,792524.59,1
O0000432,C01011,2019-01-23,181242.73,1
O0000433,C01849,2019-01-23,1057529.02,5
O0000434,C01522,2019-01-23,636493.06,2
O0000435,C08917,2019-01-23,673153.44,3
O0000436,C08535,2019-01-23,372562.64,3
O0000437,C08133,2019-01-23,277498.94,1
O0000438,C00365,2019-01-24,744901.17,3
O0000439,C04872,2019-01-24,795775.64,3
O0000440,C04076,2019-01-24,1067588.46,3
O0000441,C02232,2019-01-24,207487.79,2
O0000442,C06241,2019-01-24,688602.19,2
O0000443,C00722,2019-01-24,249041.16,1
O0000444,C09196,2019-01-24,894272.27,2
O0000445,C05193,2019-01-24,595400.4,3
O0000446,C08348,2019-01-24,1242851.66,3
O0000447,C09728,2019-01-24,1048796.95,5
O0000448,C08833,2019-01-24,338395.87,2
O0000449,C09951,2019-01-24,812821.73,3
O0000450,C03313,2019-01-24,1380278.6,4
O0000451,C00316,2019-01-24,190410.85,1
O0000452,C06713,2019-01-24,105983.97,1
O0000453,C03258,2019-01-24,1284431.72,1
O0000454,C08681,2019-01-24,479610.75,3
O0000455,C00936,2019-01-24,330648.29,2
O0000456,C06534,2019-01-24,89951.03,1
O0000457,C08688,2019-01-24,1493520.48,5
O0000458,C08468,2019-01-24,293877.23,1
O0000459,C07914,2019-01-25,182736.41,2
O0000460,C04700,2019-01-25,484074.06,2
O0000461,C03625,2019-01-25,1384009.68,5
O0000462,C03552,2019-01-25,179831.05,2
O0000463,C00618,2019-01-25,237598.35,1
O0000464,C07317,2019-01-25,528698.96,3
O0000465,C08605,2019-01-25,665116.85,3
O0000466,C08097,2019-01-25,310495.54,1
O0000467,C09236,2019-01-25,794729.68,4
O0000468,C03454,2019-01-25,321776.49,2
O0000469,C05755,2019-01-25,111309.15,1
O0000470,C04446,2019-01-25,1234511.61,5
O0000471,C06004,2019-01-25,946161.66,3
O0000472,C08137,2019-01-25,1028989.57,3
O0000473,C07293,2019-01-25,1571323.57,4
O0000474,C02419,2019-01-25,147312.84,1
O0000475,C00337,2019-01-25,1653807.55,3
O0000476,C04411,2019-01-25,1259313.89,5
O0000477,C02478,2019-01-25,642586.81,4
O0000478,C03974,2019-01-25,362349.71,1
O0000479,C09670,2019-01-25,434298.96,2
O0000480,C02518,2019-01-26,550022.71,2
O0000481,C07664,2019-01-26,1993497.72,4
O0000482,C07474,2019-01-26,790472.38,2
O0000483,C01369,2019-01-26,607992.44,3
O0000484,C07617,2019-01-26,956363.66,4
O0000485,C04953,2019-01-26,449184.59,3
O0000486,C00057,2019-01-26,1523213.39,3
O0000487,C05890,2019-01-26,603087.32,3
O0000488,C06768,2019-01-26,229005.35,1
O0000489,C01964,2019-01-26,317110.54,1
O0000490,C06722,2019-01-26,347495.31,1
O0000491,C00337,2019-01-26,246679.64,1
O0000492,C07645,2019-01-26,803126.35,2
O0000493,C02668,2019-01-26,143053.75,1
O0000494,C02764,2019-01-26,1850738.81,4
O0000495,C00910,2019-01-26,1486472.44,4
O0000496,C00198,2019-01-27,389807.75,2
O0000497,C05507,2019-01-27,75190.83,1
O0000498,C02789,2019-01-27,475775.91,2
O0000499,C06277,2019-01-27,458083.52,2
O0000500,C08639,2019-01-27,822251.94,3
O0000501,C01616,2019-01-27,127494.68,1
O0000502,C04928,2019-01-27,619086.23,1
O0000503,C04022,2019-01-27,246350.35,1
O0000504,C04680,2019-01-27,666346.36,3
O0000505,C09922,2019-01-27,697245.61,2
O0000506,C01139,2019-01-27,189226.76,1
O0000507,C06037,2019-01-27,437029.71,2
O0000508,C00102,2019-01-27,202495.93,1
O0000509,C01490,2019-01-27,721248.6,3
O0000510,C04959,2019-01-27,1420311.7,3
O0000511,C06479,2019-01-27,924822.91,3
O0000512,C06607,2019-01-27,835193.43,2
O0000513,C02941,2019-01-27,111473.27,1
O0000514,C00250,2019-01-27,944493.43,2
O0000515,C05798,2019-01-27,1356281.96,3
O0000516,C04354,2019-01-28,664259.14,4
O0000517,C08270,2019-01-28,794923.1,2
O0000518,C00571,2019-01-28,420308.61,2
O0000519,C03958,2019-01-28,344321.71,1
O0000520,C05827,2019-01-28,547538.34,3
O0000521,C05789,2019-01-28,118942.78,1
O0000522,C00552,2019-01-28,1035610.19,3
O0000523,C01247,2019-01-28,439693.02,2
O0000524,C07348,2019-01-28,1949619.05,5
O0000525,C05194,2019-01-28,889395.91,2
O0000526,C06831,2019-01-28,1079994.61,4
O0000527,C03740,2019-01-29,1119582.89,3
O0000528,C08983,2019-01-29,1675783.4,4
O0000529,C02160,2019-01-29,898994.66,5
O0000530,C02506,2019-01-29,231281.85,1
O0000531,C03299,2019-01-29,1843951.42,5
O0000532,C02839,2019-01-29,186905.55,1
O0000533,C04793,2019-01-29,268775.57,1
O0000534,C01142,2019-01-29,736255.51,4
O0000535,C02439,2019-01-29,1052148.03,5
O0000536,C09986,2019-01-29,559362.9,3
O0000537,C02422,2019-01-29,188985.01,1
O0000538,C05614,2019-01-29,943827.07,4
O0000539,C05357,2019-01-29,175988.85,1
O0000540,C02703,2019-01-30,219459.15,1
O0000541,C09666,2019-01-30,733274.51,3
O0000542,C07457,2019-01-30,626027.55,3
O0000543,C05623,2019-01-30,366660.18,2
O0000544,C05545,2019-01-30,987538.35,3
O0000545,C02711,2019-01-30,1158822.08,2
O0000546,C01520,2019-01-30,141859.88,1
O0000547,C07097,2019-01-30,502000.96,2
O0000548,C04139,2019-01-30,399925.49,2
O0000549,C01640,2019-01-30,727203.65,3
O0000550,C05743,2019-01-30,349813.88,2
O0000551,C09010,2019-01-30,703217.46,3
O0000552,C03389,2019-01-30,585038.45,3
O0000553,C05853,2019-01-30,1231329.0,5
O0000554,C09984,2019-01-30,281055.72,1
O0000555,C03246,2019-01-30,953679.17,2
O0000556,C04719,2019-01-30,1009985.72,4
O0000557,C09415,2019-01-30,900159.16,3
O0000558,C02697,2019-01-30,237275.91,2
O0000559,C00748,2019-01-31,982325.55,3
O0000560,C09244,2019-01-31,407274.39,2
O0000561,C02970,2019-01-31,814203.28,2
O0000562,C05298,2019-01-31,765520.0,4
O0000563,C04843,2019-01-31,560384.25,2
O0000564,C09739,2019-01-31,130577.06,1
O0000565,C03153,2019-01-31,352610.34,2
O0000566,C01303,2019-01-31,894213.99,2
O0000567,C04382,2019-01-31,992184.74,2
O0000568,C00261,2019-01-31,1330650.0,4
O0000569,C06073,2019-01-31,1065449.65,3
O0000570,C06482,2019-01-31,288062.25,1
O0000571,C03220,2019-01-31,2094484.66,4
O0000572,C09204,2019-01-31,409827.92,1
O0000573,C06290,2019-01-31,302785.29,1
O0000574,C08980,2019-01-31,941974.7,4
O0000575,C08916,2019-01-31,386439.84,1
O0000576,C04915,2019-01-31,913468.96,3
O0000577,C01850,2019-01-31,577098.64,3
O0000578,C08989,2019-01-31,92243.33,1
O0000579,C04560,2019-02-01,483052.82,2
O0000580,C03975,2019-02-01,125178.5,1
O0000581,C05346,2019-02-01,926984.47,3
O0000582,C08731,2019-02-01,753872.93,2
O0000583,C05811,2019-02-01,88155.02,1
O0000584,C07232,2019-02-01,692419.33,4
O0000585,C00225,2019-02-01,547433.82,3
O0000586,C04058,2019-02-01,256806.63,1
O0000587,C05326,2019-02-01,1177693.0,4
O0000588,C02853,2019-02-01,610353.36,3
O0000589,C07392,2019-02-01,849199.69,3
O0000590,C02297,2019-02-01,742489.64,3
O0000591,C07947,2019-02-01,1339971.26,2
O0000592,C04862,2019-02-01,255515.83,2
O0000593,C05508,2019-02-01,125848.52,1
O0000594,C04324,2019-02-01,620913.94,3
O0000595,C08939,2019-02-01,172959.52,1
O0000596,C05854,2019-02-01,681354.26,3
O0000597,C06014,2019-02-01,2155715.24,4
O0000598,C03731,2019-02-01,1489310.96,3
O0000599,C00843,2019-02-01,523497.86,1
O0000600,C07767,2019-02-01,721062.74,3
O0000601,C09985,2019-02-01,371637.34,1
